form	lemma	POS	morph	treated_token
Quaeri	quaero	VER	Mood=Inf|Tense=Pres|Voice=Pass	quaeri
in	in	PRE	MORPH=empty	in
expositionum	expositio	NOMcom	Case=Gen|Numb=Plur	expositionum
principiis	principium	NOMcom	Case=Abl|Numb=Plur	principiis
solet	soleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	solet
cur	cur	ADVint	MORPH=empty	cur
unum	unus	ADJcar	Case=Nom|Numb=Sing	unum
quodque	quisque2	PROind	Case=Nom|Numb=Sing	quodque
ceteris	ceteri	NOMcom	Case=Dat|Numb=Plur	ceteris
in	in	PRE	MORPH=empty	in
disputationis	disputatio	NOMcom	Case=Gen|Numb=Sing	disputationis
ordine	ordo	NOMcom	Case=Abl|Numb=Sing	ordine
praeponatur	praepono	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	praeponatur
uelut	uelut1	ADVrel	MORPH=empty	uelut
nunc	nunc	ADV	Deg=Pos	nunc
in	in	PRE	MORPH=empty	in
genere	genus?	NOMcom	Case=Abl|Numb=Sing	genere
dubitari	dubito	VER	Mood=Inf|Tense=Pres|Voice=Pass	dubitari
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
cur	cur	ADVint	MORPH=empty	cur
genus	genus?	NOMcom	Case=Acc|Numb=Sing	genus
speciei	specieum	NOMcom	Case=Gen|Numb=Sing	speciei
differentiae	differentia	NOMcom	Case=Dat|Numb=Sing	differentiae
proprio	proprius	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	proprio
accidenti	accido?	VER	Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	accidenti
-que	que	CONcoo	MORPH=empty	-que
praetulerit	praefero	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	praetulerit
;	;	PUNC	MORPH=empty	;
de	de	PRE	MORPH=empty	de
eo	is	PROdem	Case=Abl|Numb=Sing	eo
enim	enim2	CONcoo	MORPH=empty	enim
primitus	primitus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	primitus
tractat	tracto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	tractat
respondebimus	respondeo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	respondebimus
itaque	itaque	CONcoo	MORPH=empty	itaque
iure	iure	ADV	Case=Abl|Numb=Sing|Deg=Pos	iure
factum	facio	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	factum
uideri	uideo	VER	Mood=Inf|Tense=Pres|Voice=Pass	uideri
;	;	PUNC	MORPH=empty	;
omne	omnis	PROind	Case=Nom|Numb=Sing	omne
enim	enim2	CONcoo	MORPH=empty	enim
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
uniuersale	uniuersalis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	uniuersale
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
intra	intra2	PRE	MORPH=empty	intra
semet	sui1	PROref	Case=Acc|Numb=Sing	semet
ipsum	ipse	PROdem	Case=Acc|Numb=Sing	ipsum
cetera	cetera1	NOMcom	Case=Acc|Numb=Plur	cetera
concludit	concludo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	concludit
ipsum	ipse	PROdem	Case=Nom|Numb=Sing	ipsum
uero	uero4	CONcoo	MORPH=empty	uero
non	non	ADVneg	MORPH=empty	non
clauditur	claudo?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	clauditur
maioris	magnus	ADJqua	Case=Gen|Numb=Sing|Deg=Comp	maioris
itaque	itaque	CONcoo	MORPH=empty	itaque
meriti	meritum	NOMcom	Case=Gen|Numb=Sing	meriti
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ac	ac1	CONcoo	MORPH=empty	ac
principalis	principalis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	principalis
naturae	natura	NOMcom	Case=Gen|Numb=Sing	naturae
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
ita	ita	ADV	Deg=Pos	ita
cetera	cetera1	NOMcom	Case=Acc|Numb=Plur	cetera
cohercet	coerceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	cohercet
ut	ut4	CONsub	MORPH=empty	ut
ipsum	ipse	PROdem	Case=Nom|Numb=Sing	ipsum
naturae	natura	NOMcom	Case=Gen|Numb=Sing	naturae
magnitudi	magnitudo	NOMcom	Case=Dat|Numb=Sing	magnitudi
-ne	ne2	CONcoo	MORPH=empty	-ne
nequeat	nequeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	nequeat
ab	ab	PRE	MORPH=empty	ab
aliis	alius	PROind	Case=Abl|Numb=Plur	aliis
contineri	contineo	VER	Mood=Inf|Tense=Pres|Voice=Pass	contineri
genus	genus?	NOMcom	Case=Acc|Numb=Sing	genus
igitur	igitur	CONcoo	MORPH=empty	igitur
et	et2	CONcoo	MORPH=empty	et
species	species	NOMcom	Case=Acc|Numb=Sing	species
intra	intra2	PRE	MORPH=empty	intra
se	sui1	PROref	Case=Acc|Numb=Sing	se
positas	pono	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	positas
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habet
et	et2	CONcoo	MORPH=empty	et
earum	is	PROdem	Case=Gen|Numb=Plur	earum
differentias	differentia	NOMcom	Case=Acc|Numb=Plur	differentias
propria	proprius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	propria
-que	que	CONcoo	MORPH=empty	-que
nihilo	nihilum	NOMcom	Case=Abl|Numb=Sing	nihilo
minus	parum2	ADV	Deg=Comp	minus
etiam	etiam	ADV	Deg=Pos	etiam
accidentia	accidens	NOMcom	Case=Nom|Numb=Sing	accidentia
atque	atque1	CONcoo	MORPH=empty	atque
ita	ita	ADV	Deg=Pos	ita
de	de	PRE	MORPH=empty	de
genere	genus?	NOMcom	Case=Abl|Numb=Sing	genere
inchoandum	inchoo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	inchoandum
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
quod	quod2	CONsub	MORPH=empty	quod
cetera	cetera1	NOMcom	Case=Acc|Numb=Plur	cetera
naturae	natura	NOMcom	Case=Dat|Numb=Sing	naturae
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
magnitudi	magnitudo	NOMcom	Case=Dat|Numb=Sing	magnitudi
-ne	ne2	CONcoo	MORPH=empty	-ne
cohercet	coerceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	cohercet
et	et2	CONcoo	MORPH=empty	et
continet	contineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	continet
praeterea	praeterea	ADV	Deg=Pos	praeterea
illa	ille	PROdem	Case=Nom|Numb=Plur	illa
