form	lemma	POS	morph	treated_token
Superior	superus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	superior
de	de	PRE	MORPH=empty	de
genere	genus?	NOMcom	Case=Abl|Numb=Sing	genere
disputatio	disputatio	NOMcom	Case=Nom|Numb=Sing	disputatio
uideatur	uideo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	uideatur
forsitan	forsitan	ADV	Deg=Pos	forsitan
omnem	omnis	PROind	Case=Acc|Numb=Sing	omnem
etiam	etiam	ADV	Deg=Pos	etiam
speciei	specieum	NOMcom	Case=Gen|Numb=Sing	speciei
consumpsisse	consumo	VER	Mood=Inf|Tense=Perf|Voice=Act	consumpsisse
tractatum	tracto	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	tractatum
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
cum	cum3	CONsub	MORPH=empty	cum
genus	genus?	NOMcom	Case=Nom|Numb=Sing	genus
ad	ad2	PRE	MORPH=empty	ad
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
praedicetur	praedico?	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	praedicetur
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ad	ad2	PRE	MORPH=empty	ad
speciem	species	NOMcom	Case=Acc|Numb=Sing	speciem
cognosci	cognosco	VER	Mood=Inf|Tense=Pres|Voice=Pass	cognosci
natura	natura	NOMcom	Case=Nom|Numb=Sing	natura
generis	genus?	NOMcom	Case=Gen|Numb=Sing	generis
non	non	ADVneg	MORPH=empty	non
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
si	si2	CONsub	MORPH=empty	si
speciei	specieum	NOMcom	Case=Gen|Numb=Sing	speciei
quae	quis?	PROrel	Case=Nom|Numb=Sing	quae
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
intellegentia	intelligentia	NOMcom	Case=Nom|Numb=Sing	intellegentia
nesciatur	nescio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	nesciatur
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
quoniam	quoniam	CONsub	MORPH=empty	quoniam
diuersa	diuersus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	diuersa
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
suis	suus	PROpos.ref	Case=Abl|Numb=Plur	suis
naturis	natura	NOMcom	Case=Abl|Numb=Plur	naturis
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
consideratio	consideratio	NOMcom	Case=Nom|Numb=Sing	consideratio
atque	atque1	CONcoo	MORPH=empty	atque
discretio	discretio	NOMcom	Case=Nom|Numb=Sing	discretio
diuersa	diuersus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	diuersa
in	in	PRE	MORPH=empty	in
permixtis	permisceo	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	permixtis
idcirco	idcirco	ADV	Deg=Pos	idcirco
sicut	sicut1	ADVrel	MORPH=empty	sicut
singula	singulus	ADJdis	Case=Acc|Numb=Plur	singula
in	in	PRE	MORPH=empty	in
prooemio	prooemium	NOMcom	Case=Abl|Numb=Sing	prooemio
proposuit	propono	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	proposuit
ita	ita	ADV	Deg=Pos	ita
diuidere	diuido	VER	Mood=Inf|Tense=Pres|Voice=Act	diuidere
cuncta	cunctus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	cuncta
persequitur	persequor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	persequitur
.	.	PUNC	MORPH=empty	.
ac	ac1	CONcoo	MORPH=empty	ac
primum	primum	ADJadv.ord	Deg=Sup	primum
post	post2	PRE	MORPH=empty	post
generis	genus?	NOMcom	Case=Gen|Numb=Sing	generis
disputationem	disputatio	NOMcom	Case=Acc|Numb=Sing	disputationem
de	de	PRE	MORPH=empty	de
specie	species	NOMcom	Case=Abl|Numb=Sing	specie
tractat	tracto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	tractat
.	.	PUNC	MORPH=empty	.
de	de	PRE	MORPH=empty	de
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
quidem	quidem	ADV	Deg=Pos	quidem
dubitari	dubito	VER	Mood=Inf|Tense=Pres|Voice=Pass	dubitari
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
.	.	PUNC	MORPH=empty	.
si	si2	CONsub	MORPH=empty	si
enim	enim2	CONcoo	MORPH=empty	enim
haec	hic1	PROdem	Case=Nom|Numb=Sing	haec
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
praeponendi	praepono	VER	Case=Gen|Numb=Sing|Mood=Adj|Voice=Pass	praeponendi
generis	genus?	NOMcom	Case=Gen|Numb=Sing	generis
reliquis	reliquus	NOMcom	Case=Dat|Numb=Plur|Deg=Pos	reliquis
omnibus	omnis	PROind	Case=Dat|Numb=Plur	omnibus
quod	quod?	PROrel	Case=Nom|Numb=Sing	quod
naturae	natura	NOMcom	Case=Dat|Numb=Sing	naturae
suae	suus	PROpos.ref	Case=Dat|Numb=Sing	suae
magnitudi	magnitudo	NOMcom	Case=Dat|Numb=Sing	magnitudi
-ne	ne2	CONcoo	MORPH=empty	-ne
cetera	cetera1	NOMcom	Case=Acc|Numb=Plur	cetera
contineret	contineo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	contineret
non	non	ADVneg	MORPH=empty	non
aequum	aequus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	aequum
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
speciem	species	NOMcom	Case=Acc|Numb=Sing	speciem
differentiae	differentia	NOMcom	Case=Gen|Numb=Sing	differentiae
in	in	PRE	MORPH=empty	in
ordine	ordo	NOMcom	Case=Abl|Numb=Sing	ordine
tractatus	tracto	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	tractatus
anteponere	antepono	VER	Mood=Inf|Tense=Pres|Voice=Act	anteponere
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
differentia	differentia	NOMcom	Case=Nom|Numb=Sing	differentia
speciem	species	NOMcom	Case=Acc|Numb=Sing	speciem
contineret	contineo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	contineret
cura	cura	NOMcom	Case=Nom|Numb=Sing	cura
praesertim	praesertim	ADV	Deg=Pos	praesertim
differentiae	differentia	NOMcom	Case=Gen|Numb=Sing	differentiae
ipsas	ipse	PROdem	Case=Acc|Numb=Plur	ipsas
species	species	NOMcom	Case=Nom|Numb=Plur	species
informent	informo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	informent
.	.	PUNC	MORPH=empty	.
prius	prior	ADJord	Numb=Sing|Deg=Comp	prius
autem	autem	CONcoo	MORPH=empty	autem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
informat	informo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	informat
quam	quam1	ADVrel	MORPH=empty	quam
id	is	PROdem	Case=Nom|Numb=Sing	id
quod	qui1	PROrel	Case=Nom	quod
eius	is	PROdem	Case=Gen|Numb=Sing	eius
informatio	informatio	NOMcom	Case=Nom|Numb=Sing	informatio
-ne	ne2	CONcoo	MORPH=empty	-ne
perficitur	perficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	perficitur
.	.	PUNC	MORPH=empty	.
posterior	posterus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	posterior
igitur	igitur	CONcoo	MORPH=empty	igitur
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
species	species	NOMcom	Case=Nom|Numb=Sing	species
a	ab	PRE	MORPH=empty	a
differentia	differentia	NOMcom	Case=Abl|Numb=Sing	differentia
prius	prius	ADJadv.ord	Deg=Comp	prius
igitur	igitur	CONcoo	MORPH=empty	igitur
de	de	PRE	MORPH=empty	de
differentia	differentia	NOMcom	Case=Abl|Numb=Sing	differentia
tractandum	tracto	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	tractandum
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
.	.	PUNC	MORPH=empty	.
etenim	etenim	CONcoo	MORPH=empty	etenim
prooemio	prooemium	NOMcom	Case=Dat|Numb=Sing	prooemio
etiam	etiam	ADV	Deg=Pos	etiam
consentiret	consentio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	consentiret
in	in	PRE	MORPH=empty	in
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
eum	is	PROdem	Case=Acc|Numb=Sing	eum
ordinem	ordo	NOMcom	Case=Acc|Numb=Sing	ordinem
collocauit	colloco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	collocauit
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
naturalis	naturalis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	naturalis
ordo	ordo	NOMcom	Case=Nom|Numb=Sing	ordo
suggessit	suggero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	suggessit
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
utile	utilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	utile
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
nosse	nosco	VER	Mood=Inf|Tense=Perf|Voice=Act	nosse
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
genus	genus?	NOMcom	Case=Nom|Numb=Sing	genus
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
et	et2	CONcoo	MORPH=empty	et
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
differentia	differentia	NOMcom	Case=Nom|Numb=Sing	differentia
.	.	PUNC	MORPH=empty	.
huic	hic1	PROdem	Case=Dat|Numb=Sing	huic
respondendum	respondeo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	respondendum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quaestioni	quaestio	NOMcom	Case=Dat|Numb=Sing	quaestioni
quoniam	quoniam	CONsub	MORPH=empty	quoniam
omnia	omnis	PROind	Case=Nom|Numb=Plur	omnia
quaecumque	quicumque1	PROrel	Case=Nom|Numb=Plur	quaecumque
ad	ad2	PRE	MORPH=empty	ad
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
praedicantur	praedico?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	praedicantur
substantiam	substantia	NOMcom	Case=Acc|Numb=Sing	substantiam
semper	semper	ADV	Deg=Pos	semper
ex	ex	PRE	MORPH=empty	ex
oppositis	oppositus1	NOMcom	Case=Abl|Numb=Plur	oppositis
sumunt	sumo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sumunt
.	.	PUNC	MORPH=empty	.
ut	ut1	ADVrel	MORPH=empty	ut
igitur	igitur	CONcoo	MORPH=empty	igitur
non	non	ADVneg	MORPH=empty	non
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
pater	pater	NOMcom	Case=Nom|Numb=Sing	pater
nisi	nisi	CONsub	MORPH=empty	nisi
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
filius	filius	NOMcom	Case=Nom|Numb=Sing	filius
nec	nec2	CONcoo	MORPH=empty	nec
filius	filius	NOMcom	Case=Nom|Numb=Sing	filius
nisi	nisi	CONsub	MORPH=empty	nisi
praecedat	praecedo1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	praecedat
pater	pater	NOMcom	Case=Nom|Numb=Sing	pater
alterius	alter	PROind	Case=Gen|Numb=Sing	alterius
-que	que	CONcoo	MORPH=empty	-que
nomen	nomen	NOMcom	Case=Acc|Numb=Sing	nomen
pendet	pendeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	pendet
ex	ex	PRE	MORPH=empty	ex
