form	lemma	POS	morph	treated_token
Secundus	secundus2	ADJord	Case=Nom|Numb=Sing|Deg=Pos	secundus
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
arreptae	arripio	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	arreptae
expositionis	expositio	NOMcom	Case=Gen|Numb=Sing	expositionis
labor	labor1	NOMcom	Case=Nom|Numb=Sing	labor
nostrae	noster	PROpos	Case=Gen|Numb=Sing	nostrae
seriem	series	NOMcom	Case=Acc|Numb=Sing	seriem
translationis	translatio	NOMcom	Case=Gen|Numb=Sing	translationis
expediet	expedio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	expediet
in	in	PRE	MORPH=empty	in
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
quidem	quidem	ADV	Deg=Pos	quidem
uereor	uereor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	uereor
ne	ne4	CONsub	MORPH=empty	ne
subierim	subeo1	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=1	subierim
fidi	fidus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	fidi
interpretis	interpres	NOMcom	Case=Dat|Numb=Plur	interpretis
culpam	culpa	NOMcom	Case=Acc|Numb=Sing	culpam
cum	cum3	CONsub	MORPH=empty	cum
uerhum	uerhum	NOMcom	Case=Acc|Numb=Sing	uerhum
uerbo	uerbum	NOMcom	Case=Abl|Numb=Sing	uerbo
expressum	exprimo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	expressum
comparatum	comparo?	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Pass|Person=3	comparatum
-que	que	CONcoo	MORPH=empty	-que
reddiderim	reddo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=1	reddiderim
cuius	qui1	PROrel	Case=Gen|Numb=Sing	cuius
incepti	inceptum	NOMcom	Case=Gen|Numb=Sing	incepti
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quod	quod2	CONsub	MORPH=empty	quod
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
scriptis	scriptum	NOMcom	Case=Abl|Numb=Plur	scriptis
in	in	PRE	MORPH=empty	in
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
cognitio	cognitio	NOMcom	Case=Nom|Numb=Sing	cognitio
quaeritur	quaero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	quaeritur
non	non	ADVneg	MORPH=empty	non
luculentae	luculentus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	luculentae
orationis	oratio	NOMcom	Case=Gen|Numb=Sing	orationis
lepos	lepor	NOMcom	Case=Nom|Numb=Sing	lepos
sed	sed	CONcoo	MORPH=empty	sed
incorrupta	incorruptus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	incorrupta
ueritas	ueritas	NOMcom	Case=Nom|Numb=Sing	ueritas
exprimenda	exprimo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	exprimenda
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
quocirca	quocirca	ADVrel	MORPH=empty	quocirca
multum	multum2	ADV	Deg=Pos	multum
profecisse	proficio	VER	Mood=Inf|Tense=Perf|Voice=Act	profecisse
uideor	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	uideor
si	si2	CONsub	MORPH=empty	si
philosophiae	philosophia	NOMcom	Case=Gen|Numb=Sing	philosophiae
libris	liber1	NOMcom	Case=Abl|Numb=Plur	libris
Latina	latina	NOMcom	Case=Nom|Numb=Sing	latina
oratio	oratio	NOMcom	Case=Nom|Numb=Sing	oratio
-ne	ne2	CONcoo	MORPH=empty	-ne
compositis	compono	VER	Case=Abl|Numb=Plur|Mood=Par|Voice=Pass	compositis
per	per	PRE	MORPH=empty	per
integerrimae	integer	ADJqua	Case=Gen|Numb=Sing|Deg=Sup	integerrimae
translationis	translatio	NOMcom	Case=Gen|Numb=Sing	translationis
sinceritatem	sinceritas	NOMcom	Case=Acc|Numb=Sing	sinceritatem
nihil	nihil	PROind	Case=Ind	nihil
in	in	PRE	MORPH=empty	in
Graecorum	graecus	NOMcom	Case=Gen|Numb=Plur	graecorum
litteris	littera	NOMcom	Case=Abl|Numb=Plur	litteris
amplius	ample	ADV	Deg=Comp	amplius
desideretur	desidero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	desideretur
et	et2	CONcoo	MORPH=empty	et
quoniam	quoniam	CONsub	MORPH=empty	quoniam
humanis	humanus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	humanis
animis	animus	NOMcom	Case=Abl|Numb=Plur	animis
excellentissimum	excellens	ADJqua	Case=Nom|Numb=Sing|Deg=Sup	excellentissimum
bonum	bonum	NOMcom	Case=Nom|Numb=Sing	bonum
philosophiae	philosophia	NOMcom	Case=Dat|Numb=Sing	philosophiae
comparatum	comparo?	VER	Case=Nom|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass	comparatum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ut	ut4	CONsub	MORPH=empty	ut
uia	uia	NOMcom	Case=Nom|Numb=Sing	uia
et	et2	CONcoo	MORPH=empty	et
filo	filum	NOMcom	Case=Abl|Numb=Sing	filo
quodam	quidam	PROind	Case=Abl|Numb=Sing	quodam
procedat	procedo1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	procedat
oratio	oratio	NOMcom	Case=Nom|Numb=Sing	oratio
ex	ex	PRE	MORPH=empty	ex
animae	anima	NOMcom	Case=Gen|Numb=Sing	animae
ipsius	ipse	PROdem	Case=Gen|Numb=Sing	ipsius
efficientiis	efficientia	NOMcom	Case=Abl|Numb=Plur	efficientiis
ordiendum	ordior	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	ordiendum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
triplex	triplex	ADJmul	Case=Nom|Numb=Sing|Deg=Pos	triplex
omnino	omnino	ADV	Deg=Pos	omnino
animae	anima	NOMcom	Case=Gen|Numb=Sing	animae
uis	uis	NOMcom	Case=Nom|Numb=Sing	uis
in	in	PRE	MORPH=empty	in
uegetandis	uegeto	VER	Case=Abl|Numb=Plur|Mood=Adj|Voice=Pass	uegetandis
corporibus	corpus	NOMcom	Case=Abl|Numb=Plur	corporibus
deprehenditur	deprehendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	deprehenditur
quarum	qui1	PROrel	Case=Gen|Numb=Plur	quarum
una	unus	ADJcar	Case=Nom|Numb=Sing	una
quidem	quidem	ADV	Deg=Pos	quidem
uitam	uita	NOMcom	Case=Acc|Numb=Sing	uitam
corpori	corpus	NOMcom	Case=Dat|Numb=Sing	corpori
subministrat	subministro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	subministrat
ut	ut4	CONsub	MORPH=empty	ut
nascendo	nascor	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep	nascendo
crescat	cresco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	crescat
alendo	alo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	alendo
-que	que	CONcoo	MORPH=empty	-que
subsistat	subsisto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	subsistat
alia	alius	PROind	Case=Nom|Numb=Sing	alia
uero	uero4	CONcoo	MORPH=empty	uero
sentiendi	sentio	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	sentiendi
iudicium	iudicium	NOMcom	Case=Acc|Numb=Sing	iudicium
praebet	praebeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	praebet
tertia	tertius	ADJord	Case=Abl|Numb=Sing|Deg=Pos	tertia
ui	uis	NOMcom	Case=Abl|Numb=Sing	ui
mentis	mens	NOMcom	Case=Gen|Numb=Sing	mentis
et	et2	CONcoo	MORPH=empty	et
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
subnixa	subnixus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	subnixa
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
quarum	qui1	PROrel	Case=Gen|Numb=Plur	quarum
