form	lemma	POS	morph	treated_token
Et	et2	CONcoo	MORPH=empty	et
plantauit	planto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	plantauit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
paradisum	paradio	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	paradisum
in	in	PRE	MORPH=empty	in
Ede	edo?	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act	ede
-ne	ne2	CONcoo	MORPH=empty	-ne
ad	ad2	PRE	MORPH=empty	ad
orientem	oriens	NOMcom	Case=Acc|Numb=Sing	orientem
et	et2	CONcoo	MORPH=empty	et
posuit	pono	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	posuit
ibi	ibi	ADV	Deg=Pos	ibi
hominem	homo	NOMcom	Case=Acc|Numb=Sing	hominem
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
finxit	fingo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	finxit
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
ignoro	ignoro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	ignoro
de	de	PRE	MORPH=empty	de
paradiso	paradium	NOMcom	Case=Abl|Numb=Sing	paradiso
multos	multi	NOMcom	Case=Acc|Numb=Plur|Deg=Pos	multos
multa	multus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	multa
dixisse	dico?	VER	Mood=Inf|Tense=Perf|Voice=Act	dixisse
;	;	PUNC	MORPH=empty	;
tres	tres	ADJcar	Case=Nom|Numb=Plur	tres
tamen	tamen	ADV	Deg=Pos	tamen
de	de	PRE	MORPH=empty	de
hac	hic1	PROdem	Case=Abl|Numb=Sing	hac
re	res	NOMcom	Case=Abl|Numb=Sing	re
quasi	quasi1	ADVrel	MORPH=empty	quasi
generales	generalis	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	generales
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
sententiae	sententia	NOMcom	Case=Nom|Numb=Plur	sententiae
.	.	PUNC	MORPH=empty	.
una	una	ADV	MORPH=empty	una
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
tantummodo	tantummodo	ADV	Deg=Pos	tantummodo
corporaliter	corporaliter	ADV	Deg=Pos	corporaliter
paradisum	paradio	VER	Case=Acc|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass	paradisum
intellegi	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Pass	intellegi
uolunt	uolo?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uolunt
alia	alius	PROind	Case=Acc|Numb=Plur	alia
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
spiritaliter	spiritaliter	ADV	Deg=Pos	spiritaliter
tantum	tantum2	ADV	Deg=Pos	tantum
tertia	tertius	ADJord	Case=Nom|Numb=Plur|Deg=Pos	tertia
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
