form	lemma	POS	morph	treated_token
Et	et2	CONcoo	MORPH=empty	et
erant	sum1	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erant
ambo	ambo2	ADJcar	Case=Nom|Numb=Plur	ambo
nudi	nudus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	nudi
Adam	ada	NOMcom	Numb=Sing	adam
et	et2	CONcoo	MORPH=empty	et
mulier	mulier	NOMcom	Case=Nom|Numb=Sing	mulier
eius	is	PROdem	Case=Gen|Numb=Sing	eius
et	et2	CONcoo	MORPH=empty	et
non	non	ADVneg	MORPH=empty	non
pudebat	pudeo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	pudebat
illos	ille	PROdem	Case=Acc|Numb=Plur	illos
.	.	PUNC	MORPH=empty	.
serpens	serpens	NOMcom	Case=Nom|Numb=Sing	serpens
autem	autem	CONcoo	MORPH=empty	autem
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
prudentissimus	prudens	ADJqua	Case=Nom|Numb=Sing|Deg=Sup	prudentissimus
omnium	omnis	PROind	Case=Gen|Numb=Plur	omnium
bestiarum	bestia	NOMcom	Case=Gen|Numb=Plur	bestiarum
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
super	super2	PRE	MORPH=empty	super
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
quas	qui1	PROrel	Case=Acc|Numb=Plur	quas
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
serpens	serpens	NOMcom	Case=Nom|Numb=Sing	serpens
mulieri	mulier	NOMcom	Case=Dat|Numb=Sing	mulieri
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
quia	quia	CONsub	MORPH=empty	quia
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
non	non	ADVneg	MORPH=empty	non
edetis	edo?	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	edetis
ab	ab	PRE	MORPH=empty	ab
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
ligno	lignum	NOMcom	Case=Abl|Numb=Sing	ligno
paradisi	paradio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass	paradisi
et	et2	CONcoo	MORPH=empty	et
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
mulier	mulier	NOMcom	Case=Nom|Numb=Sing	mulier
serpenti	serpens	NOMcom	Case=Dat|Numb=Sing	serpenti
a	ab	PRE	MORPH=empty	a
fructu	fructus	NOMcom	Case=Abl|Numb=Sing	fructu
ligni	lignum	NOMcom	Case=Gen|Numb=Sing	ligni
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
paradiso	paradisum	NOMcom	Case=Abl|Numb=Sing	paradiso
edemus	edo?	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	edemus
;	;	PUNC	MORPH=empty	;
de	de	PRE	MORPH=empty	de
fructu	fructus	NOMcom	Case=Abl|Numb=Sing	fructu
autem	autem	CONcoo	MORPH=empty	autem
ligni	lignum	NOMcom	Case=Gen|Numb=Sing	ligni
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
medio	medium	NOMcom	Case=Abl|Numb=Sing	medio
paradisi	paradio	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	paradisi
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
non	non	ADVneg	MORPH=empty	non
edetis	edo?	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	edetis
ex	ex	PRE	MORPH=empty	ex
eo	is	PROdem	Case=Abl|Numb=Sing	eo
neque	neque	CONcoo	MORPH=empty	neque
tangetis	tango	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	tangetis
illud	ille	PROdem	Case=Acc|Numb=Sing	illud
ne	ne3	ADVneg	MORPH=empty	ne
moriamini	morior	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=2	moriamini
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
serpens	serpens	NOMcom	Case=Nom|Numb=Sing	serpens
mulieri	mulier	NOMcom	Case=Dat|Numb=Sing	mulieri
non	non	ADVneg	MORPH=empty	non
morte	mors	NOMcom	Case=Abl|Numb=Sing	morte
moriemini	morior	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=2	moriemini
;	;	PUNC	MORPH=empty	;
sciebat	scio	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	sciebat
enim	enim2	CONcoo	MORPH=empty	enim
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
quoniam	quoniam	CONsub	MORPH=empty	quoniam
qua	quis?	PROrel	Case=Abl|Numb=Sing	qua
die	dies	NOMcom	Case=Abl|Numb=Sing	die
manducaueritis	manduco2	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=2	manducaueritis
de	de	PRE	MORPH=empty	de
eo	is	PROdem	Case=Abl|Numb=Sing	eo
aperientur	aperio	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Pass|Person=3	aperientur
uobis	uos	PROper	Case=Dat|Numb=Plur	uobis
oculi	oculus	NOMcom	Case=Nom|Numb=Plur	oculi
et	et2	CONcoo	MORPH=empty	et
