form	lemma	POS	morph	treated_token
Hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
liber	liber2	ADJqua	Case=Nom|Numb=Sing	liber
creaturae	creo	VER	Case=Gen|Numb=Sing	creaturae
caeli	caelum?	NOMcom	Case=Gen|Numb=Sing	caeli
et	et2	CONcoo	MORPH=empty	et
terae	tera	NOMcom	Case=Gen|Numb=Sing	terae
cum	cum3	CONsub	MORPH=empty	cum
factus	facio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	factus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
dies	dies	NOMcom	Case=Nom|Numb=Sing	dies
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
caelum	caelum?	NOMcom	Case=Acc|Numb=Sing	caelum
et	et2	CONcoo	MORPH=empty	et
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
et	et2	CONcoo	MORPH=empty	et
omne	omnis	PROind	Case=Nom|Numb=Sing	omne
uiride	uiridis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	uiride
agri	ager	NOMcom	Case=Gen|Numb=Sing	agri
antequam	antequam1	CONsub	MORPH=empty	antequam
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
super	super2	PRE	MORPH=empty	super
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
et	et2	CONcoo	MORPH=empty	et
omne	omnis	PROind	Case=Nom|Numb=Sing	omne
fenum	fenum	NOMcom	Case=Nom|Numb=Sing	fenum
agri	ager	NOMcom	Case=Gen|Numb=Sing	agri
antequam	antequam1	CONsub	MORPH=empty	antequam
exortum	exorior	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	exortum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
enim	enim2	CONcoo	MORPH=empty	enim
pluerat	pluo	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	pluerat
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
super	super2	PRE	MORPH=empty	super
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
et	et2	CONcoo	MORPH=empty	et
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
non	non	ADVneg	MORPH=empty	non
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
operaretur	operor	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Dep|Person=3	operaretur
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
.	.	PUNC	MORPH=empty	.
fons	fons	NOMcom	Case=Nom|Numb=Sing	fons
autem	autem	CONcoo	MORPH=empty	autem
ascendebat	ascendo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	ascendebat
de	de	PRE	MORPH=empty	de
terra	terra	NOMcom	Case=Abl|Numb=Sing	terra
et	et2	CONcoo	MORPH=empty	et
inrigabat	irrigo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	inrigabat
omnem	omnis	PROind	Case=Acc|Numb=Sing	omnem
faciem	facies	NOMcom	Case=Acc|Numb=Sing	faciem
terrae	terra	NOMcom	Case=Gen|Numb=Sing	terrae
.	.	PUNC	MORPH=empty	.
nunc	nunc	ADV	Deg=Pos	nunc
certe	certe	ADV	Deg=Pos	certe
firmior	firmus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	firmior
fit	fio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	fit
illa	ille	PROdem	Case=Nom|Numb=Sing	illa
sententia	sententia	NOMcom	Case=Nom|Numb=Sing	sententia
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
intellegitur	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	intellegitur
unum	unus	ADJcar	Case=Acc|Numb=Sing	unum
diem	dies	NOMcom	Case=Acc|Numb=Sing	diem
fecisse	facio	VER	Mood=Inf|Tense=Perf|Voice=Act	fecisse
deum	deus	NOMcom	Case=Acc|Numb=Plur	deum
unde	unde1	ADVrel	MORPH=empty	unde
iam	iam	ADV	Deg=Pos	iam
illi	ille	PROdem	Case=Nom|Numb=Plur	illi
sex	sex	ADJcar	Case=Ind	sex
uel	uel2	CONcoo	MORPH=empty	uel
septem	septem	ADJcar	Case=Ind	septem
dies	dies	NOMcom	Case=Nom|Numb=Plur	dies
unius	unus	ADJcar	Case=Gen|Numb=Sing	unius
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
repetitio	repetitio	NOMcom	Case=Nom|Numb=Sing	repetitio
-ne	ne2	CONcoo	MORPH=empty	-ne
numerari	numero1	VER	Mood=Inf|Tense=Pres|Voice=Pass	numerari
potuerint	possum1	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3	potuerint
quandoquidem	quandoquidem	CONsub	MORPH=empty	quandoquidem
apertius	aperte	ADV	Deg=Comp	apertius
sancta	sanctus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	sancta
scriptura	scriptura	NOMcom	Case=Nom|Numb=Sing	scriptura
iam	iam	ADV	Deg=Pos	iam
dicit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	dicit
concludens	concludo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	concludens
quodammodo	quodammodo	ADV	Deg=Pos	quodammodo
cuncta	cunctus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	cuncta
quae	qui1	PROrel	Case=Acc|Numb=Plur	quae
ab	ab	PRE	MORPH=empty	ab
initio	initium	NOMcom	Case=Abl|Numb=Sing	initio
usque	usque	ADV	Deg=Pos	usque
ad	ad2	PRE	MORPH=empty	ad
hunc	hic1	PROdem	Case=Acc|Numb=Sing	hunc
locum	locus	NOMcom	Case=Acc|Numb=Sing	locum
dixerat	dico?	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	dixerat
atque	atque1	CONcoo	MORPH=empty	atque
infert	infero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	infert
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
liber	liber2	ADJqua	Case=Nom|Numb=Sing	liber
creaturae	creo	NOMcom	Case=Dat|Numb=Sing|Mood=Par	creaturae
uel	uel2	CONcoo	MORPH=empty	uel
facturae	facio	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Fut|Voice=Act	facturae
caeli	caelum?	NOMcom	Case=Gen|Numb=Sing	caeli
et	et2	CONcoo	MORPH=empty	et
terrae	terra	NOMcom	Case=Gen|Numb=Sing	terrae
cum	cum3	CONsub	MORPH=empty	cum
factus	facio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	factus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
dies	dies	NOMcom	Case=Nom|Numb=Sing	dies
.	.	PUNC	MORPH=empty	.
neque	neque	CONcoo	MORPH=empty	neque
enim	enim2	CONcoo	MORPH=empty	enim
quisque	quisque2	PROind	Case=Nom|Numb=Sing	quisque
dicturus	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Fut|Voice=Act	dicturus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
caelum	caelum?	NOMcom	Case=Acc|Numb=Sing	caelum
et	et2	CONcoo	MORPH=empty	et
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
hic	hic2	ADV	Deg=Pos	hic
ita	ita	ADV	Deg=Pos	ita
commemorata	commemoro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	commemorata
sicut	sicut1	ADVrel	MORPH=empty	sicut
dictum	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	dictum
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
antequam	antequam1	CONsub	MORPH=empty	antequam
conditus	condo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	conditus
insinuaretur	insinuo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	insinuaretur
dies	dies	NOMcom	Case=Nom|Numb=Sing	dies
in	in	PRE	MORPH=empty	in
principio	principium	NOMcom	Case=Abl|Numb=Sing	principio
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
caelum	caelum?	NOMcom	Case=Acc|Numb=Sing	caelum
et	et2	CONcoo	MORPH=empty	et
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
.	.	PUNC	MORPH=empty	.
illud	ille	PROdem	Case=Nom|Numb=Sing	illud
enim	enim2	CONcoo	MORPH=empty	enim
si	si2	CONsub	MORPH=empty	si
eo	is	PROdem	Case=Abl|Numb=Sing	eo
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
intellegitur	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	intellegitur
ut	ut4	CONsub	MORPH=empty	ut
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
fecerit	facio	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	fecerit
sine	sine	PRE	MORPH=empty	sine
die	dies	NOMcom	Case=Abl|Numb=Sing	die
priusquam	priusquam	CONsub	MORPH=empty	priusquam
faceret	facio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	faceret
diem	dies	NOMcom	Case=Acc|Numb=Sing	diem
qua	quis?	PROrel	Case=Abl|Numb=Sing	qua
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
id	is	PROdem	Case=Nom|Numb=Sing	id
possit	possum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	possit
accipi	accipio	VER	Mood=Inf|Tense=Pres|Voice=Pass	accipi
suo	suus	PROpos.ref	Case=Abl|Numb=Sing	suo
loco	locus	NOMcom	Case=Abl|Numb=Sing	loco
