form	lemma	POS	morph	treated_token
Et	et2	CONcoo	MORPH=empty	et
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
non	non	ADVneg	MORPH=empty	non
bonum	bonus	NOMcom	Case=Nom|Numb=Sing|Deg=Pos	bonum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
hominem	homo	NOMcom	Case=Acc|Numb=Sing	hominem
solum	solus	NOMcom	Case=Acc|Numb=Sing	solum
;	;	PUNC	MORPH=empty	;
faciamus	facio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	faciamus
ei	is	PROdem	Case=Dat|Numb=Sing	ei
adiutorium	adiutorium	NOMcom	Case=Acc|Numb=Sing	adiutorium
secundum	secundum2	PRE	MORPH=empty	secundum
ipsum	ipse	PROdem	Case=Acc|Numb=Sing	ipsum
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
finxit	fingo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	finxit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
adhuc	adhuc	ADV	Deg=Pos	adhuc
de	de	PRE	MORPH=empty	de
terra	terra	NOMcom	Case=Abl|Numb=Sing	terra
omnes	omnis	PROind	Case=Acc|Numb=Plur	omnes
bestias	bestia	NOMcom	Case=Acc|Numb=Plur	bestias
agri	ager	NOMcom	Case=Gen|Numb=Sing	agri
et	et2	CONcoo	MORPH=empty	et
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
uolatilia	uolatilis	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uolatilia
caeli	caelum?	NOMcom	Case=Gen|Numb=Sing	caeli
et	et2	CONcoo	MORPH=empty	et
