form	lemma	POS	morph	treated_token
Omnis	omnis	PROind	Case=Nom|Numb=Sing	omnis
diuina	diuinus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	diuina
scriptura	scriptura	NOMcom	Case=Nom|Numb=Sing	scriptura
bipertita	bipertitus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	bipertita
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
secundum	secundum2	PRE	MORPH=empty	secundum
id	is	PROdem	Case=Acc|Numb=Sing	id
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
significat	significo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	significat
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
scribam	scribo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	scribam
eruditum	eruditus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	eruditum
in	in	PRE	MORPH=empty	in
regno	regnum	NOMcom	Case=Abl|Numb=Sing	regno
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
similem	similis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	similem
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
patri	pater	NOMcom	Case=Dat|Numb=Sing	patri
familias	familia	NOMcom	Case=Gen|Numb=Sing	familias
proferenti	profero	VER	Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	proferenti
de	de	PRE	MORPH=empty	de
thesauro	thesaurus	NOMcom	Case=Abl|Numb=Sing	thesauro
suo	suus	PROpos.ref	Case=Abl|Numb=Sing	suo
noua	nouus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	noua
et	et2	CONcoo	MORPH=empty	et
uetera	uetus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uetera
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
duo	duo	ADJcar	Case=Nom|Numb=Plur	duo
etiam	etiam	ADV	Deg=Pos	etiam
testamenta	testamentum	NOMcom	Case=Nom|Numb=Plur	testamenta
dicuntur	dico?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	dicuntur
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
libris	liber1	NOMcom	Case=Abl|Numb=Plur	libris
autem	autem	CONcoo	MORPH=empty	autem
omnibus	omnis	PROind	Case=Abl|Numb=Plur	omnibus
sanctis	sanctus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	sanctis
intueri	intueor	VER	Mood=Inf|Tense=Pres|Voice=Dep	intueri
oportet	oportet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	oportet
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
ibi	ibi	ADV	Deg=Pos	ibi
aeterna	aeternus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	aeterna
intimentur	intimeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	intimentur
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
facta	factum	NOMcom	Case=Nom|Numb=Plur|Mood=Inf|Voice=Pass	facta
narrentur	narro	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	narrentur
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
futura	futurum	NOMcom	Case=Nom|Numb=Plur	futura
praenuntientur	praenuntio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	praenuntientur
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
agenda	ago	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	agenda
praecipiantur	praecipio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	praecipiantur
uel	uel2	CONcoo	MORPH=empty	uel
admoneantur	admoneo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	admoneantur
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
narratio	narratio	NOMcom	Case=Abl|Numb=Sing	narratio
-ne	ne2	CONcoo	MORPH=empty	-ne
ergo	ergo2	CONcoo	MORPH=empty	ergo
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
factarum	facio	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	factarum
quaeritur	quaero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	quaeritur
utrum	utrum	ADVint	MORPH=empty	utrum
omnia	omnis	PROind	Case=Nom|Numb=Plur	omnia
secundum	secundum2	PRE	MORPH=empty	secundum
figurarum	figura	NOMcom	Case=Gen|Numb=Plur	figurarum
tantummodo	tantummodo	ADV	Deg=Pos	tantummodo
intellectum	intellectus	VER	Numb=Sing|Mood=Sub	intellectum
accipiantur	accipio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	accipiantur
an	an	ADVint	MORPH=empty	an
etiam	etiam	ADV	Deg=Pos	etiam
secundum	secundum2	PRE	MORPH=empty	secundum
fidem	fides?	NOMcom	Case=Acc|Numb=Sing	fidem
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
gestarum	gero	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	gestarum
adserenda	assero?	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	adserenda
et	et2	CONcoo	MORPH=empty	et
defendenda	defendo	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	defendenda
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
non	non	ADVneg	MORPH=empty	non
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
accipienda	accipio	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	accipienda
figuraliter	figuraliter	ADV	Deg=Pos	figuraliter
nullus	nullus	PROind	Case=Nom|Numb=Sing	nullus
christianus	christianus1	NOMcom	Case=Nom|Numb=Sing	christianus
dicere	dico?	VER	Mood=Inf|Tense=Pres|Voice=Act	dicere
audebit	audeo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=SemDep|Person=3	audebit
adtendens	attendo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	adtendens
apostolum	apostolum	NOMcom	Case=Acc|Numb=Sing	apostolum
dicentem	dico?	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicentem
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
autem	autem	CONcoo	MORPH=empty	autem
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
in	in	PRE	MORPH=empty	in
figura	figura	NOMcom	Case=Abl|Numb=Sing	figura
contingebant	contingo?	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	contingebant
in	in	PRE	MORPH=empty	in
illis	ille	PROdem	Case=Abl|Numb=Plur	illis
et	et2	CONcoo	MORPH=empty	et
illud	ille	PROdem	Case=Acc|Numb=Sing	illud
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
in	in	PRE	MORPH=empty	in
Genesi	genesi	NOMcom	Case=Gen|Numb=Sing	genesi
scriptum	scribo	VER	Case=Nom|Numb=Sing|Mood=Ind|Voice=Pass	scriptum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
et	et2	CONcoo	MORPH=empty	et
erunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3	erunt
duo	duo	ADJcar	Case=Nom|Numb=Plur	duo
in	in	PRE	MORPH=empty	in
car	car	NOMcom	Case=Acc|Numb=Sing	car
-ne	ne2	CONcoo	MORPH=empty	-ne
una	una	ADV	Deg=Pos	una
magnum	magnus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	magnum
sacramentum	sacramentum	NOMcom	Case=Acc|Numb=Sing	sacramentum
commendantem	commendo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	commendantem
in	in	PRE	MORPH=empty	in
Christo	christo	NOMcom	Case=Abl|Numb=Sing	christo
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
ecclesia	ecclesius	NOMcom	Case=Abl|Numb=Plur	ecclesia
.	.	PUNC	MORPH=empty	.
Si	si2	CONsub	MORPH=empty	si
ergo	ergo2	CONcoo	MORPH=empty	ergo
utroque	uterque	PROind	Case=Abl|Numb=Sing	utroque
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
illa	ille	PROdem	Case=Nom|Numb=Sing	illa
scriptura	scriptura	NOMcom	Case=Nom|Numb=Sing|Tense=Fut|Voice=Act	scriptura
scrutanda	scrutor	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Dep	scrutanda
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quomodo	quomodo1	ADVrel	MORPH=empty	quomodo
dictum	dictum	NOMcom	Case=Nom|Numb=Sing	dictum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
praeter	praeter2	PRE	MORPH=empty	praeter
allegoricam	allegoricus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	allegoricam
significationem	significatio	NOMcom	Case=Acc|Numb=Sing	significationem
in	in	PRE	MORPH=empty	in
principio	principium	NOMcom	Case=Abl|Numb=Sing	principio
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
caelum	caelum?	NOMcom	Case=Acc|Numb=Sing	caelum
et	et2	CONcoo	MORPH=empty	et
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
utrum	utrum	ADVint	Numb=Sing	utrum
in	in	PRE	MORPH=empty	in
principio	principium	NOMcom	Case=Abl|Numb=Sing	principio
