form	lemma	POS	morph	treated_token
Et	et2	CONcoo	MORPH=empty	et
consummata	consummatus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	consummata
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
caelum	caelum?	NOMcom	Case=Nom|Numb=Sing	caelum
et	et2	CONcoo	MORPH=empty	et
terra	terra	NOMcom	Case=Nom|Numb=Sing	terra
et	et2	CONcoo	MORPH=empty	et
omnis	omnis	PROind	Case=Acc|Numb=Plur	omnis
ornatus	ornatus1	NOMcom	Case=Nom|Numb=Plur	ornatus
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
consummauit	consummo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	consummauit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
in	in	PRE	MORPH=empty	in
die	dies	NOMcom	Case=Abl|Numb=Sing	die
sexto	sextus	ADJord	Case=Abl|Numb=Sing|Deg=Pos	sexto
opera	opus?	NOMcom	Case=Acc|Numb=Sing	opera
sua	suus	PROpos.ref	Case=Acc|Numb=Plur	sua
quae	qui1	PROrel	Case=Acc|Numb=Plur	quae
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
;	;	PUNC	MORPH=empty	;
et	et2	CONcoo	MORPH=empty	et
requieuit	requiesco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	requieuit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
die	dies	NOMcom	Case=Abl|Numb=Sing	die
septimo	septimus	ADJord	Case=Abl|Numb=Sing|Deg=Pos	septimo
ab	ab	PRE	MORPH=empty	ab
omnibus	omnis	PROind	Case=Abl|Numb=Plur	omnibus
operibus	opus?	NOMcom	Case=Abl|Numb=Plur	operibus
suis	suus	PROpos.ref	Case=Abl|Numb=Plur	suis
quae	qui1	PROrel	Case=Acc|Numb=Plur	quae
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
benedixit	benedico2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	benedixit
.	.	PUNC	MORPH=empty	.
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
diem	dies	NOMcom	Case=Acc|Numb=Sing	diem
septimum	septimus	ADJord	Case=Acc|Numb=Sing|Deg=Pos	septimum
et	et2	CONcoo	MORPH=empty	et
sanctificauit	sanctifico	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	sanctificauit
eum	is	PROdem	Case=Acc|Numb=Sing	eum
quia	quia	CONsub	MORPH=empty	quia
in	in	PRE	MORPH=empty	in
ipso	ipse	PROdem	Case=Abl|Numb=Sing	ipso
requieuit	requiesco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	requieuit
ab	ab	PRE	MORPH=empty	ab
omnibus	omnis	PROind	Case=Abl|Numb=Plur	omnibus
operibus	opus?	NOMcom	Case=Abl|Numb=Plur	operibus
suis	suus	PROpos.ref	Case=Abl|Numb=Plur	suis
quae	qui1	PROrel	Case=Acc|Numb=Plur	quae
inchoauit	inchoo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	inchoauit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
facere	facio	VER	Mood=Inf|Tense=Pres|Voice=Act	facere
.	.	PUNC	MORPH=empty	.
arduum	arduus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	arduum
quidem	quidem	ADV	Deg=Pos	quidem
atque	atque1	CONcoo	MORPH=empty	atque
difficillimum	difficilis	ADJqua	Case=Nom|Numb=Sing|Deg=Sup	difficillimum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
uiribus	uis	NOMcom	Case=Dat|Numb=Plur	uiribus
intentionis	intentio	NOMcom	Case=Gen|Numb=Sing	intentionis
nostrae	noster	PROpos	Case=Gen|Numb=Sing	nostrae
uoluntatem	uoluntas	NOMcom	Case=Acc|Numb=Sing	uoluntatem
scriptoris	scriptor	NOMcom	Case=Gen|Numb=Sing	scriptoris
in	in	PRE	MORPH=empty	in
istis	iste	PROdem	Case=Abl|Numb=Plur	istis
sex	sex	ADJcar	Case=Ind	sex
diebus	dies	NOMcom	Case=Abl|Numb=Plur	diebus
mentis	mens	NOMcom	Case=Gen|Numb=Sing	mentis
