form	lemma	POS	morph	treated_token
Et	et2	CONcoo	MORPH=empty	et
finxit	fingo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	finxit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
hominem	homo	NOMcom	Case=Acc|Numb=Sing	hominem
puluerem	puluis	NOMcom	Case=Acc|Numb=Sing	puluerem
de	de	PRE	MORPH=empty	de
terra	terra	NOMcom	Case=Abl|Numb=Sing	terra
et	et2	CONcoo	MORPH=empty	et
insufflauit	insufflo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	insufflauit
in	in	PRE	MORPH=empty	in
faciem	facies	NOMcom	Case=Acc|Numb=Sing	faciem
eius	is	PROdem	Case=Gen|Numb=Sing	eius
flatum	flatum	NOMcom	Case=Acc|Numb=Sing	flatum
uitae	uita	NOMcom	Case=Gen|Numb=Sing	uitae
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
factus	facio	VER	Case=Nom|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass	factus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
in	in	PRE	MORPH=empty	in
animam	anima	NOMcom	Case=Acc|Numb=Sing	animam
uiuentem	uiuo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	uiuentem
.	.	PUNC	MORPH=empty	.
hic	hic2	ADV	MORPH=empty	hic
primo	primo	ADJadv.ord	Deg=Sup	primo
uidendum	uideo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	uidendum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
utrum	utrum	ADVint	MORPH=empty	utrum
ista	iste	PROdem	Case=Nom|Numb=Sing	ista
recapitulatio	recapitulatio	NOMcom	Case=Nom|Numb=Sing	recapitulatio
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
ut	ut4	CONsub	MORPH=empty	ut
nunc	nunc	ADV	Deg=Pos	nunc
dicatur	dico?	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	dicatur
quomodo	quomodo2	ADVint	MORPH=empty	quomodo
factus	facio	VER	Case=Nom|Numb=Sing|Mood=Sub|Tense=Perf|Voice=Pass|Person=3	factus
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
sexto	sextus	ADJord	Case=Abl|Numb=Sing|Deg=Pos	sexto
illo	ille	PROdem	Case=Abl|Numb=Sing	illo
die	dies	NOMcom	Case=Abl|Numb=Sing	die
factum	facio	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	factum
legimus	lego?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	legimus
.	.	PUNC	MORPH=empty	.
an	an	ADVint	MORPH=empty	an
uero	uero3	ADV	Deg=Pos	uero
tunc	tunc	ADV	Deg=Pos	tunc
quidem	quidem	ADV	Deg=Pos	quidem
cum	cum3	CONsub	MORPH=empty	cum
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
simul	simul1	ADV	Deg=Pos	simul
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
etiam	etiam	ADV	Deg=Pos	etiam
hominem	homo	NOMcom	Case=Acc|Numb=Sing	hominem
latenter	latenter	ADV	Deg=Pos	latenter
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
sicut	sicut1	ADVrel	MORPH=empty	sicut
fenum	fenum	NOMcom	Case=Nom|Numb=Sing	fenum
terrae	terra	NOMcom	Case=Gen|Numb=Sing	terrae
antequam	antequam1	CONsub	MORPH=empty	antequam
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
exortum	exorior	VER	Case=Nom|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Dep|Person=3	exortum
ut	ut4	CONsub	MORPH=empty	ut
eo	is	PROdem	Case=Abl|Numb=Sing	eo
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
et	et2	CONcoo	MORPH=empty	et
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
cum	cum3	CONsub	MORPH=empty	cum
iam	iam	ADV	Deg=Pos	iam
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
in	in	PRE	MORPH=empty	in
secreto	secretum	NOMcom	Case=Abl|Numb=Sing	secreto
quodam	quidam	PROind	Case=Abl|Numb=Sing	quodam
naturae	natura	NOMcom	Case=Gen|Numb=Sing	naturae
aliter	aliter	ADV	Deg=Pos	aliter
factus	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	factus
sicut	sicut1	ADVrel	MORPH=empty	sicut
illa	ille	PROdem	Case=Nom|Numb=Plur	illa
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
simul	simul1	ADV	Deg=Pos	simul
creauit	creo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	creauit
cum	cum3	CONsub	MORPH=empty	cum
factus	facio	VER	Case=Nom|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	factus
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
dies	dies	NOMcom	Case=Nom|Numb=Sing	dies
accessu	accessus	NOMcom	Case=Abl|Numb=Sing	accessu
temporis	tempus?	NOMcom	Case=Gen|Numb=Sing	temporis
etiam	etiam	ADV	Deg=Pos	etiam
isto	iste	PROdem	Case=Abl|Numb=Sing	isto
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
fieret	fio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	fieret
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
in	in	PRE	MORPH=empty	in
hac	hic1	PROdem	Case=Abl|Numb=Sing	hac
perspicua	perspicuus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	perspicua
forma	forma	NOMcom	Case=Abl|Numb=Sing	forma
uitam	uita	NOMcom	Case=Acc|Numb=Sing	uitam
gerit	gero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	gerit
uel	uel2	CONcoo	MORPH=empty	uel
male	male	ADV	Deg=Pos	male
uel	uel1	ADV	MORPH=empty	uel
bene	bene	ADV	Deg=Pos	bene
sicut	sicut1	ADVrel	MORPH=empty	sicut
fenum	fenum	NOMcom	Case=Acc|Numb=Sing	fenum
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
factum	facio	VER	Case=Nom|Numb=Sing|Tense=Perf|Voice=Pass	factum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
antequam	antequam1	CONsub	MORPH=empty	antequam
exoreretur	exorior	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Dep|Person=3	exoreretur
super	super2	PRE	MORPH=empty	super
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
accedente	accedo1	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	accedente
iam	iam	ADV	Deg=Pos	iam
tempore	tempus?	NOMcom	Case=Abl|Numb=Sing	tempore
et	et2	CONcoo	MORPH=empty	et
fontis	fons	NOMcom	Case=Gen|Numb=Sing	fontis
illius	ille	PROdem	Case=Gen|Numb=Sing	illius
inrigatio	irrigatio	NOMcom	Case=Nom|Numb=Sing	inrigatio
-ne	ne2	CONcoo	MORPH=empty	-ne
exortum	exorior	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	exortum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
ut	ut4	CONsub	MORPH=empty	ut
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
super	super2	PRE	MORPH=empty	super
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
