form	lemma	POS	morph	treated_token
Et	et2	CONcoo	MORPH=empty	et
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
fiat	fio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	fiat
firmamentum	firmamentum	NOMcom	Case=Nom|Numb=Sing	firmamentum
in	in	PRE	MORPH=empty	in
medio	medium	NOMcom	Case=Abl|Numb=Sing	medio
aquarum	aqua	NOMcom	Case=Gen|Numb=Plur	aquarum
et	et2	CONcoo	MORPH=empty	et
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
diuidens	diuido	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	diuidens
inter	inter	PRE	MORPH=empty	inter
aquam	aqua	NOMcom	Case=Acc|Numb=Sing	aquam
et	et2	CONcoo	MORPH=empty	et
aquam	aqua	NOMcom	Case=Acc|Numb=Sing	aquam
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
sic	sic	ADV	Deg=Pos	sic
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
factum	facio	VER	Case=Nom|Numb=Sing	factum
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
firmamentum	firmamentum	NOMcom	Case=Acc|Numb=Sing	firmamentum
et	et2	CONcoo	MORPH=empty	et
diuisit	diuido	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	diuisit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
inter	inter	PRE	MORPH=empty	inter
aquam	aqua	NOMcom	Case=Acc|Numb=Sing	aquam
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
