form	lemma	POS	morph	treated_token
Iam	iam	ADV	Deg=Pos	iam
quidem	quidem	ADV	Deg=Pos	quidem
ordo	ordo	NOMcom	Case=Nom|Numb=Sing	ordo
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
uidetur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	uidetur
exposcere	exposco	VER	Mood=Inf|Tense=Pres|Voice=Act	exposcere
ut	ut4	CONsub	MORPH=empty	ut
de	de	PRE	MORPH=empty	de
peccato	peccatum	NOMcom	Case=Abl|Numb=Sing	peccato
primi	primus	ADJord	Case=Gen|Numb=Sing|Deg=Sup	primi
hominis	homo	NOMcom	Case=Gen|Numb=Sing	hominis
disseramus	dissero?	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	disseramus
;	;	PUNC	MORPH=empty	;
sed	sed	CONcoo	MORPH=empty	sed
quia	quia	CONsub	MORPH=empty	quia
de	de	PRE	MORPH=empty	de
car	car	NOMcom	Case=Acc|Numb=Sing	car
-ne	ne2	CONcoo	MORPH=empty	-ne
mulieris	mulier	NOMcom	Case=Gen|Numb=Sing	mulieris
quemadmodum	quemadmodum2	ADVint	MORPH=empty	quemadmodum
facta	facio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass|Person=3	facta
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
scriptura	scriptura	NOMcom	Case=Nom|Numb=Sing	scriptura
narrauit	narro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	narrauit
tacuit	taceo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	tacuit
autem	autem	CONcoo	MORPH=empty	autem
de	de	PRE	MORPH=empty	de
anima	anima	NOMcom	Case=Abl|Numb=Sing	anima
multo	multo2	ADV	Deg=Pos	multo
magis	magis2	ADV	Deg=Comp	magis
nos	nos	PROper	Case=Acc|Numb=Plur	nos
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
intentos	intentus2	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	intentos
ut	ut4	CONsub	MORPH=empty	ut
de	de	PRE	MORPH=empty	de
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
diligentius	diligenter	ADV	Deg=Comp	diligentius
inquiramus	inquiro	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	inquiramus
quonam	quisnam	PROint	Case=Abl|Numb=Sing	quonam
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
refelli	refello	VER	Mood=Inf|Tense=Pres|Voice=Pass	refelli
possint	possum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	possint
siue	siue2	CONsub	MORPH=empty	siue
non	non	ADVneg	MORPH=empty	non
possint	possum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	possint
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
credunt	credo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	credunt
animam	anima	NOMcom	Case=Acc|Numb=Sing	animam
de	de	PRE	MORPH=empty	de
anima	anima	NOMcom	Case=Abl|Numb=Sing	anima
hominis	homo	NOMcom	Case=Gen|Numb=Sing	hominis
sicut	sicut1	ADVrel	MORPH=empty	sicut
de	de	PRE	MORPH=empty	de
car	car	NOMcom	Case=Acc|Numb=Sing	car
-ne	ne2	CONcoo	MORPH=empty	-ne
carnem	caro1	NOMcom	Case=Acc|Numb=Sing	carnem
