form	lemma	POS	morph	treated_token
Neoptolemus	neoptolo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	neoptolemus
quidem	quidem	ADV	Deg=Pos	quidem
apud	apud	PRE	MORPH=empty	apud
Ennium	ennium	NOMcom	Case=Acc|Numb=Plur	ennium
philosophari	philosophor	VER	Mood=Inf|Tense=Pres|Voice=Dep	philosophari
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
necesse	necesse	ADJqua	Case=Ind|Deg=Pos	necesse
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
sed	sed	CONcoo	MORPH=empty	sed
paucis	pauci	NOMcom	Case=Abl|Numb=Plur	paucis
;	;	PUNC	MORPH=empty	;
nam	nam	CONcoo	MORPH=empty	nam
omnino	omnino	ADV	Deg=Pos	omnino
haud	haud	ADVneg	MORPH=empty	haud
placere	placeo	VER	Mood=Inf|Tense=Pres|Voice=Act	placere
ego	ego	PROper	Case=Nom|Numb=Sing	ego
autem	autem	CONcoo	MORPH=empty	autem
Brute	brute	ADV	Deg=Pos	brute
necesse	necesse	ADJqua	Case=Ind|Deg=Pos	necesse
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
quidem	quidem	ADV	Deg=Pos	quidem
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
arbitror	arbitror	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	arbitror
philosophari	philosophor	VER	Mood=Inf|Tense=Pres|Voice=Dep	philosophari
nam	nam	CONcoo	MORPH=empty	nam
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
possum	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	possum
praesertim	praesertim	ADV	Deg=Pos	praesertim
nihil	nihil	PROind	Case=Ind	nihil
agens	ago	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	agens
agere	ago	VER	Mood=Inf|Tense=Pres|Voice=Act	agere
melius	bene	ADV	Deg=Comp	melius
sed	sed	CONcoo	MORPH=empty	sed
non	non	ADVneg	MORPH=empty	non
paucis	pauci	NOMcom	Case=Abl|Numb=Plur	paucis
ut	ut1	ADVrel	MORPH=empty	ut
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
.	.	PUNC	MORPH=empty	.
difficile	difficilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	difficile
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
enim	enim2	CONcoo	MORPH=empty	enim
in	in	PRE	MORPH=empty	in
philosophia	philosophia	NOMcom	Case=Abl|Numb=Sing	philosophia
pauca	paucus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	pauca
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
ei	is	PROdem	Case=Dat|Numb=Sing	ei
nota	notus2	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	nota
cui	qui1	PROrel	Case=Dat|Numb=Sing	cui
non	non	ADVneg	MORPH=empty	non
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
aut	aut	CONcoo	MORPH=empty	aut
pleraque	plerusque	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	pleraque
aut	aut	CONcoo	MORPH=empty	aut
omnia	omnis	PROind	Case=Nom|Numb=Plur	omnia
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
nec	nec2	CONcoo	MORPH=empty	nec
pauca	paucus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	pauca
nisi	nisi	CONsub	MORPH=empty	nisi
e	ex	PRE	MORPH=empty	e
multis	multi	NOMcom	Case=Abl|Numb=Plur	multis
eligi	eligo3	VER	Mood=Inf|Tense=Pres|Voice=Pass	eligi
possunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	possunt
nec	nec2	CONcoo	MORPH=empty	nec
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
pauca	paucus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	pauca
perceperit	percipio	VER	Numb=Sing|Mood=Sub|Tense=Fut|Voice=Act|Person=3	perceperit
non	non	ADVneg	MORPH=empty	non
idem	idem	PROdem	Case=Acc|Numb=Sing	idem
reliqua	reliquum	ADJqua	Case=Acc|Numb=Sing	reliqua
eodem	idem	PROdem	Case=Abl|Numb=Sing	eodem
studio	studium	NOMcom	Case=Abl|Numb=Sing	studio
persequetur	persequor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3	persequetur
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
tamen	tamen	ADV	Deg=Pos	tamen
in	in	PRE	MORPH=empty	in
vita	uita	NOMcom	Case=Abl|Numb=Sing	uita
occupata	occupo2	VER	Case=Abl|Numb=Sing|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass	occupata
atque	atque1	CONcoo	MORPH=empty	atque
ut	ut1	ADVrel	MORPH=empty	ut
Neoptolemi	neoptolemus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	neoptolemi
tum	tum	ADV	Deg=Pos	tum
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
militari	militaris	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	militari
pauca	paucus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	pauca
ipsa	ipse	PROdem	Case=Nom|Numb=Plur	ipsa
multum	multum2	ADV	Deg=Pos	multum
saepe	saepe	ADV	Deg=Pos	saepe
prosunt	prosum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	prosunt
et	et2	CONcoo	MORPH=empty	et
ferunt	fero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ferunt
fructus	fructus	NOMcom	Case=Acc|Numb=Plur	fructus
si	si2	CONsub	MORPH=empty	si
non	non	ADVneg	MORPH=empty	non
tantos	tantus	PROdem	Case=Acc|Numb=Plur	tantos
quanti	quantum1	PROrel	Case=Gen|Numb=Plur	quanti
ex	ex	PRE	MORPH=empty	ex
universa	uniuersus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	uniuersa
philosophia	philosophia	NOMcom	Case=Abl|Numb=Sing	philosophia
percipi	percipio	VER	Mood=Inf|Tense=Pres|Voice=Pass	percipi
possunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	possunt
tamen	tamen	ADV	Deg=Pos	tamen
eos	is	PROdem	Case=Acc|Numb=Plur	eos
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
aliqua	aliquis	PROind	Case=Abl|Numb=Sing	aliqua
ex	ex	PRE	MORPH=empty	ex
parte	pars	NOMcom	Case=Abl|Numb=Sing	parte
interdum	interdum	ADV	Deg=Pos	interdum
aut	aut	CONcoo	MORPH=empty	aut
cupiditate	cupiditas	NOMcom	Case=Abl|Numb=Sing	cupiditate
aut	aut	CONcoo	MORPH=empty	aut
aegritudi	aegritudo	NOMcom	Case=Gen|Numb=Sing	aegritudi
-ne	ne2	CONcoo	MORPH=empty	-ne
aut	aut	CONcoo	MORPH=empty	aut
metu	metus	NOMcom	Case=Abl|Numb=Sing	metu
liberemur	libero	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=1	liberemur
.	.	PUNC	MORPH=empty	.
velut	uelut1	ADVrel	MORPH=empty	uelut
ex	ex	PRE	MORPH=empty	ex
ea	is	PROdem	Case=Abl|Numb=Sing	ea
disputatio	disputatio	NOMcom	Case=Nom|Numb=Sing	disputatio
-ne	ne2	CONcoo	MORPH=empty	-ne
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
nuper	nuper	ADV	Deg=Pos	nuper
habita	habeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	habita
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
Tusculano	tusculanum	NOMcom	Case=Abl|Numb=Sing	tusculano
magna	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	magna
videbatur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3	uidebatur
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
effecta	efficio	ADJqua	Case=Nom|Numb=Sing|Deg=Pos|Tense=Perf|Voice=Pass	effecta
contemptio	contemptio	NOMcom	Case=Nom|Numb=Sing	contemptio
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
non	non	ADVneg	MORPH=empty	non
minimum	minimum2	ADV	Deg=Sup	minimum
valet	ualeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ualet
ad	ad2	PRE	MORPH=empty	ad
animum	animus	NOMcom	Case=Acc|Numb=Sing	animum
metu	metus	NOMcom	Case=Abl|Numb=Sing	metu
liberandum	libero	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	liberandum
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
id	is	PROdem	Case=Acc|Numb=Sing	id
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
vitari	uito	VER	Mood=Inf|Tense=Pres|Voice=Pass	uitari
non	non	ADVneg	MORPH=empty	non
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
metuit	metuo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	metuit
is	is	PROdem	Case=Nom|Numb=Sing	is
vivere	uiuo	VER	Mood=Inf|Tense=Pres|Voice=Act	uiuere
animo	animus	NOMcom	Case=Abl|Numb=Sing	animo
quieto	quietus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	quieto
nullo	nullus	PROind	Case=Abl|Numb=Sing	nullo
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
;	;	PUNC	MORPH=empty	;
sed	sed	CONcoo	MORPH=empty	sed
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
non	non	ADVneg	MORPH=empty	non
modo	modo1	ADV	Deg=Pos	modo
quia	quia	CONsub	MORPH=empty	quia
necesse	necesse	ADJqua	Case=Ind|Deg=Pos	necesse
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
mori	morior	VER	Mood=Inf|Tense=Pres|Voice=Dep	mori
verum	uerum4	CONcoo	MORPH=empty	uerum
etiam	etiam	ADV	Deg=Pos	etiam
quia	quia	CONsub	MORPH=empty	quia
nihil	nihil	PROind	Case=Ind	nihil
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habet
mors	mors	NOMcom	Case=Nom|Numb=Sing	mors
quod	qui?	CONsub	Case=Nom|Numb=Sing	quod
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
horrendum	horrendus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	horrendum
mortem	mors	NOMcom	Case=Acc|Numb=Sing	mortem
non	non	ADVneg	MORPH=empty	non
timet	timeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	timet
magnum	magnus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	magnum
is	is	PROdem	Case=Nom|Numb=Sing	is
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
praesidium	praesidium	NOMcom	Case=Acc|Numb=Sing	praesidium
ad	ad2	PRE	MORPH=empty	ad
