form	lemma	POS	morph	treated_token
Cogitanti	cogito	VER	Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	cogitanti
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
saepe	saepe	ADV	Deg=Pos	saepe
numero	numerus	NOMcom	Case=Abl|Numb=Sing	numero
et	et2	CONcoo	MORPH=empty	et
memoria	memoria	NOMcom	Case=Abl|Numb=Sing	memoria
vetera	uetus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uetera
repetenti	repeto	VER	Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	repetenti
perbeati	perbeatus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos|Mood=Par|Voice=Pass	perbeati
fuisse	sum1	VER	Mood=Inf|Tense=Perf|Voice=Act	fuisse
Quinte	quinte	ADV	MORPH=empty	quinte
frater	frater	NOMcom	Case=Nom|Numb=Sing	frater
illi	ille	PROdem	Case=Nom|Numb=Sing	illi
videri	uideo	VER	Mood=Inf|Tense=Pres|Voice=Pass	uideri
solent	soleo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	solent
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
in	in	PRE	MORPH=empty	in
optima	bonus	ADJqua	Case=Abl|Numb=Sing|Deg=Sup	optima
re	res	NOMcom	Case=Abl|Numb=Sing	re
publica	publicus2	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	publica
cum	cum3	CONsub	MORPH=empty	cum
et	et2	CONcoo	MORPH=empty	et
honoribus	honor	NOMcom	Case=Abl|Numb=Plur	honoribus
et	et2	CONcoo	MORPH=empty	et
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
gestarum	gero	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	gestarum
gloria	gloria	NOMcom	Case=Abl|Numb=Sing	gloria
florerent	floreo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	florerent
eum	is	PROdem	Case=Acc|Numb=Sing	eum
vitae	uita	NOMcom	Case=Gen|Numb=Sing	uitae
cursum	cursus	NOMcom	Case=Acc|Numb=Sing	cursum
tenere	teneo	VER	Mood=Inf|Tense=Pres|Voice=Act	tenere
potuerunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	potuerunt
ut	ut4	CONsub	MORPH=empty	ut
vel	uel1	ADV	Deg=Pos	uel
in	in	PRE	MORPH=empty	in
negotio	negotium	NOMcom	Case=Abl|Numb=Sing	negotio
sine	sine	PRE	MORPH=empty	sine
periculo	periculum	NOMcom	Case=Abl|Numb=Sing	periculo
vel	uel2	CONcoo	MORPH=empty	uel
in	in	PRE	MORPH=empty	in
otio	otium	NOMcom	Case=Abl|Numb=Sing	otio
cum	cum2	PRE	MORPH=empty	cum
dignitate	dignitas	NOMcom	Case=Abl|Numb=Sing	dignitate
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
possent	possum1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	possent
;	;	PUNC	MORPH=empty	;
ac	ac1	CONcoo	MORPH=empty	ac
