form	lemma	POS	morph	treated_token
Instituenti	instituo	VER	Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	instituenti
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
Quinte	quinte	ADV	MORPH=empty	quinte
frater	frater	NOMcom	Case=Nom|Numb=Sing	frater
eum	is	PROdem	Case=Acc|Numb=Sing	eum
sermonem	sermo	NOMcom	Case=Acc|Numb=Sing	sermonem
referre	refero	VER	Mood=Inf|Tense=Pres|Voice=Act	referre
et	et2	CONcoo	MORPH=empty	et
mandare	mando?	VER	Mood=Inf|Tense=Pres|Voice=Act	mandare
huic	hic1	PROdem	Case=Dat|Numb=Sing	huic
tertio	tertius	ADJord	Case=Dat|Numb=Sing|Deg=Pos	tertio
libro	liber1	NOMcom	Case=Dat|Numb=Sing	libro
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
post	post2	PRE	MORPH=empty	post
Antoni	antonium	NOMcom	Case=Gen|Numb=Sing	antoni
disputationem	disputatio	NOMcom	Case=Acc|Numb=Sing	disputationem
Crassus	crassus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	crassus
habuisset	habeo	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	habuisset
acerba	acerbus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	acerba
sane	sane	ADV	Deg=Pos	sane
recordatio	recordatio	NOMcom	Case=Nom|Numb=Sing	recordatio
veterem	uetus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	ueterem
animi	animus	NOMcom	Case=Gen|Numb=Sing	animi
curam	cura	NOMcom	Case=Acc|Numb=Sing	curam
molestiam	molestia	NOMcom	Case=Acc|Numb=Sing	molestiam
-que	que	CONcoo	MORPH=empty	-que
renovavit	renouo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	renouauit
.	.	PUNC	MORPH=empty	.
Nam	nam	CONcoo	MORPH=empty	nam
illud	ille	PROdem	Case=Nom|Numb=Sing	illud
immortalitate	immortalitas	NOMcom	Case=Abl|Numb=Sing	immortalitate
dignum	dignus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	dignum
ingenium	ingenium	NOMcom	Case=Nom|Numb=Sing	ingenium
illa	ille	PROdem	Case=Nom|Numb=Sing	illa
humanitas	humanitas	NOMcom	Case=Nom|Numb=Sing	humanitas
illa	ille	PROdem	Case=Nom|Numb=Sing	illa
