form	lemma	POS	morph	treated_token
hunc	hic1	PROdem	Case=Acc|Numb=Sing	hunc
Macri	macer	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	macri
-ne	ne2	CONcoo	MORPH=empty	-ne
diem	dies	NOMcom	Case=Acc|Numb=Sing	diem
numera	numero1	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	numera
meliore	bonus	ADJqua	Case=Abl|Numb=Sing|Deg=Comp	meliore
lapillo	lapillus	NOMcom	Case=Abl|Numb=Sing	lapillo
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
labentis	labor2	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	labentis
apponit	appono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	apponit
candidus	candidus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	candidus
annos	annus	NOMcom	Case=Acc|Numb=Plur	annos
funde	fundo?	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	funde
merum	merum	NOMcom	Case=Acc|Numb=Sing	merum
Genio	genius	NOMcom	Case=Abl|Numb=Sing	genio
non	non	ADVneg	MORPH=empty	non
tu	tu	PROper	Case=Nom|Numb=Sing	tu
prece	prex	NOMcom	Case=Abl|Numb=Sing	prece
poscis	posco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2	poscis
emaci	emax	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	emaci
quae	qui1	PROrel	Case=Acc|Numb=Plur	quae
nisi	nisi	CONsub	MORPH=empty	nisi
seductis	seduco	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	seductis
nequeas	nequeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	nequeas
committere	committo	VER	Mood=Inf|Tense=Pres|Voice=Act	committere
divis	diuus1	NOMcom	Case=Dat|Numb=Plur	diuis
.	.	PUNC	MORPH=empty	.
