form	lemma	POS	morph	treated_token
Admovit	admoueo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	admouit
iam	iam	ADV	Deg=Pos	iam
bruma	bruma	NOMcom	Case=Nom|Numb=Sing	bruma
foco	focus	NOMcom	Case=Abl|Numb=Sing	foco
te	tu	PROper	Case=Acc|Numb=Sing	te
Basse	bassus	NOMcom	Case=Voc|Numb=Sing	basse
Sabino	sabinus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	sabino
iam	iam	ADV	Deg=Pos	iam
-ne	ne2	CONcoo	MORPH=empty	-ne
lyra	lyra	NOMcom	Case=Abl|Numb=Sing	lyra
et	et2	CONcoo	MORPH=empty	et
tetrico	tetricus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	tetrico
vivunt	uiuo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uiuunt
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
pectine	pecten	NOMcom	Case=Abl|Numb=Sing	pectine
chordae	chorda	NOMcom	Case=Nom|Numb=Plur	chordae
mire	mire	ADV	Deg=Pos	mire
opifex	opifex	NOMcom	Case=Nom|Numb=Sing	opifex
numeris	numerus	NOMcom	Case=Abl|Numb=Plur	numeris
veterum	uetus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	ueterum
primordia	primordium	NOMcom	Case=Acc|Numb=Plur	primordia
vocum	uox	NOMcom	Case=Gen|Numb=Plur	uocum
atque	atque1	CONcoo	MORPH=empty	atque
marem	mas	NOMcom	Case=Acc|Numb=Sing	marem
strepitum	strepitus	NOMcom	Case=Acc|Numb=Sing	strepitum
fidis	fidus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	fidis
intendisse	intendo	VER	Mood=Inf|Tense=Perf|Voice=Act	intendisse
Latinae	latina	NOMcom	Case=Gen|Numb=Plur	latinae
mox	mox	ADV	Deg=Pos	mox
iuvenes	iuuenis1	NOMcom	Case=Acc|Numb=Plur	iuuenes
agitare	agito	VER	Mood=Inf|Tense=Pres|Voice=Act	agitare
iocos	iocus	NOMcom	Case=Acc|Numb=Plur	iocos
et	et2	CONcoo	MORPH=empty	et
pollice	pollex	NOMcom	Case=Abl|Numb=Sing	pollice
honesto	honestus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	honesto
egregius	egregius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	egregius
lusisse	ludo	VER	Mood=Inf|Tense=Perf|Voice=Act	lusisse
senex	senex1	NOMcom	Case=Nom|Numb=Sing	senex
.	.	PUNC	MORPH=empty	.
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
nu	nu	ADVint	MORPH=empty	nu
-ne	ne2	CONcoo	MORPH=empty	-ne
Ligus	ligus	NOMcom	Case=Nom|Numb=Sing	ligus
ora	os?	NOMcom	Case=Acc|Numb=Sing	ora
intepet	intepeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	intepet
hibernat	hiberno	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	hibernat
-que	que	CONcoo	MORPH=empty	-que
meum	meus	PROpos	Case=Acc|Numb=Sing	meum
mare	mare	NOMcom	Case=Acc|Numb=Sing	mare
qua	qua1	ADVrel	MORPH=empty	qua
latus	latus1	NOMcom	Case=Acc|Numb=Sing	latus
ingens	ingens	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	ingens
dant	do	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	dant
scopuli	scopulus	NOMcom	Case=Nom|Numb=Plur	scopuli
et	et2	CONcoo	MORPH=empty	et
multa	multus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	multa
litus	litus	NOMcom	Case=Acc|Numb=Sing	litus
se	sui1	PROref	Case=Acc|Numb=Sing	se
valle	uallis	NOMcom	Case=Abl|Numb=Sing	ualle
receptat	recepto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	receptat
.	.	PUNC	MORPH=empty	.
Lunai	luna	NOMcom	Case=Gen|Numb=Sing	lunai
portum	portus	NOMcom	Case=Nom|Numb=Sing	portum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
operae	opera	NOMcom	Case=Gen|Numb=Sing	operae
cognoscite	cognosco	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2	cognoscite
cives	ciuis	NOMcom	Case=Acc|Numb=Plur	ciues
cor	cor	NOMcom	Case=Acc|Numb=Sing	cor
iubet	iubeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	iubet
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
