form	lemma	POS	morph	treated_token
Bene	bene	ADV	Deg=Pos	bene
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habet
iacta	iacio	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	iacta
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
fundamenta	fundamentum	NOMcom	Case=Nom|Numb=Plur	fundamenta
ut	ut1	ADVrel	MORPH=empty	ut
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
eximius	eximius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	eximius
orator	orator	NOMcom	Case=Nom|Numb=Sing	orator
.	.	PUNC	MORPH=empty	.
uerum	uerum4	CONcoo	MORPH=empty	uerum
nos	nos	PROper	Case=Nom|Numb=Plur	nos
non	non	ADVneg	MORPH=empty	non
fundamenta	fundamentum	NOMcom	Case=Acc|Numb=Plur	fundamenta
solum	solum2	ADV	Deg=Pos	solum
iecimus	iacio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	iecimus
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
firma	firmus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	firma
et	et2	CONcoo	MORPH=empty	et
idonea	idoneus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	idonea
essent	sum1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	essent
operi	opus?	NOMcom	Case=Dat|Numb=Sing	operi
perferendo	perfero	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	perferendo
sed	sed	CONcoo	MORPH=empty	sed
magnis	magnus	ADJqua	Case=Dat|Numb=Plur|Deg=Pos	magnis
robustis	robustus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	robustis
-que	que	CONcoo	MORPH=empty	-que
molibus	moles	NOMcom	Case=Abl|Numb=Plur	molibus
aedificium	aedificium	NOMcom	Case=Acc|Numb=Sing	aedificium
totum	totus	PROind	Case=Acc|Numb=Sing	totum
paene	paene	ADV	Deg=Pos	paene
usque	usque	ADV	Deg=Pos	usque
ad	ad2	PRE	MORPH=empty	ad
summa	summum1	NOMcom	Case=Acc|Numb=Plur	summa
perduximus	perduco	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	perduximus
.	.	PUNC	MORPH=empty	.
restat	resto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	restat
id	is	PROdem	Case=Nom|Numb=Sing	id
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
multo	multo2	ADV	Deg=Pos	multo
facilius	facilis	ADJqua	Numb=Sing|Deg=Comp	facilius
uel	uel2	CONcoo	MORPH=empty	uel
tegere	tego	VER	Mood=Inf|Tense=Pres|Voice=Act	tegere
uel	uel2	CONcoo	MORPH=empty	uel
ornare	orno	VER	Mood=Inf|Tense=Pres|Voice=Act	ornare
sine	sine	PRE	MORPH=empty	sine
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
tamen	tamen	ADV	Deg=Pos	tamen
priora	prior	ADJord	Case=Nom|Numb=Plur|Deg=Comp	priora
opera	opus?	NOMcom	Case=Nom|Numb=Plur	opera
et	et2	CONcoo	MORPH=empty	et
inutilia	inutilis	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	inutilia
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
et	et2	CONcoo	MORPH=empty	et
ingrata	ingratus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	ingrata
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
prodest	prosum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	prodest
aut	aut	CONcoo	MORPH=empty	aut
falsis	falsus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	falsis
religionibus	religio	NOMcom	Case=Abl|Numb=Plur	religionibus
liberari	libero	VER	Mood=Inf|Tense=Pres|Voice=Pass	liberari
aut	aut	CONcoo	MORPH=empty	aut
intellegere	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Act	intellegere
ueram	uerus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	ueram
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
aut	aut	CONcoo	MORPH=empty	aut
uanitatem	uanitas	NOMcom	Case=Acc|Numb=Sing	uanitatem
falsae	falsus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	falsae
sapientiae	sapientia	NOMcom	Case=Gen|Numb=Sing	sapientiae
peruidere	peruideo	VER	Mood=Inf|Tense=Pres|Voice=Act	peruidere
aut	aut	CONcoo	MORPH=empty	aut
quae	quis1	PROint	Case=Nom|Numb=Sing	quae
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
uera	uerum?	ADJqua	Case=Nom|Numb=Sing	uera
cognoscere	cognosco	VER	Mood=Inf|Tense=Pres|Voice=Act	cognoscere
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
inquam	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	inquam
prodest	prosum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	prodest
