form	lemma	POS	morph	treated_token
Vellem	uello	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1	vellem
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
quoniam	quoniam	CONsub	MORPH=empty	quoniam
ueritas	ueritas	NOMcom	Case=Nom|Numb=Sing	ueritas
in	in	PRE	MORPH=empty	in
obscuro	obscurum1	NOMcom	Case=Abl|Numb=Sing	obscuro
latere	latus1	NOMcom	Numb=Sing|Mood=Inf|Tense=Pres	latere
adhuc	adhuc	ADV	Deg=Pos	adhuc
existimatur	existimo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	existimatur
uel	uel2	CONcoo	MORPH=empty	uel
errore	error	NOMcom	Case=Abl|Numb=Sing	errore
atque	atque1	CONcoo	MORPH=empty	atque
inperitia	imperitia	NOMcom	Case=Abl|Numb=Sing	inperitia
uulgi	uulgus	NOMcom	Case=Gen|Numb=Sing	uulgi
uariis	uarius	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	uariis
et	et2	CONcoo	MORPH=empty	et
ineptis	ineptus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	ineptis
superstitionibus	superstitio	NOMcom	Case=Abl|Numb=Plur	superstitionibus
seruientis	seruiens	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	seruientis
uel	uel2	CONcoo	MORPH=empty	uel
philosophis	philosophus1	NOMcom	Case=Dat|Numb=Plur	philosophis
prauitate	prauitas	NOMcom	Case=Abl|Numb=Sing	prauitate
ingeniorum	ingenium	NOMcom	Case=Gen|Numb=Plur	ingeniorum
turbantibus	turbo2	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	turbantibus
eam	is	PROdem	Case=Acc|Numb=Sing	eam
potius	potius	ADV	Deg=Comp	potius
quam	quam1	ADVrel	MORPH=empty	quam
inlustrantibus	illustro2	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	inlustrantibus
etsi	etsi2	CONsub	MORPH=empty	etsi
non	non	ADVneg	MORPH=empty	non
qualis	qualis1	PROrel	Case=Nom|Numb=Sing	qualis
in	in	PRE	MORPH=empty	in
Marco	marcus	NOMcom	Case=Abl|Numb=Sing	marco
Tullio	tullio	NOMcom	Case=Nom|Numb=Sing	tullio
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
quia	quia	CONsub	MORPH=empty	quia
praecipua	praecipuus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	praecipua
et	et2	CONcoo	MORPH=empty	et
admirabilis	admirabilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	admirabilis
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
aliquam	aliquis	PROind	Case=Acc|Numb=Sing	aliquam
tamen	tamen	ADV	Deg=Pos	tamen
proximam	propior	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	proximam
eloquentiae	eloquentia	NOMcom	Case=Gen|Numb=Sing	eloquentiae
contingere	contingo?	VER	Mood=Inf|Tense=Pres|Voice=Act	contingere
facultatem	facultas	NOMcom	Case=Acc|Numb=Sing	facultatem
ut	ut4	CONsub	MORPH=empty	ut
quantum	quantum3	ADVrel	Numb=Sing	quantum
ueritas	ueritas	NOMcom	Case=Nom|Numb=Sing	ueritas
ui	uis	NOMcom	Case=Abl|Numb=Sing	ui
sua	suus	PROpos.ref	Case=Abl|Numb=Sing	sua
propria	proprius	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	propria
ualet	ualeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ualet
tantum	tantum1	PROdem	Case=Acc|Numb=Sing	tantum
ingenii	ingenium	NOMcom	Case=Gen|Numb=Sing	ingenii
quoque	quoque	ADV	Deg=Pos	quoque
uiribus	uis	NOMcom	Case=Abl|Numb=Plur	uiribus
nixa	nitor2	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	nixa
exereret	exsero2	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	exereret
se	sui1	PROref	Case=Acc|Numb=Sing	se
aliquando	aliquando	ADV	Deg=Pos	aliquando
et	et2	CONcoo	MORPH=empty	et
discussis	discutio	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	discussis
conuictis	conuinco	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	conuictis
-que	que	CONcoo	MORPH=empty	-que
tam	tam	ADV	Deg=Pos	tam
publicis	publicus2	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	publicis
quam	quam1	ADVrel	MORPH=empty	quam
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
sapientes	sapiens2	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	sapientes
putantur	puto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	putantur
erroribus	error	NOMcom	Case=Dat|Numb=Plur	erroribus
humano	humanus	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	humano
generi	genus?	NOMcom	Case=Dat|Numb=Sing	generi
clarissimum	clarus	ADJqua	Case=Acc|Numb=Sing|Deg=Sup	clarissimum
lumen	lumen	NOMcom	Case=Acc|Numb=Sing	lumen
inferret	infero	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	inferret
