form	lemma	POS	morph	treated_token
Obsecro	obsecro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	obsecro
tranquillissime	tranquille	ADV	Case=Voc|Deg=Sup	tranquillissime
imperator	imperator	NOMcom	Case=Voc|Numb=Sing	imperator
ut	ut4	CONsub	MORPH=empty	ut
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
benignas	benignus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	benignas
aures	auris	NOMcom	Case=Acc|Numb=Plur	aures
clementia	clementia	NOMcom	Case=Nom|Numb=Sing	clementia
tua	tuus	PROpos	Case=Nom|Numb=Sing	tua
tribuat	tribuo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	tribuat
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
possit	possum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	possit
mansuetudini	mansuetudo	NOMcom	Case=Dat|Numb=Sing	mansuetudini
tuae	tuus	PROpos	Case=Dat|Numb=Sing	tuae
mentis	mens	NOMcom	Case=Gen|Numb=Sing	mentis
meae	meus	PROpos	Case=Gen|Numb=Sing	meae
propositum	propositum	NOMcom	Case=Nom|Numb=Sing	propositum
apparere	appareo	VER	Mood=Inf|Tense=Pres|Voice=Act	apparere
.	.	PUNC	MORPH=empty	.
de	de	PRE	MORPH=empty	de
Christiano	christianus1	NOMcom	Case=Abl|Numb=Sing	christiano
enim	enim2	CONcoo	MORPH=empty	enim
imperatore	imperator	NOMcom	Case=Abl|Numb=Sing	imperatore
et	et2	CONcoo	MORPH=empty	et
sanctae	sanctus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	sanctae
memoriae	memoria	NOMcom	Case=Gen|Numb=Sing	memoriae
filio	filius	NOMcom	Case=Dat|Numb=Sing	filio
Constantini	constantinus	VER	Numb=Plur|Mood=Ind	constantini
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
ipsud	ipse	PROdem	Case=Nom|Numb=Sing	ipsud
sine	sine	PRE	MORPH=empty	sine
cunctatio	cunctatio	NOMcom	Case=Abl|Numb=Sing	cunctatio
-ne	ne2	CONcoo	MORPH=empty	-ne
mereor	mereor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	mereor
impetrare	impetro	VER	Mood=Inf|Tense=Pres|Voice=Act	impetrare
;	;	PUNC	MORPH=empty	;
sed	sed	CONcoo	MORPH=empty	sed
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
me	ego	PROper	Case=Acc|Numb=Sing	me
laborare	laboro	VER	Mood=Inf|Tense=Pres|Voice=Act	laborare
intellego	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	intellego
quia	quia	CONsub	MORPH=empty	quia
repetita	repeto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	repetita
satisfactio	satisfactio	NOMcom	Case=Nom|Numb=Sing	satisfactio
-ne	ne2	CONcoo	MORPH=empty	-ne
placabilem	placabilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	placabilem
etiam	etiam	ADV	Deg=Pos	etiam
circa	circa2	PRE	MORPH=empty	circa
reos	reus	NOMcom	Case=Acc|Numb=Plur	reos
animum	animus	NOMcom	Case=Acc|Numb=Sing	animum
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
in	in	PRE	MORPH=empty	in
gratiam	gratia	NOMcom	Case=Acc|Numb=Sing	gratiam
meam	meus	PROpos	Case=Acc|Numb=Sing	meam
reuocare	reuoco	VER	Mood=Inf|Tense=Pres|Voice=Act	reuocare
non	non	ADVneg	MORPH=empty	non
possum	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	possum
.	.	PUNC	MORPH=empty	.
sermo	sermo	NOMcom	Case=Nom|Numb=Sing	sermo
enim	enim2	CONcoo	MORPH=empty	enim
pietatis	pietas	NOMcom	Case=Gen|Numb=Sing	pietatis
tuae	tuus	PROpos	Case=Gen|Numb=Sing	tuae
