form	lemma	POS	morph	treated_token
Liberius	libere	ADV	Deg=Comp	liberius
autem	autem	CONcoo	MORPH=empty	autem
antequam	antequam1	CONsub	MORPH=empty	antequam
ad	ad2	PRE	MORPH=empty	ad
exilium	exsilium	NOMcom	Case=Acc|Numb=Sing	exilium
iret	eo1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	iret
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
uniformem	uniformis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	uniformem
epistulam	epistola	NOMcom	Case=Acc|Numb=Sing	epistulam
confessoribus	confessor	NOMcom	Case=Dat|Numb=Plur	confessoribus
scripsit	scribo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	scripsit
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
Eusebio	eusebium	NOMcom	Case=Abl|Numb=Sing	eusebio
Dionisio	dionisius	NOMcom	Case=Abl|Numb=Sing	dionisio
et	et2	CONcoo	MORPH=empty	et
Lucifero	lucifer2	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	lucifero
in	in	PRE	MORPH=empty	in
exilio	exsilium	NOMcom	Case=Abl|Numb=Sing	exilio
constitutis	constituo	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	constitutis
.	.	PUNC	MORPH=empty	.
Quamuis	quamuis2	CONsub	MORPH=empty	quamuis
sub	sub	PRE	MORPH=empty	sub
imagine	imago	NOMcom	Case=Abl|Numb=Sing	imagine
pacis	pax	NOMcom	Case=Gen|Numb=Sing	pacis
humani	humanus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	humani
generis	genus?	NOMcom	Case=Gen|Numb=Sing	generis
inimicus	inimicus1	NOMcom	Case=Nom|Numb=Sing	inimicus
uehementius	uehementer	ADV	Deg=Comp	uehementius
in	in	PRE	MORPH=empty	in
membra	membrum	NOMcom	Case=Acc|Numb=Plur	membra
ecclesiae	ecclesia	NOMcom	Case=Gen|Numb=Sing	ecclesiae
uideatur	uideo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	uideatur
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
grassatus	grassor	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Dep|Person=3	grassatus
uos	uos	PROper	Case=Acc|Numb=Plur	uos
tamen	tamen	ADV	Deg=Pos	tamen
acceptissimos	acceptus	ADJqua	Case=Acc|Numb=Plur|Deg=Sup	acceptissimos
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
sacerdotes	sacerdos	NOMcom	Case=Acc|Numb=Plur	sacerdotes
egregia	egregius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	egregia
