form	lemma	POS	morph	treated_token
Domino	dominus	NOMcom	Case=Dat|Numb=Sing	domino
merito	merito2	ADV	Case=Abl|Numb=Sing|Deg=Pos	merito
gloriosissimo	gloriosus	ADJqua	Case=Abl|Numb=Sing|Deg=Sup	gloriosissimo
ac	ac1	CONcoo	MORPH=empty	ac
uictoriosissimo	uictoriosus	ADJqua	Case=Abl|Numb=Sing|Deg=Sup	uictoriosissimo
Augusto	augustus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	augusto
Constantio	constantio	NOMcom	Case=Abl|Numb=Sing	constantio
synodus	synodus	NOMcom	Case=Nom|Numb=Sing	synodus
Ariminensis	ariminensis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	ariminensis
Orientalibus	orientalia	NOMcom	Case=Dat|Numb=Plur	orientalibus
consentiens	consentiens	VER	Case=Nom|Numb=Sing|Tense=Pres	consentiens
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
Migdonius	migdonis	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	migdonius
Megasius	megasus	ADJqua	Case=Nom|Deg=Comp	megasius
Ualens	aaleo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	valens
Epictetus	epictetus	NOMcom	Case=Nom|Numb=Sing	epictetus
et	et2	CONcoo	MORPH=empty	et
ceteri	ceteri	NOMcom	Case=Nom|Numb=Plur	ceteri
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
haeresi	haeredo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	haeresi
consenserunt	consentio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	consenserunt
.	.	PUNC	MORPH=empty	.
Inlustrati	illustro2	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	inlustrati
pietatis	pietas	NOMcom	Case=Gen|Numb=Sing	pietatis
tuae	tuus	PROpos	Case=Gen|Numb=Sing	tuae
scriptis	scriptum	NOMcom	Case=Dat|Numb=Plur	scriptis
maximas	magnus	ADJqua	Case=Acc|Numb=Plur|Deg=Sup	maximas
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
rettulimus	refero	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	rettulimus
et	et2	CONcoo	MORPH=empty	et
referimus	refero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	referimus
gratias	gratia	NOMcom	Case=Acc|Numb=Plur	gratias
quod	quod2	CONsub	MORPH=empty	quod
nos	nos	PROper	Case=Acc|Numb=Plur	nos
beaueris	beo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=2	beaueris
intimans	intimo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	intimans
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
illa	ille	PROdem	Case=Acc|Numb=Plur	illa
quae	qui1	PROrel	Case=Acc|Numb=Plur	quae
cum	cum3	CONsub	MORPH=empty	cum
discursio	discursio	NOMcom	Case=Nom|Numb=Sing	discursio
-ne	ne2	CONcoo	MORPH=empty	-ne
pietatis	pietas	NOMcom	Case=Gen|Numb=Sing	pietatis
tuae	tuus	PROpos	Case=Gen|Numb=Sing	tuae
facere	facio	VER	Mood=Inf|Tense=Pres|Voice=Act	facere
deberemus	debeo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=1	deberemus
ne	ne4	CONsub	MORPH=empty	ne
quis	quis2	PROind	Case=Nom|Numb=Sing	quis
usiae	usia	NOMcom	Case=Gen|Numb=Sing	usiae
uel	uel2	CONcoo	MORPH=empty	uel
omousii	omousium	NOMcom	Case=Gen|Numb=Sing	omousii
nomina	nomen	NOMcom	Case=Acc|Numb=Plur	nomina
ecclesiae	ecclesius	NOMcom	Case=Gen|Numb=Sing	ecclesiae
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
ignota	ignotus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	ignota
aliquando	aliquando	ADV	Deg=Pos	aliquando
nominet	nomino	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	nominet
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
scandalum	scandalus	NOMcom	Case=Acc|Numb=Sing	scandalum
inter	inter	PRE	MORPH=empty	inter
fratres	frater	NOMcom	Case=Acc|Numb=Plur	fratres
facere	facio	VER	Mood=Inf|Tense=Pres|Voice=Act	facere
solet	soleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	solet
.	.	PUNC	MORPH=empty	.
plurimum	multum2	ADV	Deg=Sup	plurimum
gratulati	gratulatus	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep	gratulati
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sumus
quia	quia	CONsub	MORPH=empty	quia
id	is	PROdem	Case=Acc|Numb=Sing	id
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
tenebamus	teneo	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=1	tenebamus
