form	lemma	POS	morph	treated_token
Imperitiae	imperitia	NOMcom	Case=Gen|Numb=Sing	imperitiae
culpam	culpa	NOMcom	Case=Acc|Numb=Sing	culpam
oblitterat	oblittero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	oblitterat
resipiscens	resipisco	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	resipiscens
.	.	PUNC	MORPH=empty	.
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
autem	autem	CONcoo	MORPH=empty	autem
et	et2	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
scripturis	scriptura	NOMcom	Case=Abl|Numb=Plur	scripturis
sanctis	sanctus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	sanctis
aduertere	aduerto	VER	Mood=Inf|Tense=Pres|Voice=Act	aduertere
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
pietatem	pietas	NOMcom	Case=Acc|Numb=Sing	pietatem
ad	ad2	PRE	MORPH=empty	ad
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
utilem	utilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	utilem
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
legimus	lego?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	legimus
cui	qui1	PROrel	Case=Dat|Numb=Sing	cui
cedit	cedo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	cedit
corporalis	corporalis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	corporalis
exercitatio	exercitatio	NOMcom	Case=Nom|Numb=Sing	exercitatio
quamuis	quamuis2	CONsub	MORPH=empty	quamuis
et	et1	ADV	Deg=Pos	et
ipsa	ipse	PROdem	Case=Nom|Numb=Sing	ipsa
utilitatis	utilitas	NOMcom	Case=Gen|Numb=Sing	utilitatis
retineat	retineo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	retineat
fructus	fructus	NOMcom	Case=Nom|Numb=Plur	fructus
.	.	PUNC	MORPH=empty	.
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
sectandam	sector2	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Dep	sectandam
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
etiam	etiam	ADV	Deg=Pos	etiam
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
temporis	tempus?	NOMcom	Case=Gen|Numb=Sing	temporis
praesentis	praesens	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	praesentis
exposcit	exposco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	exposcit
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
enim	enim2	CONcoo	MORPH=empty	enim
si	si2	CONsub	MORPH=empty	si
aliquis	aliquis	PROind	Case=Nom|Numb=Sing	aliquis
forte	forte	ADV	Deg=Pos	forte
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
studii	studium	NOMcom	Case=Gen|Numb=Sing	studii
gerunt	gero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	gerunt
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
prouisa	prouideo	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	prouisa
destruere	destruo	VER	Mood=Inf|Tense=Pres|Voice=Act	destruere
impudenter	impudenter	ADV	Deg=Pos	impudenter
saeuiori	saeuus	ADJqua	Case=Dat|Numb=Sing|Deg=Comp	saeuiori
censura	censura	NOMcom	Case=Abl|Numb=Sing	censura
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
acstimauerit	acstimo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	acstimauerit
et	et2	CONcoo	MORPH=empty	et
nouare	nouo	VER	Mood=Inf|Tense=Pres|Voice=Act	nouare
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
iam	iam	ADV	Deg=Pos	iam
ex	ex	PRE	MORPH=empty	ex
apostolica	apostolica	NOMcom	Case=Abl|Numb=Sing	apostolica
auctoritate	auctoritas	NOMcom	Case=Abl|Numb=Sing	auctoritate
munitum	munitus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	munitum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
de	de	PRE	MORPH=empty	de
pietate	pietas	NOMcom	Case=Abl|Numb=Sing	pietate
cum	cum3	CONsub	MORPH=empty	cum
dictum	dictum	VER	Case=Nom|Numb=Sing	dictum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
non	non	ADVneg	MORPH=empty	non
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
parcendum	parco	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	parcendum
his	hic1	PROdem	Case=Dat|Numb=Plur	his
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
apud	apud	PRE	MORPH=empty	apud
Ariminum	arimen	NOMcom	Case=Acc|Numb=Plur	ariminum
ignorantes	ignoro	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	ignorantes
egerunt	ago	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	egerunt
quibus	qui1	PROrel	Case=Dat|Numb=Plur	quibus
nescire	nescio	VER	Mood=Inf|Tense=Pres|Voice=Act	nescire
inlicitum	illicitus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	inlicitum
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
captum	capio2	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	captum
mors	mors	NOMcom	Case=Nom|Numb=Sing	mors
incidere	incido?	VER	Mood=Inf|Tense=Pres|Voice=Act	incidere
idcirco	idcirco	ADV	Deg=Pos	idcirco
seueritas	seueritas	NOMcom	Case=Nom|Numb=Sing	seueritas
repudianda	repudio	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	repudianda
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
cui	qui1	PROrel	Case=Dat|Numb=Sing	cui
conuenit	conuenio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	conuenit
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
moderate	moderate	ADV	Deg=Pos	moderate
perpendere	perpendo	VER	Mood=Inf|Tense=Pres|Voice=Act	perpendere
maxime	magis2	ADV	Deg=Sup	maxime
cum	cum3	CONsub	MORPH=empty	cum
et	et2	CONcoo	MORPH=empty	et
Aegyptii	aegyptius	ADJqua	Case=Nom|Numb=Plur	aegyptii
omnes	omnis	PROind	Case=Nom|Numb=Plur	omnes
et	et2	CONcoo	MORPH=empty	et
Achiui	achiuus	NOMcom	Case=Nom|Numb=Plur	achiui
hac	hic1	PROdem	Case=Abl|Numb=Sing	hac
usi	utor	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep|Person=3	usi
sententia	sententia	NOMcom	Case=Abl|Numb=Sing	sententia
receperint	recipio	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3	receperint
multos	multi	NOMcom	Case=Acc|Numb=Plur	multos
parcendum	parco	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	parcendum
quidem	quidem	ADV	Deg=Pos	quidem
his	hic1	PROdem	Case=Dat|Numb=Plur	his
de	de	PRE	MORPH=empty	de
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
supra	supra1	ADV	Deg=Pos	supra
tractauimus	tracto	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	tractauimus
auctores	auctor	NOMcom	Case=Acc|Numb=Plur	auctores
uero	uero4	CONcoo	MORPH=empty	uero
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
damnandos	damno	VER	Case=Acc|Numb=Plur|Mood=Adj|Voice=Pass	damnandos
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
obliqua	obliquus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	obliqua
et	et2	CONcoo	MORPH=empty	et
