form	lemma	POS	morph	treated_token
Praefatio	praefatio	NOMcom	Case=Nom|Numb=Sing	praefatio
.	.	PUNC	MORPH=empty	.
Cou	cou	NOMcom	Case=Abl	cou
I	eo1	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	i
Sancto	sanctus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	sancto
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing	spiritu
plenus	plenus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	plenus
Paulus	paulus	NOMcom	Case=Nom|Numb=Sing	paulus
apostolus	apostolus	NOMcom	Case=Nom|Numb=Sing	apostolus
ad	ad2	PRE	MORPH=empty	ad
Corinthios	corinthius	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	corinthios
ita	ita	ADV	Deg=Pos	ita
loquitur	loquor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	loquitur
manet	maneo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	manet
autem	autem	CONcoo	MORPH=empty	autem
fides	fides?	NOMcom	Case=Nom|Numb=Sing	fides
spes	spes	NOMcom	Case=Nom|Numb=Sing	spes
caritas	caritas	NOMcom	Case=Nom|Numb=Sing	caritas
.	.	PUNC	MORPH=empty	.
magnum	magnus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	magnum
consummandae	consummo	VER	Case=Gen|Numb=Sing|Mood=Adj|Voice=Pass	consummandae
ueritatis	ueritas	NOMcom	Case=Gen|Numb=Sing	ueritatis
sacramentum	sacramentum	NOMcom	Case=Acc|Numb=Sing	sacramentum
ita	ita	ADV	Deg=Pos	ita
triplici	triplex	ADJmul	Case=Abl|Numb=Sing|Deg=Pos	triplici
humani	humanus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	humani
sensus	sensus	NOMcom	Case=Nom|Numb=Sing	sensus
affectio	affectio	NOMcom	Case=Nom|Numb=Sing	affectio
-ne	ne2	CONcoo	MORPH=empty	-ne
conplectitur	complector	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	conplectitur
.	.	PUNC	MORPH=empty	.
reliquarum	reliquus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	reliquarum
autem	autem	CONcoo	MORPH=empty	autem
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
siue	siue1	CONcoo	MORPH=empty	siue
officia	officium	NOMcom	Case=Acc|Numb=Plur	officia
siue	siue2	CONsub	MORPH=empty	siue
dona	donum	NOMcom	Case=Acc|Numb=Plur	dona
in	in	PRE	MORPH=empty	in
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
nunc	nunc	ADV	Deg=Pos	nunc
pro	pro1	PRE	MORPH=empty	pro
parte	pars	NOMcom	Case=Abl|Numb=Sing	parte
uersamur	uersor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	uersamur
abolenda	aboleo	VER	Case=Acc|Numb=Plur|Mood=Adj|Voice=Pass	abolenda
significat	significo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	significat
cum	cum3	CONsub	MORPH=empty	cum
aduentu	aduentus	NOMcom	Case=Abl|Numb=Sing	aduentu
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
nostri	noster	PROpos	Case=Gen|Numb=Sing	nostri
Iesu	iesus	NOMcom	Numb=Sing	iesu
Christi	christes	NOMcom	Case=Gen|Numb=Sing	christi
caelestis	caelestis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	caelestis
concilii	concilium	NOMcom	Case=Gen|Numb=Sing	concilii
perfectio	perfectio	NOMcom	Case=Nom|Numb=Sing	perfectio
inueniatur	inuenio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	inueniatur
.	.	PUNC	MORPH=empty	.
corruptio	corruptio	NOMcom	Case=Nom|Numb=Sing	corruptio
-	-	PUNC	MORPH=empty	-
-ne	ne2	CONcoo	MORPH=empty	-ne
enim	enim2	CONcoo	MORPH=empty	enim
nostra	noster	PROpos	Case=Nom|Numb=Sing	nostra
in	in	PRE	MORPH=empty	in
aeternitatis	aeternitas	NOMcom	Case=Gen|Numb=Sing	aeternitatis
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing	gloriam
transformata	transformo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	transformata
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
nunc	nunc	ADV	Deg=Pos	nunc
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
aliquid	aliquis	PROind	Case=Nom|Numb=Sing	aliquid
creditur	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	creditur
non	non	ADVneg	MORPH=empty	non
erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	erit
quando	quando3	CONsub	MORPH=empty	quando
tribui	tribuo	VER	Mood=Inf|Tense=Pres|Voice=Pass	tribui
coeperit	coepio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	coeperit
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
cum	cum3	CONsub	MORPH=empty	cum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
semper	semper	ADV	Deg=Pos	semper
aeternum	aeternus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	aeternum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
uerum	uerum4	CONcoo	MORPH=empty	uerum
fidei	fides?	NOMcom	Case=Gen|Numb=Sing	fidei
spei	spes	NOMcom	Case=Gen|Numb=Sing	spei
caritatis	caritas	NOMcom	Case=Gen|Numb=Sing	caritatis
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
meritum	meritum	NOMcom	Case=Nom|Numb=Sing	meritum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ut	ut4	CONsub	MORPH=empty	ut
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
debito	debitum	NOMcom	Case=Abl|Numb=Sing	debito
corporibus	corpus	NOMcom	Case=Dat|Numb=Plur	corporibus
dissolutis	dissoluo	ADJqua	Case=Dat|Numb=Plur|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass	dissolutis
semper	semper	ADV	Deg=Pos	semper
maneant	maneo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	maneant
nec	nec2	CONcoo	MORPH=empty	nec
umquam	umquam	ADV	Deg=Pos	umquam
