form	lemma	POS	morph	treated_token
Beatissimo	beatus	ADJqua	Case=Abl|Numb=Sing|Deg=Sup	beatissimo
et	et2	CONcoo	MORPH=empty	et
gloriosissimo	gloriosus	ADJqua	Case=Abl|Numb=Sing|Deg=Sup	gloriosissimo
Augusto	augustus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	augusto
Constantio	constantio	NOMcom	Case=Abl|Numb=Sing	constantio
synodus	synodus	NOMcom	Case=Nom|Numb=Sing	synodus
Ariminensis	ariminensis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	ariminensis
.	.	PUNC	MORPH=empty	.
Iubente	iubeo	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	iubente
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
et	et2	CONcoo	MORPH=empty	et
praecepto	praeceptum	NOMcom	Case=Dat|Numb=Sing	praecepto
pietatis	pietas	NOMcom	Case=Gen|Numb=Sing	pietatis
tuae	tuus	PROpos	Case=Gen|Numb=Sing	tuae
credimus	credo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	credimus
fuisse	sum1	VER	Mood=Inf|Tense=Perf|Voice=Act	fuisse
dispositum	dispono	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	dispositum
ut	ut4	CONsub	MORPH=empty	ut
ad	ad2	PRE	MORPH=empty	ad
Ariminensium	ariminensis	NOMcom	Case=Gen|Numb=Plur	ariminensium
locum	locus	NOMcom	Case=Acc|Numb=Sing	locum
ex	ex	PRE	MORPH=empty	ex
diuersis	diuersus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	diuersis
prouinciis	prouincia	NOMcom	Case=Abl|Numb=Plur	prouinciis
Occidentalium	occidentalis	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	occidentalium
episcopi	episcops	NOMcom	Case=Dat|Numb=Sing	episcopi
ueniremus	uenio	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=1	ueniremus
ut	ut4	CONsub	MORPH=empty	ut
fides	fides?	NOMcom	Case=Nom|Numb=Sing	fides
claresceret	claresco	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	claresceret
omnibus	omnis	PROind	Case=Dat|Numb=Plur	omnibus
IIAPA	iiapa	NOMcom	Case=Nom|Numb=Sing	iiapa
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
Ex	ex	PRE	MORPH=empty	ex
xai	daica	NOMcom	Case=Abl|Numb=Sing	xai
Ta	ta	PROdem	Case=Abl|Numb=Sing	ta
avro	aurum	NOMcom	Case=Abl|Numb=Sing	auro
Iva	iua	NOMcom	Case=Nom|Numb=Sing	iua
xai	daicus	ADJqua	Case=Nom|Numb=Sing	xai
ecclesiis	ecclesius	NOMcom	Case=Abl|Numb=Plur	ecclesiis
catholicis	catholicus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	catholicis
et	et2	CONcoo	MORPH=empty	et
haeretici	haereticus	NOMcom	Case=Nom|Numb=Plur	haeretici
noscerentur	nosco	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	noscerentur
.	.	PUNC	MORPH=empty	.
dum	dum2	CONsub	MORPH=empty	dum
enim	enim2	CONcoo	MORPH=empty	enim
omnes	omnis	PROind	Case=Nom|Numb=Plur	omnes
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
recte	recte	ADV	Deg=Pos	recte
sapimus	sapio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sapimus
contractaremus	contracto	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=1	contractaremus
placuit	placeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	placuit
fidem	fides?	NOMcom	Case=Acc|Numb=Sing	fidem
ab	ab	PRE	MORPH=empty	ab
antiquitate	antiquitas	NOMcom	Case=Abl|Numb=Sing	antiquitate
perseuerantem	perseuero	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	perseuerantem
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
praedicauerunt	praedico?	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	praedicauerunt
prophetae	prophetus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	prophetae
euangelia	euangelium	NOMcom	Case=Acc|Numb=Plur	euangelia
et	et2	CONcoo	MORPH=empty	et
apostoli	apostolum	NOMcom	Case=Gen|Numb=Sing	apostoli
per	per	PRE	MORPH=empty	per
ipsum	ipse	PROdem	Case=Acc|Numb=Sing	ipsum
deum	deus	NOMcom	Case=Acc|Numb=Plur	deum
et	et2	CONcoo	MORPH=empty	et
dominum	dominus	NOMcom	Case=Acc|Numb=Sing	dominum
nostrum	noster	PROpos	Case=Acc|Numb=Sing	nostrum
Iesum	iesum	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	iesum
Christum	christus	NOMcom	Case=Acc|Numb=Sing	christum
saluatorem	saluator	NOMcom	Case=Acc|Numb=Sing	saluatorem
imperii	imperium	NOMcom	Case=Gen|Numb=Sing	imperii
tui	tuus	PROpos	Case=Gen|Numb=Sing	tui
et	et2	CONcoo	MORPH=empty	et
largitorem	largitor1	NOMcom	Case=Acc|Numb=Sing	largitorem
salutis	salus	NOMcom	Case=Gen|Numb=Sing	salutis
tuae	tuus	PROpos	Case=Gen|Numb=Sing	tuae
ut	ut4	CONsub	MORPH=empty	ut
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
semper	semper	ADV	Deg=Pos	semper
obtinuimus	obtineo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	obtinuimus
teneamus	teneo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	teneamus
.	.	PUNC	MORPH=empty	.
nefas	nefas	NOMcom	Case=Ind	nefas
enim	enim2	CONcoo	MORPH=empty	enim
