form	lemma	POS	morph	treated_token
Ego	ego	PROper	Case=Nom|Numb=Sing	ego
Germinius	germinius	ADJqua	Case=Nom|Numb=Sing	germinius
episcopus	episcopus	NOMcom	Case=Nom|Numb=Sing	episcopus
credo	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	credo
et	et2	CONcoo	MORPH=empty	et
profiteor	profiteor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	profiteor
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
unum	unus	ADJcar	Case=Acc|Numb=Sing	unum
uerum	uerum4	CONcoo	Case=Acc|Deg=Pos	uerum
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
patrem	pater	NOMcom	Case=Acc|Numb=Sing	patrem
aeternum	aeternus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	aeternum
omnipotentem	omnipotens	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	omnipotentem
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
Christum	christes	NOMcom	Case=Acc|Numb=Sing	christum
filium	filius	NOMcom	Case=Acc|Numb=Sing	filium
eius	is	PROdem	Case=Gen|Numb=Sing	eius
unicum	unicus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	unicum
et	et2	CONcoo	MORPH=empty	et
dominum	dominus	NOMcom	Case=Acc|Numb=Sing	dominum
deum	deus	NOMcom	Case=Gen|Numb=Plur	deum
nostrum	noster	PROpos	Case=Gen|Numb=Plur	nostrum
de	de	PRE	MORPH=empty	de
uero	uerus	NOMcom	Case=Abl|Numb=Sing	uero
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
putre	putris	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	putre
uerum	uerum4	CONcoo	MORPH=empty	uerum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
filium	filius	NOMcom	Case=Acc|Numb=Sing	filium
ante	ante2	PRE	MORPH=empty	ante
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
genitum	gigno	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	genitum
diuinitate	diuinitas	NOMcom	Case=Abl|Numb=Sing	diuinitate
caritate	caritas	NOMcom	Case=Abl|Numb=Sing	caritate
maiestate	maiestas	NOMcom	Case=Abl|Numb=Sing	maiestate
uirtute	uirtus	NOMcom	Case=Abl|Numb=Sing	uirtute
claritate	claritas	NOMcom	Case=Abl|Numb=Sing	claritate
uita	uita	NOMcom	Case=Abl|Numb=Sing	uita
sapientia	sapientia	NOMcom	Case=Abl|Numb=Sing	sapientia
scientia	scientia	NOMcom	Case=Abl|Numb=Sing	scientia
patri	pater	NOMcom	Case=Dat|Numb=Sing	patri
per	per	PRE	MORPH=empty	per
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
similem	similis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	similem
utpote	utpote	ADV	Deg=Pos	utpote
perfectum	perfectus2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	perfectum
de	de	PRE	MORPH=empty	de
perfecto	perfectus2	ADJqua	Case=Abl|Numb=Sing	perfecto
genitum	gigno	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	genitum
.	.	PUNC	MORPH=empty	.
susceptionem	susceptio	NOMcom	Case=Acc|Numb=Sing	susceptionem
etiam	etiam	ADV	Deg=Pos	etiam
hominis	homo	NOMcom	Case=Gen|Numb=Sing	hominis
ex	ex	PRE	MORPH=empty	ex
uirgine	uirgo	NOMcom	Case=Abl|Numb=Sing	uirgine
Maria	mare	NOMcom	Case=Nom|Numb=Plur	maria
sicut	sicut1	ADVrel	MORPH=empty	sicut
prophetae	prophetus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	prophetae
futurum	sum1	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Fut|Voice=Act	futurum
praedixerunt	praedico?	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	praedixerunt
et	et2	CONcoo	MORPH=empty	et
euangelicae	euangelica	ADJqua	Case=Nom|Numb=Plur	euangelicae
atque	atque1	CONcoo	MORPH=empty	atque
apostolicae	apostolicus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	apostolicae
uoces	uox	NOMcom	Case=Nom|Numb=Plur	uoces
conpletum	compleo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	conpletum
docent	doceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	docent
passionem	passio	NOMcom	Case=Acc|Numb=Sing	passionem
quoque	quoque	ADV	Deg=Pos	quoque
eius	is	PROdem	Case=Gen|Numb=Sing	eius
et	et2	CONcoo	MORPH=empty	et
mortem	mors	NOMcom	Case=Acc|Numb=Sing	mortem
et	et2	CONcoo	MORPH=empty	et
resurrectionem	resurrectio	NOMcom	Case=Acc|Numb=Sing	resurrectionem
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
caelis	caelum?	NOMcom	Case=Abl|Numb=Plur	caelis
ascensionem	ascensio	NOMcom	Case=Acc|Numb=Sing	ascensionem
suscipimus	suscipio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	suscipimus
credimus	credo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	credimus
.	.	PUNC	MORPH=empty	.
profitemur	profiteor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1	profitemur
et	et2	CONcoo	MORPH=empty	et
quod	qui1	PROrel	Numb=Sing	quod
in	in	PRE	MORPH=empty	in
fine	finis	NOMcom	Case=Abl|Numb=Sing	fine
mundi	mundus1	NOMcom	Case=Gen|Numb=Sing	mundi
de	de	PRE	MORPH=empty	de
caelis	caelum?	NOMcom	Case=Abl|Numb=Plur	caelis
descensurus	descendo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Fut|Voice=Act	descensurus
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
iudicare	iudico	VER	Mood=Inf|Tense=Pres|Voice=Act	iudicare
uiuos	uiuus2	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uiuos
et	et2	CONcoo	MORPH=empty	et
mortuos	morior	VER	Case=Acc|Numb=Plur	mortuos
et	et2	CONcoo	MORPH=empty	et
reddere	reddo	VER	Mood=Inf|Tense=Pres|Voice=Act	reddere
unicuique	unusquisque	PROind	Case=Dat|Numb=Sing	unicuique
secundum	secundum2	PRE	MORPH=empty	secundum
opera	opus?	NOMcom	Case=Acc|Numb=Plur	opera
eius	is	PROdem	Case=Gen|Numb=Sing	eius
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
spiritum	spiritus	NOMcom	Case=Acc|Numb=Sing	spiritum
sanctum	sancio	VER	Numb=Sing|Deg=Pos|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	sanctum
.	.	PUNC	MORPH=empty	.
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
paraclitum	paraclitum	NOMcom	Case=Nom|Numb=Sing	paraclitum
.	.	PUNC	MORPH=empty	.
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
a	ab	PRE	MORPH=empty	a
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
patre	pater	NOMcom	Case=Abl|Numb=Sing	patre
per	per	PRE	MORPH=empty	per
filium	filius	NOMcom	Case=Acc|Numb=Sing	filium
datus	do	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	datus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
