form	lemma	POS	morph	treated_token
.	.	PUNC	MORPH=empty	.
Litteras	littera	NOMcom	Case=Acc|Numb=Plur	litteras
sinceritatis	sinceritas	NOMcom	Case=Gen|Numb=Sing	sinceritatis
tuae	tuus	PROpos	Case=Gen|Numb=Sing	tuae
accepi	accipio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	accepi
quibus	qui1	PROrel	Case=Dat|Numb=Plur	quibus
ut	ut1	ADVrel	MORPH=empty	ut
decet	decet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	decet
episcopum	episcops	NOMcom	Case=Gen|Numb=Plur	episcopum
et	et2	CONcoo	MORPH=empty	et
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
sacerdotem	sacerdos	NOMcom	Case=Acc|Numb=Sing	sacerdotem
transgressori	transgressor	NOMcom	Case=Dat|Numb=Sing	transgressori
te	tu	PROper	Case=Acc|Numb=Sing	te
Ossio	ossium	NOMcom	Case=Abl|Numb=Sing	ossio
didici	disco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	didici
restitisse	resisto	VER	Mood=Inf|Tense=Perf|Voice=Act	restitisse
et	et2	CONcoo	MORPH=empty	et
cadentibus	cado	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	cadentibus
plurimis	multus	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	plurimis
Arimino	ariminus	NOMcom	Case=Abl|Numb=Sing	arimino
in	in	PRE	MORPH=empty	in
communicatio	communicatio	NOMcom	Case=Abl|Numb=Sing	communicatio
-ne	ne2	CONcoo	MORPH=empty	-ne
l	lile	NOMcom	MORPH=empty	l
alentis	alo	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	alentis
Ursacii	crsacium	NOMcom	Case=Nom|Numb=Plur	vrsacii
et	et2	CONcoo	MORPH=empty	et
ceterorum	ceteri	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	ceterorum
quos	qui1	PROrel	Case=Acc|Numb=Plur	quos
ipsi	ipse	PROdem	Case=Nom|Numb=Plur	ipsi
agnito	agnosco	VER	Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	agnito
blasphemiae	blasphemiae	NOMcom	Case=Gen|Numb=Sing	blasphemiae
crimine	crimen	NOMcom	Case=Abl|Numb=Sing	crimine
ante	ante1	ADV	Deg=Pos	ante
damnauerunt	damno	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	damnauerunt
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
adsensum	assentior	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	adsensum
denegasse	denego	VER	Mood=Inf|Tense=Perf|Voice=Act	denegasse
fidem	fides?	NOMcom	Case=Acc|Numb=Sing	fidem
scilicet	scilicet	ADV	Deg=Pos	scilicet
seruans	seruo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	seruans
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
patres	pater	NOMcom	Case=Nom|Numb=Plur	patres
Nicheani	nicheanus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	nicheani
scripserunt	scribo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	scripserunt
.	.	PUNC	MORPH=empty	.
gratulamur	gratulor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	gratulamur
.	.	PUNC	MORPH=empty	.
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
in	in	PRE	MORPH=empty	in
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
gratulamur	gratulor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	gratulamur
et	et2	CONcoo	MORPH=empty	et
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
quia	quia	CONsub	MORPH=empty	quia
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
uiuis	uiuo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2	uiuis
proposito	propositum	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	proposito
et	et2	CONcoo	MORPH=empty	et
hac	hic1	PROdem	Case=Abl|Numb=Sing	hac
fide	fides?	NOMcom	Case=Abl|Numb=Sing	fide
pollens	pollens	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	pollens
nostri	nos	PROper	Case=Gen|Numb=Sing	nostri
dignatus	dignor	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	dignatus
