form	lemma	POS	morph	treated_token
Continent	contineo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	continent
priora	prior	ADJord	Case=Acc|Numb=Plur|Deg=Comp	priora
statuta	statuo	NOMcom	Case=Acc|Numb=Plur	statuta
uenerabiles	uenerabilis	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uenerabiles
sanctimoniam	sanctimonia	NOMcom	Case=Acc|Numb=Sing	sanctimoniam
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
ecclesiasticis	ecclesiasticus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	ecclesiasticis
niti	nitor2	VER	Mood=Inf|Tense=Pres|Voice=Dep	niti
.	.	PUNC	MORPH=empty	.
satis	satis2	ADV	Deg=Pos	satis
super	super1	ADV	Deg=Pos	super
-que	que	CONcoo	MORPH=empty	-que
perspeximus	perspicio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	perspeximus
litteris	littera	NOMcom	Case=Abl|Numb=Plur	litteris
ad	ad2	PRE	MORPH=empty	ad
nostram	noster	PROpos	Case=Acc|Numb=Sing	nostram
prudentiam	prudentia	NOMcom	Case=Acc|Numb=Sing	prudentiam
datis	do	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	datis
isdem	idem	PROdem	Case=Abl|Numb=Plur	isdem
oportere	oportet	VER	Mood=Inf|Tense=Pres|Voice=Act	oportere
operam	opera	NOMcom	Case=Acc|Numb=Sing	operam
dare	do	VER	Mood=Inf|Tense=Pres|Voice=Act	dare
cum	cum3	CONsub	MORPH=empty	cum
profecto	profecto	ADV	Deg=Pos	profecto
et	et2	CONcoo	MORPH=empty	et
episcoporum	episcoporus	NOMcom	Case=Gen|Numb=Plur	episcoporum
id	is	PROdem	Case=Nom|Numb=Sing	id
officio	officium	NOMcom	Case=Abl|Numb=Sing	officio
congruat	congruo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	congruat
et	et2	CONcoo	MORPH=empty	et
salus	salus	NOMcom	Case=Nom|Numb=Sing	salus
omnium	omnis	PROind	Case=Gen|Numb=Plur	omnium
longe	longe	ADV	Deg=Pos	longe
late	late	ADV	Deg=Pos	late
-que	que	CONcoo	MORPH=empty	-que
populorum	populus?	NOMcom	Case=Gen|Numb=Plur	populorum
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
fundami	fundamis	VER	Mood=Sub|Tense=Pres|Voice=Act	fundami
-ne	ne2	CONcoo	MORPH=empty	-ne
roboretur	roboror	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	roboretur
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
res	res	NOMcom	Case=Nom|Numb=Sing	res
admonuit	admoneo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	admonuit
statuta	statuo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	statuta
rursus	rursus	ADV	Deg=Pos	rursus
existere	exsisto	VER	Mood=Inf|Tense=Pres|Voice=Act	existere
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
enim	enim2	CONcoo	MORPH=empty	enim
aliquis	aliquis	PROind	Case=Nom|Numb=Sing	aliquis
definita	definio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	definita
geminari	gemino	VER	Mood=Inf|Tense=Pres|Voice=Pass	geminari
superfluum	superfluus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	superfluum
iudicabit	iudico	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	iudicabit
cum	cum3	CONsub	MORPH=empty	cum
crebra	creber	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	crebra
consueuerit	consuesco	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	consueuerit
admonitio	admonitio	NOMcom	Case=Nom|Numb=Sing	admonitio
augere	augeo	VER	Mood=Inf|Tense=Pres|Voice=Act	augere
cumulum	cumulus	NOMcom	Case=Acc|Numb=Sing	cumulum
diligentiae	diligentia	NOMcom	Case=Gen|Numb=Sing	diligentiae
.	.	PUNC	MORPH=empty	.
his	hic1	PROdem	Case=Abl|Numb=Plur	his
ita	ita	ADV	Deg=Pos	ita
se	sui1	PROref	Case=Acc|Numb=Sing	se
habentibus	habeo	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	habentibus
de	de	PRE	MORPH=empty	de
fide	fides?	NOMcom	Case=Abl|Numb=Sing	fide
atque	atque1	CONcoo	MORPH=empty	atque
unitate	unitas	NOMcom	Case=Abl|Numb=Sing	unitate
tractari	tracto	VER	Mood=Inf|Tense=Pres|Voice=Pass	tractari
debere	debeo	VER	Mood=Inf|Tense=Pres|Voice=Act	debere
cognoscat	cognosco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	cognoscat
sinceritas	sinceritas	NOMcom	Case=Nom|Numb=Sing	sinceritas
uestra	uester	PROpos	Case=Acc|Numb=Sing	uestra
et	et2	CONcoo	MORPH=empty	et
operam	opera	NOMcom	Case=Acc|Numb=Sing	operam
dari	do	VER	Mood=Inf|Tense=Pres|Voice=Pass	dari
ut	ut4	CONsub	MORPH=empty	ut
ecclesiasticis	ecclesiasticus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	ecclesiasticis
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
ordo	ordo	NOMcom	Case=Nom|Numb=Sing	ordo
conpetens	competens	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	conpetens
praebeatur	praebeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	praebeatur
.	.	PUNC	MORPH=empty	.
discurret	discurro	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	discurret
namque	namque	CONcoo	MORPH=empty	namque
cunctorum	cunctus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	cunctorum
prosperitas	prosperitas	NOMcom	Case=Nom|Numb=Sing	prosperitas
ubique	ubique	ADV	Deg=Pos	ubique
populorum	populus?	NOMcom	Case=Gen|Numb=Plur	populorum
et	et2	CONcoo	MORPH=empty	et
concordia	concordia	NOMcom	Case=Nom|Numb=Sing	concordia
fida	fidus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	fida
seruabitur	seruo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3	seruabitur
cum	cum3	CONsub	MORPH=empty	cum
penitus	penitus2	ADV	Deg=Pos	penitus
amputatis	amputo	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	amputatis
de	de	PRE	MORPH=empty	de
huiusmodi	huiusmodi	ADV	Deg=Pos	huiusmodi
quaestionibus	quaestio	NOMcom	Case=Abl|Numb=Plur	quaestionibus
cunctis	cunctus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	cunctis
sectanda	sector2	VER	Case=Acc|Numb=Plur|Mood=Adj|Voice=Dep	sectanda
commouerit	commoueo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	commouerit
.	.	PUNC	MORPH=empty	.
Res	res	NOMcom	Case=Nom|Numb=Sing	res
ista	iste	PROdem	Case=Nom|Numb=Sing	ista
non	non	ADVneg	MORPH=empty	non
