form	lemma	POS	morph	treated_token
Dilectissimis	dilectus2	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	dilectissimis
fratribus	frater	NOMcom	Case=Abl|Numb=Plur	fratribus
Ursatio	arsatio	NOMcom	Case=Nom|Numb=Sing	vrsatio
Ualenti	aalens	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	valenti
Magdonio	magdonium	NOMcom	Case=Abl|Numb=Sing	magdonio
Megasio	megasio	NOMcom	Case=Nom|Numb=Sing	megasio
Germinio	germinius	ADJqua	Case=Abl|Numb=Sing	germinio
Gaio	gaius	NOMcom	Case=Abl|Numb=Sing	gaio
Iustino	iustinus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	iustino
Optato	optatus	ADJqua	Case=Abl|Numb=Sing	optato
Marciali	marcialis	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	marciali
et	et2	CONcoo	MORPH=empty	et
certeris	certus	NOMcom	Case=Gen|Numb=Sing	certeris
Ariminensis	ariminensis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	ariminensis
synodi	synodus	NOMcom	Case=Dat|Numb=Sing	synodi
legatis	legatus	NOMcom	Case=Dat|Numb=Plur	legatis
Siluanus	siluanus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	siluanus
Sofronius	sofroniter	ADJqua	Deg=Comp	sofronius
Nec	nec2	CONcoo	MORPH=empty	nec
Erodianus	erodianus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	erodianus
Patritiu	patritius	NOMcom	Case=Nom|Numb=Sing	patritiu
Helpidius	helpide	ADV	Deg=Comp	helpidius
Theophilus	theophilus	NOMcom	Case=Nom|Numb=Sing	theophilus
Theodorus	theodorus	NOMcom	Case=Nom|Numb=Sing	theodorus
Eumatius	eumate	ADV	Deg=Comp	eumatius
Didimio	didimium	NOMcom	Case=Abl|Numb=Sing	didimio
-ne	ne2	CONcoo	MORPH=empty	-ne
Ecdicius	ecdiciter	ADV	Deg=Comp	ecdicius
Arsenius	arsene	ADV	Deg=Comp	arsenius
Passinicus	passinicus	NOMcom	Case=Nom|Numb=Sing	passinicus
Ualentinus	palentinus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	valentinus
Eucarpius	eucarpus	NOMcom	Case=Nom|Numb=Sing	eucarpius
Leontius	leontiter	ADV	Deg=Comp	leontius
Eortasius	eortase	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	eortasius
et	et2	CONcoo	MORPH=empty	et
Macarius	macarius	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	macarius
in	in	PRE	MORPH=empty	in
domino	dominus	NOMcom	Case=Abl|Numb=Sing	domino
salutem	salus	NOMcom	Case=Acc|Numb=Sing	salutem
.	.	PUNC	MORPH=empty	.
Unitati	initor	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Dep	vnitati
nos	nos	PROper	Case=Nom|Numb=Plur	nos
et	et2	CONcoo	MORPH=empty	et
uerae	uerus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	uerae
paci	pax	NOMcom	Case=Dat|Numb=Sing	paci
studentes	studeo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	studentes
et	et2	CONcoo	MORPH=empty	et
ex	ex	PRE	MORPH=empty	ex
synodi	synodis	NOMcom	Case=Abl|Numb=Plur	synodi
mandato	mandatum	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	mandato
heresi	heresus	NOMcom	Case=Nom|Numb=Plur	heresi
renitentes	reniteo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	renitentes
manifesta	manifestus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	manifesta
fieri	fio	VER	Mood=Inf|Tense=Pres|Voice=Act	fieri
uobis	uos	PROper	Case=Dat|Numb=Plur	uobis
ca	ca	NOMcom	Numb=Plur	ca
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
circa	circa2	PRE	MORPH=empty	circa
ecclesiam	ecclesius	NOMcom	Case=Acc|Numb=Sing	ecclesiam
aguntur	ago	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	aguntur
iustum	iustus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	iustum
putauimus	puto	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	putauimus
ne	ne4	CONsub	MORPH=empty	ne
ignoratio	ignoratio	NOMcom	Case=Nom|Numb=Sing	ignoratio
uos	uos	PROper	Case=Nom|Numb=Plur	uos
socios	socius1	NOMcom	Case=Acc|Numb=Plur	socios
tantae	tantus	PROdem	Case=Gen|Numb=Sing	tantae
impietatis	impietas	NOMcom	Case=Gen|Numb=Sing	impietatis
efficeret	efficio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	efficeret
