form	lemma	POS	morph	treated_token
Uos	is	NOMcom	Case=Nom|Numb=Plur	vos
autem	autem	CONcoo	MORPH=empty	autem
transibitis	transeo1	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	transibitis
expediti	expeditus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	expediti
priores	prior	ADJord	Case=Nom|Numb=Plur|Deg=Comp	priores
fratribus	frater	NOMcom	Case=Dat|Numb=Plur	fratribus
uestris	uester	PROpos	Case=Abl|Numb=Plur	uestris
omnis	omnis	PROind	Case=Nom|Numb=Plur	omnis
fortis	fortis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	fortis
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
omnis	omnis	PROind	Case=Nom|Numb=Sing	omnis
quicumque	quicumque1	PROrel	Case=Nom|Numb=Sing	quicumque
in	in	PRE	MORPH=empty	in
uobis	uos	PROper	Case=Abl|Numb=Plur	uobis
fortis	fortis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	fortis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
Ut	et2	CONcoo	MORPH=empty	vt
sciatis	scio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2	sciatis
uiam	uia	NOMcom	Case=Acc|Numb=Sing	uiam
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
ibitis	eo1	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	ibitis
eam	is	PROdem	Case=Acc|Numb=Sing	eam
plenum	plenus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	plenum
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
etiam	etiam	ADV	Deg=Pos	etiam
si	si2	CONsub	MORPH=empty	si
non	non	ADVneg	MORPH=empty	non
haberet	habeo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	haberet
eam	is	PROdem	Case=Acc|Numb=Sing	eam
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
factum	facio	VER	Case=Nom|Numb=Sing|Tense=Perf|Voice=Pass	factum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
cum	cum3	CONsub	MORPH=empty	cum
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
Iesus	iesum	VER	Case=Nom|Numb=Sing|Mood=Par|Voice=Pass	iesus
in	in	PRE	MORPH=empty	in
Iericho	ierichus	NOMcom	Case=Abl|Numb=Sing	iericho
