form	lemma	POS	morph	treated_token
Homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
ex	ex	PRE	MORPH=empty	ex
uobis	uos	PROper	Case=Abl|Numb=Plur	uobis
si	si2	CONsub	MORPH=empty	si
obtulerit	offero	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	obtulerit
dona	donum	NOMcom	Case=Acc|Numb=Plur	dona
domino	dominus	NOMcom	Case=Dat|Numb=Sing	domino
a	ab	PRE	MORPH=empty	a
pecoribus	pecus?	NOMcom	Case=Abl|Numb=Plur	pecoribus
a	ab	PRE	MORPH=empty	a
bubus	bos	NOMcom	Case=Abl|Numb=Plur	bubus
et	et2	CONcoo	MORPH=empty	et
ab	ab	PRE	MORPH=empty	ab
ouibus	ouis	NOMcom	Case=Abl|Numb=Plur	ouibus
offeretis	offero	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	offeretis
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
si	si2	CONsub	MORPH=empty	si
a	ab	PRE	MORPH=empty	a
pecoribus	pecus?	NOMcom	Case=Abl|Numb=Plur	pecoribus
offeretis	offero	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	offeretis
a	ab	PRE	MORPH=empty	a
bubus	bos	NOMcom	Case=Abl|Numb=Plur	bubus
ab	ab	PRE	MORPH=empty	ab
ouibus	ouis	NOMcom	Case=Abl|Numb=Plur	ouibus
offeretis	offero	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	offeretis
.	.	PUNC	MORPH=empty	.
ouium	ouis	NOMcom	Case=Gen|Numb=Plur	ouium
nomine	nomen	NOMcom	Case=Abl|Numb=Sing	nomine
etiam	etiam	ADV	Deg=Pos	etiam
caprarum	capra	NOMcom	Case=Gen|Numb=Plur	caprarum
genus	genus?	NOMcom	Case=Nom|Numb=Sing	genus
inclusit	includo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	inclusit
sicut	sicut1	ADVrel	MORPH=empty	sicut
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
aliis	alius	PROind	Case=Abl|Numb=Plur	aliis
locis	locus	NOMcom	Case=Abl|Numb=Plur	locis
solet	soleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	solet
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
confringes	confringo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2	confringes
ea	is	PROdem	Case=Acc|Numb=Plur	ea
fragmenta	fragmentum	NOMcom	Case=Acc|Numb=Plur	fragmenta
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
confringendo	confringo	VER	Case=Dat|Numb=Sing|Mood=Ger|Voice=Act	confringendo
facies	facies	NOMcom	Case=Nom|Numb=Sing	facies
ea	is	PROdem	Case=Nom|Numb=Plur	ea
fragmenta	fragmentum	NOMcom	Case=Acc|Numb=Plur	fragmenta
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
cognitum	cognosco	VER	Case=Nom|Numb=Sing|Voice=Pass	cognitum
ei	is	PROdem	Case=Dat|Numb=Sing	ei
fuerit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	fuerit
peccatum	peccatum	NOMcom	Case=Nom|Numb=Sing	peccatum
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
peccauit	pecco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	peccauit
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
.	.	PUNC	MORPH=empty	.
duo	duo	ADJcar	Case=Nom|Numb=Plur	duo
modi	modus	NOMcom	Case=Gen|Numb=Sing	modi
locutionis	locutio	NOMcom	Case=Gen|Numb=Sing	locutionis
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
notandi	noto	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	notandi
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
et	et2	CONcoo	MORPH=empty	et
peccatum	peccatum	NOMcom	Case=Acc|Numb=Sing	peccatum
peccauit	pecco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	peccauit
et	et2	CONcoo	MORPH=empty	et
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
addidit	addo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	addidit
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
enim	enim2	CONcoo	MORPH=empty	enim
nisi	nisi	CONsub	MORPH=empty	nisi
in	in	PRE	MORPH=empty	in
ipso	ipse	PROdem	Case=Abl|Numb=Sing	ipso
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
peccato	peccatum	NOMcom	Case=Abl|Numb=Sing	peccato
Si	si2	CONsub	MORPH=empty	si
autem	autem	CONcoo	MORPH=empty	autem
