form	lemma	POS	morph	treated_token
Moribus	mos	NOMcom	Case=Abl|Numb=Plur	moribus
antiquis	antiquus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	antiquis
res	res	NOMcom	Case=Nom|Numb=Sing	res
stat	sto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	stat
Romana	romanus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	romana
viris	uir	NOMcom	Case=Dat|Numb=Plur	uiris
-que	que	CONcoo	MORPH=empty	-que
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
quidem	quidem	ADV	Deg=Pos	quidem
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
versum	uersus1	NOMcom	Numb=Sing	uersum
vel	uel2	CONcoo	MORPH=empty	uel
brevitate	breuitas	NOMcom	Case=Abl|Numb=Sing	breuitate
vel	uel2	CONcoo	MORPH=empty	uel
veritate	ueritas	NOMcom	Case=Abl|Numb=Sing	ueritate
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
ex	ex	PRE	MORPH=empty	ex
oraculo	oraculum	NOMcom	Case=Abl|Numb=Sing	oraculo
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
quodam	quidam	PROind	Case=Abl|Numb=Sing	quodam
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
effatus	effor	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	effatus
videtur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	uidetur
.	.	PUNC	MORPH=empty	.
Nam	nam	CONcoo	MORPH=empty	nam
neque	neque	CONcoo	MORPH=empty	neque
viri	uir	NOMcom	Case=Nom|Numb=Plur	uiri
nisi	nisi	CONsub	MORPH=empty	nisi
ita	ita	ADV	Deg=Pos	ita
morata	moratus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos|Voice=Dep	morata
civitas	ciuitas	NOMcom	Case=Nom|Numb=Sing	ciuitas
fuisset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	fuisset
neque	neque	CONcoo	MORPH=empty	neque
mores	mos	NOMcom	Case=Nom|Numb=Plur	mores
nisi	nisi	CONsub	MORPH=empty	nisi
hi	hic1	PROdem	Case=Nom|Numb=Plur	hi
viri	uir	NOMcom	Case=Nom|Numb=Plur	uiri
praefuissent	praesum1	VER	Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	praefuissent
aut	aut	CONcoo	MORPH=empty	aut
fundare	fundo?	VER	Mood=Inf|Tense=Pres|Voice=Act	fundare
aut	aut	CONcoo	MORPH=empty	aut
tam	tam	ADV	Deg=Pos	tam
diu	diu	ADV	Deg=Pos	diu
tenere	teneo	VER	Mood=Inf|Tense=Pres|Voice=Act	tenere
potuissent	possum1	VER	Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	potuissent
tantam	tantus	PROdem	Case=Acc|Numb=Sing	tantam
