form	lemma	POS	morph	treated_token
Totam	totus	PROind	Case=Acc|Numb=Sing	totam
igitur	igitur	CONcoo	MORPH=empty	igitur
expectas	exspecto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2	expectas
prudentiam	prudentia	NOMcom	Case=Acc|Numb=Sing	prudentiam
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
rectoris	rector	NOMcom	Case=Gen|Numb=Sing	rectoris
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
ipsum	ipse	PROdem	Case=Nom|Numb=Sing	ipsum
nomen	nomen	NOMcom	Case=Nom|Numb=Sing	nomen
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
nacta	nanciscor	VER	Case=Nom|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Dep|Person=3	nacta
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ex	ex	PRE	MORPH=empty	ex
providendo	prouideo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	prouidendo
.	.	PUNC	MORPH=empty	.
Quam	quis?	PROrel	Case=Acc|Numb=Sing	quam
ob	ob	PRE	MORPH=empty	ob
rem	res	NOMcom	Case=Acc|Numb=Sing	rem
se	sui1	PROref	Case=Acc|Numb=Sing	se
comparet	comparo?	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	comparet
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
civis	ciuis	NOMcom	Case=Nom|Numb=Sing	ciuis
ita	ita	ADV	Deg=Pos	ita
necesse	necesse	ADJqua	Case=Ind|Deg=Pos	necesse
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ut	ut4	CONsub	MORPH=empty	ut
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
contra	contra2	PRE	MORPH=empty	contra
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
statum	status1	NOMcom	Case=Acc|Numb=Sing	statum
civitatis	ciuitas	NOMcom	Case=Gen|Numb=Sing	ciuitatis
permovent	permoueo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	permouent
semper	semper	ADV	Deg=Pos	semper
armatus	armatus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	armatus
.	.	PUNC	MORPH=empty	.
Ea	is	PROdem	Case=Nom|Numb=Sing	ea
-que	que	CONcoo	MORPH=empty	-que
dissensio	dissensio	NOMcom	Case=Nom|Numb=Sing	dissensio
civium	ciuis	NOMcom	Case=Gen|Numb=Plur	ciuium
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
seorsum	seorsum1	ADV	Deg=Pos	seorsum
eunt	eo1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	eunt
alii	alius	PROind	Case=Nom|Numb=Plur	alii
ad	ad2	PRE	MORPH=empty	ad
alios	alius	PROind	Case=Acc|Numb=Plur	alios
seditio	seditio	NOMcom	Case=Nom|Numb=Sing	seditio
dicitur	dico?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	dicitur
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
vero	uero3	ADV	Deg=Pos	uero
in	in	PRE	MORPH=empty	in
dissensio	dissensio	NOMcom	Case=Nom|Numb=Sing	dissensio
-ne	ne2	CONcoo	MORPH=empty	-ne
civili	ciuilis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	ciuili
cum	cum3	CONsub	MORPH=empty	cum
boni	boni	NOMcom	Case=Nom|Numb=Plur	boni
plus	multum2	ADV	Deg=Comp	plus
quam	quam1	ADVrel	MORPH=empty	quam
multi	multi	NOMcom	Case=Nom|Numb=Plur|Deg=Pos	multi
