form	lemma	POS	morph	treated_token
nec	nec2	CONcoo	MORPH=empty	nec
doctissimis	doctus	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	doctissimis
.	.	PUNC	MORPH=empty	.
Manium	manes	NOMcom	Case=Gen|Numb=Sing	manium
Persium	persium	NOMcom	Case=Acc|Numb=Sing	persium
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
legere	lego?	VER	Mood=Inf|Tense=Pres|Voice=Act	legere
nolo	nolo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	nolo
Iunium	iunium	NOMcom	Case=Acc|Numb=Sing	iunium
Congum	congus	NOMcom	Case=Acc|Numb=Sing	congum
volo	uolo?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	uolo
.	.	PUNC	MORPH=empty	.
Sic	sic	ADV	Deg=Pos	sic
quoniam	quoniam	CONsub	MORPH=empty	quoniam
plura	multus	ADJqua	Case=Acc|Numb=Plur|Deg=Comp	plura
beneficia	beneficium	NOMcom	Case=Acc|Numb=Plur	beneficia
continet	contineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	continet
patria	patria	NOMcom	Case=Nom|Numb=Sing	patria
et	et2	CONcoo	MORPH=empty	et
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
antiquior	antiquus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	antiquior
parens	parens1	NOMcom	Case=Nom|Numb=Sing	parens
quam	quam1	ADVrel	MORPH=empty	quam
is	is	PROdem	Case=Nom|Numb=Sing	is
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
creavit	creo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	creauit
maior	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	maior
ei	is	PROdem	Case=Dat|Numb=Sing	ei
profecto	profecto	ADV	Deg=Pos	profecto
quam	quam1	ADVrel	MORPH=empty	quam
parenti	parens1	NOMcom	Case=Dat|Numb=Sing	parenti
debetur	debeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	debetur
gratia	gratia	NOMcom	Case=Nom|Numb=Sing	gratia
.	.	PUNC	MORPH=empty	.
Nec	nec2	CONcoo	MORPH=empty	nec
tantum	tantum2	ADV	Deg=Pos	tantum
Karthago	carthago	NOMcom	Case=Nom|Numb=Sing	karthago
habuisset	habeo	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	habuisset
opum	ops	NOMcom	Case=Gen|Numb=Plur	opum
sescentos	sescenti	ADJcar	Case=Acc|Numb=Plur	sescentos
fere	fere	ADV	Deg=Pos	fere
annos	annus	NOMcom	Case=Acc|Numb=Plur	annos
sine	sine	PRE	MORPH=empty	sine
consiliis	consilium	NOMcom	Case=Abl|Numb=Plur	consiliis
et	et2	CONcoo	MORPH=empty	et
disciplina	disciplina	NOMcom	Case=Abl|Numb=Sing	disciplina
.	.	PUNC	MORPH=empty	.
Cognoscere	cognosco	VER	Mood=Inf|Tense=Pres|Voice=Act	cognoscere
mehercule	mehercule	INJ	MORPH=empty	mehercule
inquit	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inquit
consuetudinem	consuetudo	NOMcom	Case=Acc|Numb=Sing	consuetudinem
istam	iste	PROdem	Case=Acc|Numb=Sing	istam
et	et2	CONcoo	MORPH=empty	et
studium	studium	NOMcom	Case=Acc|Numb=Sing	studium
sermonis	sermo	NOMcom	Case=Gen|Numb=Sing	sermonis
.	.	PUNC	MORPH=empty	.
Profecto	profecto	ADV	Deg=Pos	profecto
omnis	omnis	PROind	Case=Nom|Numb=Sing	omnis
istorum	iste	PROdem	Case=Gen|Numb=Plur	istorum
disputatio	disputatio	NOMcom	Case=Nom|Numb=Sing	disputatio
quamquam	quamquam2	CONsub	MORPH=empty	quamquam
uberrimos	uber2	ADJqua	Case=Acc|Numb=Plur|Deg=Sup	uberrimos
fontes	fons	NOMcom	Case=Acc|Numb=Plur	fontes
virtutis	uirtus	NOMcom	Case=Gen|Numb=Sing	uirtutis
et	et2	CONcoo	MORPH=empty	et
scientiae	scientia	NOMcom	Case=Gen|Numb=Sing	scientiae
continet	contineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	continet
tamen	tamen	ADV	Deg=Pos	tamen
collata	confero	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	collata
cum	cum2	PRE	MORPH=empty	cum
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
actis	actum	NOMcom	Case=Abl|Numb=Plur	actis
perfectis	perficio	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	perfectis
-que	que	CONcoo	MORPH=empty	-que
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
vereor	uereor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	uereor
ne	ne4	CONsub	MORPH=empty	ne
non	non	ADVneg	MORPH=empty	non
tantum	tantum2	ADV	Deg=Pos	tantum
videatur	uideo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	uideatur
attulisse	affero	VER	Mood=Inf|Tense=Perf|Voice=Act	attulisse
negotii	negotium	NOMcom	Case=Gen|Numb=Sing	negotii
hominibus	homo	NOMcom	Case=Dat|Numb=Plur	hominibus
quantam	quantus2	PROint	Case=Acc|Numb=Sing	quantam
oblectationem	oblectatio	NOMcom	Case=Acc|Numb=Sing	oblectationem
.	.	PUNC	MORPH=empty	.
A	ab	INJ	MORPH=empty	a
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
isti	iste	PROdem	Case=Nom|Numb=Plur	isti
avocabant	auoco	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	auocabant
.	.	PUNC	MORPH=empty	.
