form	lemma	POS	morph	treated_token
Talia	talis	PROdem	Case=Acc|Numb=Plur	talia
mente	mens	NOMcom	Case=Abl|Numb=Sing	mente
gerens	gero	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	gerens
uentura	uenio	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Fut|Voice=Act	uentura
-que	que	CONcoo	MORPH=empty	-que
saecula	saeculum	NOMcom	Case=Acc|Numb=Plur	saecula
cernens	cerno	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	cernens
non	non	ADVneg	MORPH=empty	non
prius	prius	ADJadv.ord	Deg=Comp	prius
officii	officium	NOMcom	Case=Gen|Numb=Sing	officii
quicquam	quisquam	PROind	Case=Acc|Numb=Sing	quicquam
mortalis	mortalis1	NOMcom	Case=Acc|Numb=Sing	mortalis
inire	ineo1	VER	Mood=Inf|Tense=Pres|Voice=Act	inire
prisca	priscus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	prisca
Noe	no	NOMcom	Numb=Sing	noe
quam	quam1	ADVrel	MORPH=empty	quam
sacra	sacrum	NOMcom	Case=Acc|Numb=Plur	sacra
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
grates	grates	NOMcom	Case=Acc|Numb=Plur	grates
-que	que	CONcoo	MORPH=empty	-que
rependat	rependo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	rependat
constituit	constituo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	constituit
.	.	PUNC	MORPH=empty	.
niueo	niueus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	niueo
surgunt	surgo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	surgunt
altaria	altar	NOMcom	Case=Nom|Numb=Plur	altaria
saxo	saxum	NOMcom	Case=Abl|Numb=Sing	saxo
nulla	nullus	PROind	Case=Nom|Numb=Plur	nulla
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
saeptis	saepio	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	saeptis
cum	cum3	CONsub	MORPH=empty	cum
se	sui1	PROref	Case=Acc|Numb=Sing	se
circumdaret	circumdo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	circumdaret
aedes	aedes	NOMcom	Case=Nom|Numb=Plur	aedes
undique	undique	ADV	Deg=Pos	undique
diffusi	diffundo2	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	diffusi
conuexo	conuexus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	conuexo
tramite	trames	NOMcom	Case=Abl|Numb=Sing	tramite
caeli	caelum?	NOMcom	Case=Gen|Numb=Sing	caeli
templum	templum	NOMcom	Case=Nom|Numb=Sing	templum
mundus	mundus1	NOMcom	Case=Nom|Numb=Sing	mundus
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
.	.	PUNC	MORPH=empty	.
septenis	septenus	ADJdis	Case=Abl|Numb=Plur	septenis
hostia	hostia	NOMcom	Case=Nom|Numb=Sing	hostia
praeceps	praeceps2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	praeceps
affluit	affluo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	affluit
e	ex	PRE	MORPH=empty	e
gregibus	grex	NOMcom	Case=Abl|Numb=Plur	gregibus
mollis	mollis	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	mollis
quos	qui1	PROrel	Case=Acc|Numb=Plur	quos
sustinet	sustineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sustinet
aer	aer	NOMcom	Case=Nom|Numb=Sing	aer
quos	qui1	PROrel	Case=Acc|Numb=Plur	quos
generat	genero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	generat
terrae	terra	NOMcom	Case=Nom|Numb=Sing	terrae
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
.	.	PUNC	MORPH=empty	.
sternuntur	sterno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	sternuntur
Eois	is	PROdem	Case=Abl|Numb=Plur	eois
aut	aut	CONcoo	MORPH=empty	aut
Arabum	ara	NOMcom	Case=Gen|Numb=Plur	arabum
siluis	silua	NOMcom	Case=Abl|Numb=Plur	siluis
.	.	PUNC	MORPH=empty	.
ignis	ignis	NOMcom	Case=Nom|Numb=Sing	ignis
demissus	demissus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	demissus
Olympo	olympus	NOMcom	Case=Abl|Numb=Sing	olympo
libat	libo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	libat
odoratos	odoratus2	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	odoratos
quos	qui1	PROrel	Case=Acc|Numb=Plur	quos
