form	lemma	POS	morph	treated_token
ORBE	orbis	NOMcom	Case=Abl|Numb=Sing	orbe
tegor	tego	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	tegor
medio	medius	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	medio
maior	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	maior
virtute	uirtus	NOMcom	Case=Abl|Numb=Sing	uirtute
paterna	paternus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	paterna
quod	quod2	CONsub	MORPH=empty	quod
puer	puer	NOMcom	Case=Nom|Numb=Sing	puer
et	et2	CONcoo	MORPH=empty	et
regis	rex	NOMcom	Case=Gen|Numb=Sing	regis
Pyrrhus	pyrrhus	NOMcom	Case=Nom|Numb=Sing	pyrrhus
opima	opimus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	opima
tuli	fero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	tuli
.	.	PUNC	MORPH=empty	.
Impius	impius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	impius
ante	ante2	PRE	MORPH=empty	ante
aras	ara	NOMcom	Case=Acc|Numb=Plur	aras
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
fraude	fraus	NOMcom	Case=Abl|Numb=Sing	fraude
peremit	perimo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	peremit
Orestes	orestis	NOMcom	Case=Nom|Numb=Plur	orestes
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
mirum	mirus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	mirum
caesa	caedo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	caesa
iam	iam	ADV	Deg=Pos	iam
genetrice	genetrix	NOMcom	Case=Abl|Numb=Sing	genetrice
furens	furo	VER	Case=Nom|Numb=Sing|Deg=Pos|Mood=Par|Tense=Pres|Voice=Act	furens
.	.	PUNC	MORPH=empty	.
