form	lemma	POS	morph	treated_token
AIACIS	aiax	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	aiacis
tumulo	tumulus	NOMcom	Case=Abl|Numb=Sing	tumulo
pariter	pariter	ADV	Deg=Pos	pariter
tegor	tego	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	tegor
obruta	obruo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	obruta
Virtus	iirtus	NOMcom	Case=Nom|Numb=Sing	virtus
inlacrimans	illacrimo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	inlacrimans
bustis	bustum	NOMcom	Case=Abl|Numb=Plur	bustis
funeris	funus	NOMcom	Case=Gen|Numb=Sing	funeris
ipsa	ipse	PROdem	Case=Nom|Numb=Sing	ipsa
mei	meus	PROpos	Case=Gen|Numb=Sing	mei
incomptas	incomptus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	incomptas
lacerata	lacero	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	lacerata
comas	coma	NOMcom	Case=Acc|Numb=Plur	comas
quod	quod2	CONsub	Numb=Sing	quod
pravus	prauus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	prauus
Atrides	atrides	NOMcom	Case=Nom|Numb=Plur	atrides
cedere	cedo1	VER	Mood=Inf|Tense=Pres|Voice=Act	cedere
me	ego	PROper	Case=Acc|Numb=Sing	me
instructis	instruo	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	instructis
compulit	compello?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	compulit
insidiis	insidiae	NOMcom	Case=Abl|Numb=Plur	insidiis
iam	iam	ADV	Deg=Pos	iam
dabo	do	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	dabo
purpureum	purpureus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	purpureum
claro	clarus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	claro
de	de	PRE	MORPH=empty	de
sanguine	sanguis	NOMcom	Case=Abl|Numb=Sing	sanguine
florem	flos	NOMcom	Case=Acc|Numb=Sing	florem
testantem	testor	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Dep	testantem
gemitu	gemitus	NOMcom	Case=Abl|Numb=Sing	gemitu
crimina	crimen	NOMcom	Case=Acc|Numb=Plur	crimina
iudicii	iudicium	NOMcom	Case=Gen|Numb=Sing	iudicii
.	.	PUNC	MORPH=empty	.
