form	lemma	POS	morph	treated_token
CEDE	cedo1	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	cede
procul	procul	ADV	Deg=Pos	procul
myrtum	myrtus	NOMcom	Case=Acc|Numb=Sing	myrtum
-que	que	CONcoo	MORPH=empty	-que
istam	iste	PROdem	Case=Acc|Numb=Sing	istam
fuge	fugio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	fuge
nescius	nescius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	nescius
hospes	hospes	NOMcom	Case=Voc|Numb=Sing	hospes
telorum	telum	NOMcom	Case=Gen|Numb=Plur	telorum
seges	seges	NOMcom	Case=Nom|Numb=Sing	seges
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
sanguine	sanguis	NOMcom	Case=Abl|Numb=Sing	sanguine
adulta	adultus	ADJqua	Case=Abl|Numb=Sing	adulta
meo	meus	PROpos	Case=Abl|Numb=Sing	meo
.	.	PUNC	MORPH=empty	.
confixus	configo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	confixus
iaculis	iaculum	NOMcom	Case=Abl|Numb=Plur	iaculis
et	et2	CONcoo	MORPH=empty	et
ab	ab	PRE	MORPH=empty	ab
ipsa	ipse	PROdem	Case=Abl|Numb=Sing	ipsa
caede	caedes	NOMcom	Case=Abl|Numb=Sing|Voice=Act	caede
sepultus	sepelio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	sepultus
condor	condo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	condor
in	in	PRE	MORPH=empty	in
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
tumulo	tumulus	NOMcom	Case=Abl|Numb=Sing	tumulo
bis	bis	ADJadv.mul	MORPH=empty	bis
Polydorus	polydorus	NOMcom	Case=Nom|Numb=Sing	polydorus
ego	ego	PROper	Case=Nom|Numb=Sing	ego
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
pius	pius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	pius
Aeneas	aeneus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	aeneas
et	et2	CONcoo	MORPH=empty	et
tu	tu	PROper	Case=Nom|Numb=Sing	tu
rex	rex	NOMcom	Case=Voc|Numb=Sing	rex
impie	impie	ADV	Deg=Pos	impie
quod	quod2	CONsub	MORPH=empty	quod
me	ego	PROper	Case=Acc|Numb=Sing	me
Thracia	thracium	NOMcom	Case=Nom|Numb=Sing	thracia
poena	poena	NOMcom	Case=Nom|Numb=Sing	poena
premit	premo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	premit
Troia	troia	NOMcom	Case=Nom|Numb=Sing	troia
cura	cura	NOMcom	Case=Nom|Numb=Sing	cura
tegit	tego	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	tegit
