form	lemma	POS	morph	treated_token
OMNIA	omnis	PROind	Case=Nom|Numb=Plur	omnia
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
longo	longus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	longo
vitae	uita	NOMcom	Case=Gen|Numb=Sing	uitae
cupiuntur	cupio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	cupiuntur
in	in	PRE	MORPH=empty	in
aevo	aeuum	NOMcom	Case=Abl|Numb=Sing	aeuo
ante	ante1	ADV	Deg=Pos	ante
quater	quater	ADJadv.mul	MORPH=empty	quater
plenum	plenus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	plenum
consumpsit	consumo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	consumpsit
Anicia	anicium	NOMcom	Case=Nom|Numb=Plur	anicia
lustrum	lustrum?	NOMcom	Case=Acc|Numb=Sing	lustrum
.	.	PUNC	MORPH=empty	.
infans	infans2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	infans
Iactavit	iacto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	iactauit
pubes	pubes1	NOMcom	Case=Nom|Numb=Sing	pubes
et	et2	CONcoo	MORPH=empty	et
virgo	uirgo	NOMcom	Case=Nom|Numb=Sing	uirgo
adolevit	adolesco?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	adoleuit
.	.	PUNC	MORPH=empty	.
nupsit	nubo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	nupsit
concepit	concipio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	concepit
peperit	pario2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	peperit
iam	iam	ADV	Deg=Pos	iam
mater	mater	NOMcom	Case=Nom|Numb=Sing	mater
obivit	obeo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	obiuit
.	.	PUNC	MORPH=empty	.
quis	quis1	PROint	Case=Nom|Numb=Sing	quis
mortem	mors	NOMcom	Case=Acc|Numb=Sing	mortem
accuset	accuso	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	accuset
quis	quis1	PROint	Case=Nom|Numb=Sing	quis
non	non	ADVneg	MORPH=empty	non
accuset	accuso	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	accuset
in	in	PRE	MORPH=empty	in
ista	iste	PROdem	Case=Abl|Numb=Sing	ista
aetatis	aetas	NOMcom	Case=Gen|Numb=Sing	aetatis
meritis	meritum	NOMcom	Case=Abl|Numb=Plur	meritis
anus	anus?	NOMcom	Case=Nom|Numb=Sing	anus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
aetate	aetas	NOMcom	Case=Abl|Numb=Sing	aetate
puella	puella	NOMcom	Case=Abl|Numb=Sing	puella
.	.	PUNC	MORPH=empty	.
