form	lemma	POS	morph	treated_token
ME	ego	PROper	Case=Acc|Numb=Sing	me
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
et	et2	CONcoo	MORPH=empty	et
uxori	uxor	NOMcom	Case=Dat|Numb=Sing	uxori
et	et2	CONcoo	MORPH=empty	et
natis	natus1	NOMcom	Case=Dat|Numb=Plur	natis
commune	communis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	commune
sepulcrum	sepulcrum	NOMcom	Case=Acc|Numb=Sing	sepulcrum
constituit	constituo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	constituit
seras	serus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	seras
Carus	carus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	carus
ad	ad2	PRE	MORPH=empty	ad
exequias	exsequiae	NOMcom	Case=Acc|Numb=Plur	exequias
iam	iam	ADV	Deg=Pos	iam
-que	que	CONcoo	MORPH=empty	-que
diu	diu	ADV	Deg=Pos	diu
monumenta	monumentum	NOMcom	Case=Nom|Numb=Plur	monumenta
vacant	uaco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uacant
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
-que	que	CONcoo	MORPH=empty	-que
ista	iste	PROdem	Case=Nom|Numb=Sing	ista
querella	querela	NOMcom	Case=Nom|Numb=Sing	querella
longior	longus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	longior
et	et2	CONcoo	MORPH=empty	et
veniat	uenio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	ueniat
ordine	ordo	NOMcom	Case=Abl|Numb=Sing	ordine
quisque	quisque2	PROind	Case=Nom|Numb=Sing	quisque
suo	suus	PROpos.ref	Case=Abl|Numb=Sing	suo
nascendi	nascor	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Dep	nascendi
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
datus	do	VER	Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass|Person=3	datus
placidum	placidus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	placidum
-que	que	CONcoo	MORPH=empty	-que
per	per	PRE	MORPH=empty	per
aevum	aeuum	NOMcom	Case=Acc|Numb=Sing	aeuum
condatur	condo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	condatur
natu	natu	NOMcom	Case=Abl|Numb=Sing	natu
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
prior	prior	ADJord	Case=Nom|Numb=Sing|Deg=Comp	prior
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
prior	prior	ADJord	Case=Nom|Numb=Sing|Deg=Comp	prior
.	.	PUNC	MORPH=empty	.
