form	lemma	POS	morph	treated_token
NEC	nec2	CONcoo	MORPH=empty	nec
me	ego	PROper	Case=Acc|Numb=Sing	me
non	non	ADVneg	MORPH=empty	non
dignum	dignus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	dignum
titulo	titulus	NOMcom	Case=Abl|Numb=Sing	titulo
Pleuronia	pleuronia	NOMcom	Case=Nom|Numb=Sing	pleuronia
credit	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	credit
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
communis	communis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	communis
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
cum	cum3	CONsub	MORPH=empty	cum
Diomede	diomes	NOMcom	Numb=Sing	diomede
domus	domus	NOMcom	Case=Nom|Numb=Sing	domus
Euryalo	euryalus	NOMcom	Case=Abl|Numb=Sing	euryalo
et	et2	CONcoo	MORPH=empty	et
Sthenelo	sthenelus	NOMcom	Case=Abl|Numb=Sing	sthenelo
nam	nam	CONcoo	MORPH=empty	nam
tertius	tertius	ADJord	Case=Nom|Numb=Sing|Deg=Pos	tertius
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
ego	ego	PROper	Case=Nom|Numb=Sing	ego
regnum	regnum	NOMcom	Case=Acc|Numb=Sing	regnum
possedi	possideo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	possedi
de	de	PRE	MORPH=empty	de
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
nunc	nunc	ADV	Deg=Pos	nunc
satis	satis1	ADJqua	Case=Ind|Deg=Pos	satis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
tumulus	tumulus	NOMcom	Case=Nom|Numb=Sing	tumulus
.	.	PUNC	MORPH=empty	.
