form	lemma	POS	morph	treated_token
PERA	pera	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	pera
polenta	polenta	NOMcom	Case=Acc|Numb=Plur	polenta
tribo	tribo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	tribo
-ne	ne2	CONcoo	MORPH=empty	-ne
baculus	baculus	NOMcom	Case=Nom|Numb=Sing	baculus
scyphus	scyphus	NOMcom	Case=Nom|Numb=Sing	scyphus
arta	artus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	arta
supellex	supellex	NOMcom	Case=Nom|Numb=Sing	supellex
ista	iste	PROdem	Case=Nom|Numb=Sing	ista
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
Cynici	cynicus	NOMcom	Case=Gen|Numb=Sing	cynici
set	sed	CONcoo	MORPH=empty	set
putat	puto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	putat
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
nimiam	nimius	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	nimiam
.	.	PUNC	MORPH=empty	.
namque	namque	CONcoo	MORPH=empty	namque
cavis	cauus2	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	cauis
manibus	manus1	NOMcom	Case=Abl|Numb=Plur	manibus
cernens	cerno	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	cernens
potare	poto	VER	Mood=Inf|Tense=Pres|Voice=Act	potare
bubulcum	bubulcus	NOMcom	Case=Acc|Numb=Sing	bubulcum
cur	cur	ADVint	MORPH=empty	cur
scyphe	scyphus	NOMcom	Case=Nom|Numb=Sing	scyphe
te	tu	PROper	Case=Acc|Numb=Sing	te
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
gesto	gero	VER	Case=Abl|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act	gesto
supervacuum	superuacuus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	superuacuum
.	.	PUNC	MORPH=empty	.
