form	lemma	POS	morph	treated_token
Septimum	septimus	ADJord	Case=Nom|Numb=Sing|Deg=Pos	septimum
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
certamen	certamen	NOMcom	Case=Nom|Numb=Sing	certamen
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
contra	contra2	PRE	MORPH=empty	contra
spiritum	spiritus	NOMcom	Case=Acc|Numb=Sing	spiritum
quam	qui1	PROrel	MORPH=empty	quam
nos	nos	PROper	Case=Nom|Numb=Plur	nos
uanam	uanus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	uanam
siue	siue2	CONsub	MORPH=empty	siue
inanem	inanis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inanem
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing	gloriam
possumus	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	possumus
appellare	appello?	VER	Mood=Inf|Tense=Pres|Voice=Act	appellare
multiformem	multiformis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	multiformem
uarium	uarius	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	uarium
atque	atque1	CONcoo	MORPH=empty	atque
subtilem	subtilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	subtilem
ita	ita	ADV	Deg=Pos	ita
ut	ut4	CONsub	MORPH=empty	ut
quibuslibet	quilibet	PROind	Case=Abl|Numb=Plur	quibuslibet
perspicacissimis	perspicax	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	perspicacissimis
oculis	oculus	NOMcom	Case=Abl|Numb=Plur	oculis
non	non	ADVneg	MORPH=empty	non
dicam	dico?	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1	dicam
caueri	caueo	VER	Mood=Inf|Tense=Pres|Voice=Pass	caueri
sed	sed	CONcoo	MORPH=empty	sed
peruideri	peruideo	VER	Mood=Inf|Tense=Pres|Voice=Pass	peruideri
deprehendi	deprehendo	VER	Mood=Inf|Tense=Pres|Voice=Pass	deprehendi
-ue	ue	CONcoo	MORPH=empty	-ue
deprehendi	deprehendo	VER	Mood=Inf|Tense=Pres|Voice=Pass	deprehendi
-ue	ue	CONcoo	MORPH=empty	-ue
possit	possum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	possit
.	.	PUNC	MORPH=empty	.
Non	non	ADVneg	MORPH=empty	non
solum	solum2	ADV	Deg=Pos	solum
enim	enim2	CONcoo	MORPH=empty	enim
ut	ut1	ADVrel	MORPH=empty	ut
cetera	ceterus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	cetera
uitia	uitium	NOMcom	Case=Acc|Numb=Plur	uitia
in	in	PRE	MORPH=empty	in
parte	pars	NOMcom	Case=Abl|Numb=Sing	parte
carnali	carnalis	NOMcom	Case=Abl|Numb=Sing	carnali
sed	sed	CONcoo	MORPH=empty	sed
etiam	etiam	ADV	Deg=Pos	etiam
in	in	PRE	MORPH=empty	in
spiritali	spiritalis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	spiritali
monachum	monachus	NOMcom	Case=Acc|Numb=Sing	monachum
pulsat	pulso	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	pulsat
subtiliore	subtilis	ADJqua	Case=Abl|Numb=Sing|Deg=Comp	subtiliore
se	sui1	PROref	Case=Acc|Numb=Sing	se
nequitia	nequitia	NOMcom	Case=Nom|Numb=Sing	nequitia
ingerens	ingero	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	ingerens
menti	mens	NOMcom	Case=Dat|Numb=Sing	menti
ita	ita	ADV	Deg=Pos	ita
ut	ut1	ADVrel	MORPH=empty	ut
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
non	non	ADVneg	MORPH=empty	non
potuerunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	potuerunt
carnalibus	carnales	NOMcom	Case=Abl|Numb=Plur	carnalibus
uitiis	uitium	NOMcom	Case=Abl|Numb=Plur	uitiis
decipi	decipio	VER	Mood=Inf|Tense=Pres|Voice=Pass	decipi
spiritalibus	spiritalis	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	spiritalibus
successibus	successus	NOMcom	Case=Abl|Numb=Plur	successibus
acrius	acriter	ADV	Deg=Comp	acrius
saucientur	saucio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	saucientur
tanto	tanto	PROdem	Deg=Pos	tanto
-que	que	CONcoo	MORPH=empty	-que
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
perniciosior	perniciosus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	perniciosior
ad	ad2	PRE	MORPH=empty	ad
conflictum	conflictus	NOMcom	Case=Acc|Numb=Sing	conflictum
quanto	quanto1	ADVrel	MORPH=empty	quanto
obscurior	obscurus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	obscurior
ad	ad2	PRE	MORPH=empty	ad
cauendum	caueo	VER	Case=Acc|Numb=Sing|Mood=Ger|Voice=Act	cauendum
.	.	PUNC	MORPH=empty	.
omnium	omnis	PROind	Case=Gen|Numb=Plur	omnium
namque	namque	CONcoo	MORPH=empty	namque
uitiorum	uitium	NOMcom	Case=Gen|Numb=Plur	uitiorum
manifestior	manifestus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	manifestior
apertior	apertus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	apertior
-que	que	CONcoo	MORPH=empty	-que
congressus	congressus	NOMcom	Case=Nom|Numb=Sing	congressus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
unoquoque	unusquisque	PROind	Case=Abl|Numb=Sing	unoquoque
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
contradictio	contradictio	NOMcom	Case=Nom|Numb=Sing	contradictio
