form	lemma	POS	morph	treated_token
De	de	PRE	MORPH=empty	de
institutis	institutum	NOMcom	Case=Abl|Numb=Plur	institutis
ac	ac1	CONcoo	MORPH=empty	ac
regulis	regulus	NOMcom	Case=Abl|Numb=Plur	regulis
monasteriorum	monasterius	NOMcom	Case=Gen|Numb=Plur	monasteriorum
dicturi	dico?	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Fut|Voice=Act	dicturi
unde	unde1	ADVrel	MORPH=empty	unde
conpetentius	competenter	ADV	Deg=Comp	conpetentius
donante	dono	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	donante
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
quam	quam1	ADVrel	MORPH=empty	quam
ex	ex	PRE	MORPH=empty	ex
ipso	ipse	PROdem	Case=Abl|Numb=Sing	ipso
habitu	habitus1	NOMcom	Case=Abl|Numb=Sing	habitu
monachorum	monachus	NOMcom	Case=Gen|Numb=Plur	monachorum
sumemus	sumo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	sumemus
exordium	exordium	NOMcom	Case=Acc|Numb=Sing	exordium
quorum	qui1	PROrel	Case=Gen|Numb=Plur	quorum
interiorem	interior2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	interiorem
cultum	cultus1	NOMcom	Case=Acc|Numb=Sing	cultum
consequenter	consequenter	ADV	Deg=Pos	consequenter
tunc	tunc	ADV	Deg=Pos	tunc
poterimus	possum1	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	poterimus
exponere	expono	VER	Mood=Inf|Tense=Pres|Voice=Act	exponere
cum	cum3	CONsub	MORPH=empty	cum
exteriorem	exter	ADJqua	Case=Acc|Numb=Sing|Deg=Comp	exteriorem
ornatum	ornatus1	NOMcom	Case=Acc|Numb=Sing	ornatum
sub	sub	PRE	MORPH=empty	sub
oculorum	oculus	NOMcom	Case=Gen|Numb=Plur	oculorum
depinxerimus	depingo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	depinxerimus
