form	lemma	POS	morph	treated_token
Duplici	duplex	ADJmul	Case=Abl|Numb=Sing|Deg=Pos	duplici
igitur	igitur	CONcoo	MORPH=empty	igitur
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
diximus	dico?	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	diximus
cingulo	cingulum	NOMcom	Case=Abl|Numb=Sing	cingulo
Christi	christes	NOMcom	Case=Gen|Numb=Sing	christi
miles	miles	NOMcom	Case=Nom|Numb=Sing	miles
accinctus	accingo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	accinctus
interim	interim	ADV	Deg=Pos	interim
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
modus	modus	NOMcom	Case=Nom|Numb=Sing	modus
canonicarum	canonicus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	canonicarum
orationum	oratio	NOMcom	Case=Gen|Numb=Plur	orationum
psalmorum	psalmus	NOMcom	Case=Gen|Numb=Plur	psalmorum
-que	que	CONcoo	MORPH=empty	-que
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
in	in	PRE	MORPH=empty	in
partibus	pars	NOMcom	Case=Abl|Numb=Plur	partibus
Orientis	orior	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	orientis
a	ab	PRE	MORPH=empty	a
sanctis	sanctus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	sanctis
patribus	pater	NOMcom	Case=Abl|Numb=Plur	patribus
antiquitus	antiquitus	ADV	Deg=Pos	antiquitus
statutus	statuo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	statutus
agnoscat	agnosco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	agnoscat
.	.	PUNC	MORPH=empty	.
de	de	PRE	MORPH=empty	de
qualitate	qualitas	NOMcom	Case=Abl|Numb=Sing	qualitate
uero	uero4	CONcoo	MORPH=empty	uero
earum	is	PROdem	Case=Gen|Numb=Plur	earum
uel	uel2	CONcoo	MORPH=empty	uel
quemadmodum	quemadmodum1	ADVrel	MORPH=empty	quemadmodum
orare	oro	VER	Mood=Inf|Tense=Pres|Voice=Act	orare
secundum	secundum?	ADJord	MORPH=empty	secundum
apostoli	apostolium	NOMcom	Case=Gen|Numb=Sing	apostoli
sententiam	sententia	NOMcom	Case=Acc|Numb=Sing	sententiam
sine	sine	PRE	MORPH=empty	sine
intermissio	intermissio	NOMcom	Case=Abl|Numb=Sing	intermissio
-ne	ne2	CONcoo	MORPH=empty	-ne
possimus	possum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	possimus
suis	suus	PROpos.ref	Case=Abl|Numb=Plur	suis
in	in	PRE	MORPH=empty	in
locis	locus	NOMcom	Case=Abl|Numb=Plur	locis
cum	cum3	CONsub	MORPH=empty	cum
seniorum	senior	NOMcom	Case=Gen|Numb=Plur	seniorum
conlationes	collatio	NOMcom	Case=Acc|Numb=Plur	conlationes
coeperimus	coepio	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	coeperimus
exponere	expono	VER	Mood=Inf|Tense=Pres|Voice=Act	exponere
quantum	quantum1	PROrel	Case=Acc|Numb=Sing	quantum
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
donauerit	dono	VER	Numb=Sing|Mood=Sub|Tense=Fut|Voice=Act|Person=3	donauerit
proferemus	profero	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	proferemus
.	.	PUNC	MORPH=empty	.
Multos	multi	NOMcom	Case=Acc|Numb=Plur	multos
namque	namque	CONcoo	MORPH=empty	namque
per	per	PRE	MORPH=empty	per
alias	alius	PROind	Case=Acc|Numb=Plur|Deg=Pos	alias
conperimus	comperio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	conperimus
regiones	regio	NOMcom	Case=Acc|Numb=Plur	regiones
pro	pro1	PRE	MORPH=empty	pro
captu	captus	NOMcom	Case=Abl|Numb=Sing	captu
mentis	mens	NOMcom	Case=Gen|Numb=Sing	mentis
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
habentes	habeo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	habentes
quidem	quidem	ADV	Deg=Pos	quidem
ut	ut1	ADVrel	MORPH=empty	ut
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
apostolus	apostolus	NOMcom	Case=Nom|Numb=Sing	apostolus
zelum	zelum	NOMcom	Case=Acc|Numb=Sing	zelum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
sed	sed	CONcoo	MORPH=empty	sed
non	non	ADVneg	MORPH=empty	non
secundum	secundum2	PRE	MORPH=empty	secundum
scientiam	scientia	NOMcom	Case=Acc|Numb=Sing	scientiam
super	super2	PRE	MORPH=empty	super
hac	hic1	PROdem	Case=Abl|Numb=Sing	hac
re	res	NOMcom	Case=Abl|Numb=Sing	re
diuersos	diuersus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	diuersos
typos	typus	NOMcom	Case=Acc|Numb=Plur	typos
ac	ac1	CONcoo	MORPH=empty	ac
regulas	regula	NOMcom	Case=Acc|Numb=Plur	regulas
sibimet	sui1	PROref	Case=Dat|Numb=Sing	sibimet
constituisse	constituo	VER	Mood=Inf|Tense=Perf|Voice=Act	constituisse
.	.	PUNC	MORPH=empty	.
quidam	quidam	PROind	Case=Nom|Numb=Plur	quidam
enim	enim2	CONcoo	MORPH=empty	enim
uicenos	uicenus	ADJdis	Case=Acc|Numb=Plur	uicenos
seu	seu2	CONsub	MORPH=empty	seu
tricenos	tricenus	ADJdis	Case=Acc|Numb=Plur	tricenos
psalmos	psalmus	NOMcom	Case=Acc|Numb=Plur	psalmos
et	et2	CONcoo	MORPH=empty	et
hos	hic1	PROdem	Case=Acc|Numb=Plur	hos
ipsos	ipse	PROdem	Case=Acc|Numb=Plur	ipsos
antiphonarum	antiphona	NOMcom	Case=Gen|Numb=Plur	antiphonarum
protelatos	protefo	VER	Case=Acc|Numb=Plur|Mood=Inf|Tense=Perf|Voice=Pass	protelatos
melodiis	melodia	NOMcom	Case=Dat|Numb=Plur	melodiis
et	et2	CONcoo	MORPH=empty	et
adiunctio	adiunctio	NOMcom	Case=Nom|Numb=Sing	adiunctio
-ne	ne2	CONcoo	MORPH=empty	-ne
quarundam	quidam	PROind	Case=Gen|Numb=Plur	quarundam
modulationum	modulatio	NOMcom	Case=Gen|Numb=Plur	modulationum
debere	debeo	VER	Mood=Inf|Tense=Pres|Voice=Act	debere
dici	dico?	VER	Mood=Inf|Tense=Pres|Voice=Pass	dici
singulis	singulus	ADJdis	Case=Abl|Numb=Plur	singulis
noctibus	nox	NOMcom	Case=Abl|Numb=Plur	noctibus
censuerunt	censeo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	censuerunt
alii	alius	PROind	Case=Nom|Numb=Plur	alii
etiam	etiam	ADV	Deg=Pos	etiam
hunc	hic1	PROdem	Case=Acc|Numb=Sing	hunc
modum	modus	NOMcom	Case=Acc|Numb=Sing	modum
excedere	excedo1	VER	Mood=Inf|Tense=Pres|Voice=Act	excedere
temptauerunt	tento	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	temptauerunt
nonnulli	nonnullus	PROind	Case=Nom|Numb=Plur	nonnulli
decem	decem	ADJcar	Case=Ind	decem
et	et2	CONcoo	MORPH=empty	et
octo	octo	ADJcar	Case=Ind	octo
.	.	PUNC	MORPH=empty	.
atque	atque1	CONcoo	MORPH=empty	atque
in	in	PRE	MORPH=empty	in
hunc	hic1	PROdem	Case=Acc|Numb=Sing	hunc
modum	modus	NOMcom	Case=Acc|Numb=Sing	modum
di	deus	NOMcom	Case=Nom|Numb=Plur	di
uersis	uerto	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	uersis
in	in	PRE	MORPH=empty	in
locis	locus	NOMcom	Case=Abl|Numb=Plur	locis
