form	lemma	POS	morph	treated_token
De	de	PRE	MORPH=empty	de
canonico	canonicus	ADJqua	Case=Abl|Numb=Sing	canonico
modo	modo1	ADV	Case=Abl|Deg=Pos	modo
orationum	oratio	NOMcom	Case=Gen|Numb=Plur	orationum
atque	atque1	CONcoo	MORPH=empty	atque
psalmorum	psalmi	NOMcom	Case=Gen|Numb=Plur	psalmorum
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
debeat	debeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	debeat
in	in	PRE	MORPH=empty	in
diurnis	diurnus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	diurnis
conuenticulis	conuenticulum	NOMcom	Case=Abl|Numb=Plur	conuenticulis
per	per	PRE	MORPH=empty	per
monasteria	monasterium	NOMcom	Case=Acc|Numb=Plur	monasteria
custodiri	custodio	VER	Mood=Inf|Tense=Pres|Voice=Pass	custodiri
ad	ad2	PRE	MORPH=empty	ad
Institutionem	institutio	NOMcom	Case=Acc|Numb=Sing	institutionem
eius	is	PROdem	Case=Gen|Numb=Sing	eius
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
renuntiat	renuntio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	renuntiat
huic	hic1	PROdem	Case=Dat|Numb=Sing	huic
mundo	mundus1	NOMcom	Case=Dat|Numb=Sing	mundo
narrationis	narratio	NOMcom	Case=Gen|Numb=Sing	narrationis
nos	nos	PROper	Case=Acc|Numb=Plur	nos
ordine	ordo	NOMcom	Case=Abl|Numb=Sing	ordine
prouocante	prouoco	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	prouocante
transimus	transeo1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	transimus
condiciones	condicio	NOMcom	Case=Acc|Numb=Plur	condiciones
in	in	PRE	MORPH=empty	in
primis	primus	ADJord	Case=Abl|Numb=Plur|Deg=Sup	primis
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
hi	hic1	PROdem	Case=Nom|Numb=Plur	hi
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
ad	ad2	PRE	MORPH=empty	ad
deum	deus	NOMcom	Case=Acc|Numb=Plur	deum
conuerti	conuerto	VER	Mood=Inf|Tense=Pres|Voice=Pass	conuerti
cupiunt	cupio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	cupiunt
recipiantur	recipio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	recipiantur
in	in	PRE	MORPH=empty	in
coenobiis	coenobium	NOMcom	Case=Abl|Numb=Plur	coenobiis
breui	breui	ADV	Deg=Pos	breui
quantum	quantum3	ADVrel	MORPH=empty	quantum
possumus	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	possumus
studentes	studeo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	studentes
sermone	sermo	NOMcom	Case=Abl|Numb=Sing	sermone
conplecti	complector	VER	Mood=Inf|Tense=Pres|Voice=Dep	conplecti
quaedam	quidam	PROind	Case=Acc|Numb=Plur	quaedam
scilicet	scilicet	ADV	Deg=Pos	scilicet
de	de	PRE	MORPH=empty	de
Aegyptiorum	aegyptium	NOMcom	Case=Gen|Numb=Plur	aegyptiorum
quaedam	quidam	PROind	Case=Acc|Numb=Plur	quaedam
de	de	PRE	MORPH=empty	de
Tabennesiotarum	tabennesio	NOMcom	Case=Gen|Numb=Plur	tabennesiotarum
regulis	regulus	NOMcom	Case=Abl|Numb=Plur	regulis
admiscentes	admisceo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	admiscentes
quorum	qui1	PROrel	Case=Gen|Numb=Plur	quorum
Thebaide	thebais	NOMcom	Case=Abl|Numb=Sing	thebaide
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
coenobium	coenobium	NOMcom	Case=Nom|Numb=Sing	coenobium
quantum	quantum3	ADVrel	MORPH=empty	quantum
numero	numerus	NOMcom	Case=Abl|Numb=Sing	numero
populosius	populose	ADV	Deg=Comp	populosius
cunctis	cunctus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	cunctis
tanto	tantus	PROdem	Case=Abl|Numb=Sing	tanto
conuersationis	conuersatio	NOMcom	Case=Gen|Numb=Sing	conuersationis
rigore	rigor	NOMcom	Case=Abl|Numb=Sing	rigore
districtius	districte	ADV	Deg=Comp	districtius
siquidem	siquidem	CONsub	MORPH=empty	siquidem
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
plus	multum2	ADV	Deg=Comp	plus
quam	quam1	ADVrel	MORPH=empty	quam
quinque	quinque	ADJcar	Case=Ind	quinque
milia	mille	ADJcar	Case=Nom|Numb=Plur	milia
fratrum	frater	NOMcom	Case=Gen|Numb=Plur	fratrum
ab	ab	PRE	MORPH=empty	ab
