form	lemma	POS	morph	treated_token
De	de	PRE	MORPH=empty	de
nocturno	nocturnus	ADJqua	Case=Abl|Numb=Sing	nocturno
orationum	oratio	NOMcom	Case=Gen|Numb=Plur	orationum
et	et2	CONcoo	MORPH=empty	et
psalmorum	psalmus	NOMcom	Case=Gen|Numb=Plur	psalmorum
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
quinam	quisnam	PROint	Case=Nom|Numb=Sing	quinam
per	per	PRE	MORPH=empty	per
Aegyptum	aegyptus	NOMcom	Case=Acc|Numb=Sing	aegyptum
habeatur	habeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	habeatur
donante	dono	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	donante
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
quantum	quantum1	PROrel	Case=Acc|Numb=Sing	quantum
tenuitas	tenuitas	NOMcom	Case=Nom|Numb=Sing	tenuitas
ingenii	ingenium	NOMcom	Case=Gen|Numb=Sing	ingenii
nostri	noster	PROpos	Case=Gen|Numb=Sing	nostri
praeualuit	praeualeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	praeualuit
arbitror	arbitror	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	arbitror
expeditum	expeditus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	expeditum
.	.	PUNC	MORPH=empty	.
nunc	nunc	ADV	Deg=Pos	nunc
de	de	PRE	MORPH=empty	de
sollemnitatibus	sollemnitas	NOMcom	Case=Abl|Numb=Plur	sollemnitatibus
tertiae	tertius	ADJord	Case=Gen|Numb=Sing|Deg=Pos	tertiae
sextae	sextus	ADJord	Case=Gen|Numb=Sing|Deg=Pos	sextae
nonae	nonae	NOMcom	Case=Nom|Numb=Sing	nonae
-que	que	CONcoo	MORPH=empty	-que
secundum	secundum?	ADJord	MORPH=empty	secundum
regulam	regula	NOMcom	Case=Acc|Numb=Sing	regulam
monasteriorum	monasterius	NOMcom	Case=Gen|Numb=Plur	monasteriorum
Palaestinae	palaestinus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	palaestinae
uel	uel2	CONcoo	MORPH=empty	uel
Mesopotamiae	mesopotamia	NOMcom	Case=Dat|Numb=Sing	mesopotamiae
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
disserendum	dissero?	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	disserendum
ut	ut1	ADVrel	MORPH=empty	ut
praefati	praefor	ADJqua	Case=Nom|Numb=Plur|Mood=Par|Voice=Dep	praefati
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sumus
in	in	PRE	MORPH=empty	in
prologo	prologus	NOMcom	Case=Abl|Numb=Sing	prologo
perfectionem	perfectio	NOMcom	Case=Acc|Numb=Sing	perfectionem
Aegyptiorum	aegyptium	NOMcom	Case=Gen|Numb=Plur	aegyptiorum
et	et2	CONcoo	MORPH=empty	et
inimitabilem	inimitabilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inimitabilem
