form	lemma	POS	morph	treated_token
Quinto	quintus	ADJord	Case=Abl|Numb=Sing|Deg=Pos	quinto
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
certamine	certamen	NOMcom	Case=Abl|Numb=Sing	certamine
edacis	edax	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	edacis
tristitiae	tristitia	NOMcom	Case=Gen|Numb=Sing	tristitiae
stimuli	stimulus	NOMcom	Case=Nom|Numb=Plur	stimuli
retundendi	retundo	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	retundendi
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
.	.	PUNC	MORPH=empty	.
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
si	si2	CONsub	MORPH=empty	si
passim	passim	ADV	Deg=Pos	passim
per	per	PRE	MORPH=empty	per
singulos	singulus	ADJdis	Case=Acc|Numb=Plur	singulos
incursus	incursus	NOMcom	Case=Acc|Numb=Plur	incursus
incertos	incertus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	incertos
ac	ac1	CONcoo	MORPH=empty	ac
uarios	uarius	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uarios
casus	casus	NOMcom	Case=Acc|Numb=Plur	casus
obtinendi	obtineo	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	obtinendi
animam	anima	NOMcom	Case=Acc|Numb=Sing	animam
nostram	noster	PROpos	Case=Acc|Numb=Sing	nostram
habuerit	habeo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	habuerit
facultatem	facultas	NOMcom	Case=Acc|Numb=Sing	facultatem
ab	ab	PRE	MORPH=empty	ab
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
nos	nos	PROper	Case=Acc|Numb=Plur	nos
per	per	PRE	MORPH=empty	per
momenta	momentum	NOMcom	Case=Acc|Numb=Plur	momenta
singula	singulus	ADJdis	Case=Acc|Numb=Plur	singula
separat	separo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	separat
diuinae	diuinus2	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	diuinae
contemplationis	contemplatio	NOMcom	Case=Gen|Numb=Sing	contemplationis
intuitu	intuitus	NOMcom	Case=Abl|Numb=Sing	intuitu
ipsam	ipse	PROdem	Case=Acc|Numb=Sing	ipsam
-que	que	CONcoo	MORPH=empty	-que
mentem	mens	NOMcom	Case=Acc|Numb=Sing	mentem
ab	ab	PRE	MORPH=empty	ab
uniuerso	uniuersus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	uniuerso
puritatis	puritas	NOMcom	Case=Gen|Numb=Sing	puritatis
statu	status1	NOMcom	Case=Abl|Numb=Sing	statu
deiectam	deicio	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	deiectam
funditus	funditus	ADV	Deg=Pos	funditus
labefactat	labefacto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	labefactat
ac	ac1	CONcoo	MORPH=empty	ac
deprimit	deprimo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	deprimit
non	non	ADVneg	MORPH=empty	non
orationes	oratio	NOMcom	Case=Acc|Numb=Plur	orationes
eam	is	PROdem	Case=Acc|Numb=Sing	eam
explere	expleo	VER	Mood=Inf|Tense=Pres|Voice=Act	explere
cum	cum3	CONsub	MORPH=empty	cum
