form	lemma	POS	morph	treated_token
Quarto	quartus	ADJord	Case=Abl|Numb=Sing|Deg=Pos	quarto
quoque	quoque	ADV	Deg=Pos	quoque
certamine	certamen	NOMcom	Case=Abl|Numb=Sing	certamine
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
irae	ira	NOMcom	Case=Gen|Numb=Sing	irae
mortiferum	mortifer	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	mortiferum
uirus	uirus	NOMcom	Case=Nom|Numb=Sing	uirus
de	de	PRE	MORPH=empty	de
recessibus	recessus1	NOMcom	Case=Abl|Numb=Plur	recessibus
animae	anima	NOMcom	Case=Gen|Numb=Sing	animae
nostrae	noster	PROpos	Case=Nom|Numb=Sing	nostrae
funditus	funditus	ADV	Deg=Pos	funditus
eruendum	eruo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	eruendum
.	.	PUNC	MORPH=empty	.
hac	hic1	PROdem	Case=Abl|Numb=Sing	hac
enim	enim2	CONcoo	MORPH=empty	enim
in	in	PRE	MORPH=empty	in
nostris	noster	PROpos	Case=Abl|Numb=Plur	nostris
cordibus	cor	NOMcom	Case=Abl|Numb=Plur	cordibus
insidente	insideo	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	insidente
et	et2	CONcoo	MORPH=empty	et
oculum	oculus	NOMcom	Case=Acc|Numb=Sing	oculum
mentis	mens	NOMcom	Case=Gen|Numb=Sing	mentis
noxiis	noxius	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	noxiis
tenebris	tenebrae	NOMcom	Case=Abl|Numb=Plur	tenebris
obcaecante	obcaeco	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	obcaecante
nec	nec2	CONcoo	MORPH=empty	nec
iudicium	iudicium	NOMcom	Case=Acc|Numb=Sing	iudicium
rectae	rectus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	rectae
discretionis	discretio	NOMcom	Case=Gen|Numb=Sing	discretionis
adquirere	acquiro	VER	Mood=Inf|Tense=Pres|Voice=Act	adquirere
nec	nec2	CONcoo	MORPH=empty	nec
honestae	honestus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	honestae
contemplationis	contemplatio	NOMcom	Case=Gen|Numb=Sing	contemplationis
intuitum	intuitus	ADJqua	Case=Acc|Numb=Sing	intuitum
nec	nec2	CONcoo	MORPH=empty	nec
maturitatem	maturitas	NOMcom	Case=Acc|Numb=Sing	maturitatem
consilii	consilium	NOMcom	Case=Gen|Numb=Sing	consilii
possidere	possideo	VER	Mood=Inf|Tense=Pres|Voice=Act	possidere
nec	nec2	CONcoo	MORPH=empty	nec
uitae	uita	NOMcom	Case=Gen|Numb=Sing	uitae
participes	particeps2	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	participes
nec	nec2	CONcoo	MORPH=empty	nec
iustitiae	iustitia	NOMcom	Case=Gen|Numb=Sing	iustitiae
tenaces	tenax	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	tenaces
sed	sed	CONcoo	MORPH=empty	sed
ne	ne3	ADVneg	MORPH=empty	ne
spiritalis	spiritalis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	spiritalis
quidem	quidem	ADV	Deg=Pos	quidem
ac	ac1	CONcoo	MORPH=empty	ac
ueri	uerus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	ueri
luminis	lumen	NOMcom	Case=Gen|Numb=Sing	luminis
capaces	capax	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	capaces
poterimus	possum1	VER	Numb=Plur|Mood=Sub|Tense=Fut|Voice=Act|Person=1	poterimus
exsistere	exsisto	VER	Mood=Inf|Tense=Pres|Voice=Act	exsistere
quia	quia	CONsub	MORPH=empty	quia
turbatus	turbatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	turbatus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
inquit	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inquit
prae	prae2	PRE	MORPH=empty	prae
ira	ira	NOMcom	Case=Abl|Numb=Sing	ira
oculus	oculus	NOMcom	Case=Nom|Numb=Sing	oculus
meus	meus	PROpos	Case=Nom|Numb=Sing	meus
.	.	PUNC	MORPH=empty	.
nec	nec2	CONcoo	MORPH=empty	nec
