form	lemma	POS	morph	treated_token
Sextum	sextus	ADJord	Case=Nom|Numb=Sing|Deg=Pos	sextum
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
certamen	certamen	NOMcom	Case=Nom|Numb=Sing	certamen
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
Graeci	graecus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	graeci
uocant	uoco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uocant
quam	quam1	ADVrel	MORPH=empty	quam
nos	nos	PROper	Case=Nom|Numb=Plur	nos
taedium	taedium	NOMcom	Case=Acc|Numb=Sing	taedium
siue	siue2	CONsub	MORPH=empty	siue
anxietatem	anxietas	NOMcom	Case=Acc|Numb=Sing	anxietatem
cordis	cor	NOMcom	Case=Gen|Numb=Sing	cordis
possumus	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	possumus
nuncupare	nuncupo	VER	Mood=Inf|Tense=Pres|Voice=Act	nuncupare
.	.	PUNC	MORPH=empty	.
adfinis	affinis2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	adfinis
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
tristitiae	tristitia	NOMcom	Case=Gen|Numb=Sing	tristitiae
ac	ac1	CONcoo	MORPH=empty	ac
solitariis	solitarius	ADJqua	Case=Dat|Numb=Plur|Deg=Pos	solitariis
magis	magis2	ADV	Deg=Comp	magis
experta	experior	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Dep|Person=3	experta
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
heremo	heremus	NOMcom	Case=Abl|Numb=Sing	heremo
commorantibus	commoror1	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	commorantibus
infestior	infestus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	infestior
hostis	hostis	NOMcom	Case=Nom|Numb=Sing	hostis
ac	ac1	CONcoo	MORPH=empty	ac
frequens	frequens	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	frequens
maxime	magis2	ADV	Deg=Sup	maxime
circa	circa2	PRE	MORPH=empty	circa
horam	hora	NOMcom	Case=Acc|Numb=Sing	horam
sextam	sextus	ADJord	Case=Acc|Numb=Sing|Deg=Pos	sextam
monachum	monachus	NOMcom	Case=Acc|Numb=Sing	monachum
inquietans	inquieto	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	inquietans
ut	ut1	ADVrel	MORPH=empty	ut
quaedam	quidam	PROind	Case=Acc|Numb=Sing	quaedam
febris	febris	NOMcom	Case=Acc|Numb=Sing	febris
ingruens	ingruo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	ingruens
tempore	tempus?	NOMcom	Case=Abl|Numb=Sing	tempore
praestituto	praestituo	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	praestituto
