form	lemma	POS	morph	treated_token
o	o	INJ	MORPH=empty	o
ti	tu	PROper	Numb=Sing	ti
au	au	INJ	MORPH=empty	au
tarkhs	tarcha	NOMcom	Case=Voc|Numb=Sing	tarkhs
h	hu	INJ	MORPH=empty	h
a	ah	INJ	MORPH=empty	a
reth	retum	NOMcom	Case=Abl|Numb=Sing	reth
pro	pro1	PRE	MORPH=empty	pro
s	si?	PRE	Case=Abl|Numb=Sing	s
eu	eu	PROdem	Numb=Sing	eu
daimonia	daimonium	NOMcom	Case=Abl|Numb=Sing	daimonia
-ne	ne2	CONcoo	MORPH=empty	-ne
nec	nec2	CONcoo	MORPH=empty	nec
vero	uero3	ADV	Deg=Pos	uero
ego	ego	PROper	Case=Nom|Numb=Sing	ego
M	ne?	PROper	Case=Acc|Numb=Sing	m
.	.	PUNC	MORPH=empty	.
Regulum	regulus	NOMcom	Case=Acc|Numb=Sing	regulum
aerumnosum	aerumnosus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	aerumnosum
nec	nec2	CONcoo	MORPH=empty	nec
infelicem	infelix	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	infelicem
nec	nec2	CONcoo	MORPH=empty	nec
miserum	miser	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	miserum
umquam	umquam	ADV	Deg=Pos	umquam
putavi	puto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	putaui
;	;	PUNC	MORPH=empty	;
non	non	ADVneg	MORPH=empty	non
enim	enim2	CONcoo	MORPH=empty	enim
magnitudo	magnitudo	NOMcom	Case=Nom|Numb=Sing	magnitudo
animi	animus	NOMcom	Case=Gen|Numb=Sing	animi
cruciabatur	crucio	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3	cruciabatur
eius	is	PROdem	Case=Gen|Numb=Sing	eius
a	ab	PRE	MORPH=empty	a
Poenis	poena	NOMcom	Case=Abl|Numb=Plur	poenis
non	non	ADVneg	MORPH=empty	non
gravitas	grauitas	NOMcom	Case=Nom|Numb=Sing	grauitas
non	non	ADVneg	MORPH=empty	non
fides	fides?	NOMcom	Case=Nom|Numb=Sing	fides
non	non	ADVneg	MORPH=empty	non
constantia	constantia	NOMcom	Case=Nom|Numb=Sing	constantia
non	non	ADVneg	MORPH=empty	non
ulla	ullus	PROind	Case=Nom|Numb=Sing	ulla
virtus	uirtus	NOMcom	Case=Nom|Numb=Sing	uirtus
non	non	ADVneg	MORPH=empty	non
denique	denique	ADV	Deg=Pos	denique
animus	animus	NOMcom	Case=Nom|Numb=Sing	animus
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
tot	tot	PROdem	Case=Ind	tot
virtutum	uirtus	NOMcom	Case=Gen|Numb=Plur	uirtutum
praesidio	praesidium	NOMcom	Case=Abl|Numb=Sing	praesidio
tanto	tantus	PROdem	Case=Abl|Numb=Sing	tanto
-que	que	CONcoo	MORPH=empty	-que
comitatu	comitatus1	NOMcom	Case=Abl|Numb=Sing	comitatu
cum	cum3	CONsub	MORPH=empty	cum
corpus	corpus	NOMcom	Case=Nom|Numb=Sing	corpus
eius	is	PROdem	Case=Gen|Numb=Sing	eius
caperetur	capio2	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	caperetur
capi	capio2	VER	Mood=Inf|Tense=Pres|Voice=Pass	capi
certe	certe	ADV	Deg=Pos	certe
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
non	non	ADVneg	MORPH=empty	non
potuit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	potuit
.	.	PUNC	MORPH=empty	.
C	ce	PRE	MORPH=empty	c
.	.	PUNC	MORPH=empty	.
vero	uero4	CONcoo	MORPH=empty	uero
Marium	mare	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	marium
vidimus	uideo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	uidimus
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
secundis	secundus1	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	secundis
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
unus	unus	ADJcar	Case=Nom|Numb=Sing	unus
ex	ex	PRE	MORPH=empty	ex
fortunatis	fortunatus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	fortunatis
hominibus	homo	NOMcom	Case=Abl|Numb=Plur	hominibus
adversis	aduersus1	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	aduersis
unus	unus	ADJcar	Case=Nom|Numb=Sing	unus
ex	ex	PRE	MORPH=empty	ex
summis	superus	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	summis
viris	uir	NOMcom	Case=Abl|Numb=Plur	uiris
videbatur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3	uidebatur
quo	qui1	PROrel	Numb=Sing	quo
beatius	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	beatius
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
mortali	mortalis2	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	mortali
nihil	nihil	PROind	Case=Ind	nihil
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
.	.	PUNC	MORPH=empty	.
nescis	nescio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2	nescis
insane	insanus	ADJqua	Case=Voc|Numb=Sing|Deg=Pos	insane
nescis	nescio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2	nescis
quantas	quantus2	PROint	Case=Acc|Numb=Plur	quantas
viris	uis	NOMcom	Case=Acc|Numb=Plur	uiris
virtus	uirtus	NOMcom	Case=Nom|Numb=Sing	uirtus
habeat	habeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	habeat
;	;	PUNC	MORPH=empty	;
nomen	nomen	NOMcom	Case=Acc|Numb=Sing	nomen
tantum	tantum1	PROdem	Case=Acc|Numb=Sing	tantum
virtutis	uirtus	NOMcom	Case=Gen|Numb=Sing	uirtutis
usurpas	usurpo	NOMcom	Numb=Sing|Tense=Pres|Voice=Act	usurpas
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
ipsa	ipse	PROdem	Case=Nom|Numb=Sing	ipsa
valeat	ualeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	ualeat
