form	lemma	POS	morph	treated_token
o	o	INJ	MORPH=empty	o
ti	tu	PROper	Numb=Sing	ti
i	eo1	VER	Numb=Sing|Mood=Imp|Tense=Pres|Person=2	i
sa	sum?	NOMcom	Case=Nom|Numb=Sing	sa
ta	ta	NOMcom	Numb=Sing	ta
a	ab	PRE	MORPH=empty	a
marthmata	marthmata	NOMcom	Case=Abl|Numb=Sing	marthmata
kai	caus	NOMcom	Case=Gen|Numb=Sing	kai
ta	ta	ADV	Numb=Sing	ta
katorqwmata	cator	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	katorqwmata
parva	paruus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	parua
inquit	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inquit
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
res	res	NOMcom	Case=Nom|Numb=Sing	res
.	.	PUNC	MORPH=empty	.
at	at2	CONcoo	MORPH=empty	at
magna	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	magna
culpa	culpa	NOMcom	Case=Abl|Numb=Sing	culpa
;	;	PUNC	MORPH=empty	;
nec	nec2	CONcoo	MORPH=empty	nec
enim	enim2	CONcoo	MORPH=empty	enim
peccata	peccatum	NOMcom	Case=Nom|Numb=Plur	peccata
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
eventis	euentum	NOMcom	Case=Abl|Numb=Plur	euentis
sed	sed	CONcoo	MORPH=empty	sed
vitiis	uitium	NOMcom	Case=Abl|Numb=Plur	uitiis
hominum	homo	NOMcom	Case=Gen|Numb=Plur	hominum
metienda	metior	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Dep	metienda
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
in	in	PRE	MORPH=empty	in
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
peccatur	pecco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	peccatur
id	is	PROdem	Case=Nom|Numb=Sing	id
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
aliud	alius	PROind	Case=Nom|Numb=Sing	aliud
alio	alius	PROind	Case=Abl	alio
maius	magnus	ADJqua	Case=Acc|Numb=Sing|Deg=Comp	maius
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
aut	aut	CONcoo	MORPH=empty	aut
minus	paruus?	ADV	Deg=Comp	minus
ipsum	ipse	PROdem	Case=Nom|Numb=Sing	ipsum
quidem	quidem	ADV	Deg=Pos	quidem
illud	ille	PROdem	Case=Acc|Numb=Sing	illud
peccare	pecco	VER	Mood=Inf|Tense=Pres|Voice=Act	peccare
quoquo	quoquo	ADVrel	MORPH=empty	quoquo
verteris	uerto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	uerteris
unum	unus	ADJcar	Case=Nom|Numb=Sing	unum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
auri	aurum	NOMcom	Case=Gen|Numb=Sing	auri
navem	nauis	NOMcom	Case=Acc|Numb=Sing	nauem
evertat	euerto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	euertat
gubernator	gubernator	NOMcom	Case=Nom|Numb=Sing	gubernator
an	an	ADVint	MORPH=empty	an
paleae	palea	NOMcom	Case=Gen|Numb=Sing	paleae
in	in	PRE	MORPH=empty	in
re	res	NOMcom	Case=Abl|Numb=Sing	re
aliquantum	aliquantum1	PROind	Case=Nom|Numb=Sing	aliquantum
in	in	PRE	MORPH=empty	in
gubernatoris	gubernator	NOMcom	Case=Gen|Numb=Sing	gubernatoris
inscitia	inscitia	NOMcom	Case=Nom|Numb=Sing	inscitia
nihil	nihil	PROind	Case=Ind	nihil
interest	intersum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	interest
.	.	PUNC	MORPH=empty	.
lapsa	labor2	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	lapsa
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
lubido	libido	NOMcom	Case=Nom|Numb=Sing	lubido
in	in	PRE	MORPH=empty	in
muliere	mulier	NOMcom	Case=Abl|Numb=Sing	muliere
ignota	ignotus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	ignota
dolor	dolor	NOMcom	Case=Nom|Numb=Sing	dolor
ad	ad2	PRE	MORPH=empty	ad
pauciores	paucus	ADJqua	Case=Acc|Numb=Plur|Deg=Comp	pauciores
pertinet	pertineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	pertinet
quam	quam1	ADVrel	MORPH=empty	quam
si	si2	CONsub	MORPH=empty	si
petulans	petulans	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	petulans
fuisset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	fuisset
in	in	PRE	MORPH=empty	in
aliqua	aliquis	PROind	Case=Abl|Numb=Sing	aliqua
generosa	generosus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	generosa
ac	ac1	CONcoo	MORPH=empty	ac
nobili	nobilis2	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	nobili
virgi	uirgus	NOMcom	Case=Gen|Numb=Sing	uirgi
-ne	ne2	CONcoo	MORPH=empty	-ne
;	;	PUNC	MORPH=empty	;
peccavit	pecco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	peccauit
vero	uero4	CONcoo	Deg=Pos	uero
nihilo	nihilum	NOMcom	Case=Abl|Numb=Sing	nihilo
minus	parum2	ADV	Deg=Comp	minus
si	si2	CONsub	MORPH=empty	si
quidem	quidem	ADV	Deg=Pos	quidem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
peccare	pecco	VER	Mood=Inf|Tense=Pres|Voice=Act	peccare
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
transire	transeo1	VER	Mood=Inf|Tense=Pres|Voice=Act	transire
lineas	linea	NOMcom	Case=Acc|Numb=Plur|Mood=Sub	lineas
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
cum	cum3	CONsub	MORPH=empty	cum
feceris	facio	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=2	feceris
culpa	culpa	NOMcom	Case=Nom|Numb=Sing	culpa
