form	lemma	POS	morph	treated_token
Animadverti	animaduerto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	animaduerti
Brute	brute	ADV	Deg=Pos	brute
saepe	saepe	ADV	Deg=Pos	saepe
Catonem	cato	NOMcom	Case=Acc|Numb=Sing	catonem
avunculum	auunculus	NOMcom	Case=Acc|Numb=Sing	auunculum
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
cum	cum3	CONsub	MORPH=empty	cum
in	in	PRE	MORPH=empty	in
senatu	senatus	NOMcom	Case=Abl|Numb=Sing	senatu
sententiam	sententia	NOMcom	Case=Acc|Numb=Sing	sententiam
diceret	dico?	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	diceret
locos	locus	NOMcom	Case=Acc|Numb=Plur	locos
gravis	grauis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	grauis
ex	ex	PRE	MORPH=empty	ex
philosophia	philosophia	NOMcom	Case=Abl|Numb=Sing	philosophia
tractare	tracto	VER	Mood=Inf|Tense=Pres|Voice=Act	tractare
abhorrentis	abhorreo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	abhorrentis
ab	ab	PRE	MORPH=empty	ab
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
usu	usus	NOMcom	Case=Abl|Numb=Sing	usu
forensi	forensis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	forensi
et	et2	CONcoo	MORPH=empty	et
publico	publicus2	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	publico
sed	sed	CONcoo	MORPH=empty	sed
dicendo	dico?	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	dicendo
consequi	consequor	VER	Mood=Inf|Tense=Pres|Voice=Dep	consequi
tamen	tamen	ADV	Deg=Pos	tamen
ut	ut4	CONsub	MORPH=empty	ut
illa	ille	PROdem	Case=Nom|Numb=Plur	illa
etiam	etiam	ADV	Deg=Pos	etiam
populo	populus?	NOMcom	Case=Dat|Numb=Sing	populo
probabilia	probabilis	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	probabilia
viderentur	uideo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	uiderentur
;	;	PUNC	MORPH=empty	;
quod	quod2	CONsub	Case=Nom|Numb=Sing	quod
eo	is	PROdem	Numb=Sing	eo
maius	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	maius
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
illi	ille	PROdem	Case=Dat|Numb=Sing	illi
quam	quam1	ADVrel	MORPH=empty	quam
aut	aut	CONcoo	MORPH=empty	aut
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
aut	aut	CONcoo	MORPH=empty	aut
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
quia	quia	CONsub	MORPH=empty	quia
nos	nos	PROper	Case=Nom|Numb=Plur	nos
ea	is	PROdem	Case=Abl|Numb=Sing	ea
philosophia	philosophia	NOMcom	Case=Nom|Numb=Sing	philosophia
plus	multum2	ADV	Deg=Comp	plus
utimur	utor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	utimur
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
peperit	pario2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	peperit
dicendi	dico?	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	dicendi
copiam	copia	NOMcom	Case=Acc|Numb=Sing	copiam
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
dicuntur	dico?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	dicuntur
ea	is	PROdem	Case=Nom|Numb=Plur	ea
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
non	non	ADVneg	MORPH=empty	non
multum	multum2	ADV	Deg=Pos	multum
discrepent	discrepo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	discrepent
ab	ab	PRE	MORPH=empty	ab
opinio	opinio	NOMcom	Case=Abl|Numb=Sing	opinio
-ne	ne2	CONcoo	MORPH=empty	-ne
populari	popularis2	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	populari
Cato	catus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	cato
autem	autem	CONcoo	MORPH=empty	autem
perfectus	perfectus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	perfectus
mea	meus	PROpos	Case=Abl|Numb=Sing	mea
sententia	sententia	NOMcom	Case=Nom|Numb=Sing	sententia
Stoicus	stoicus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	stoicus
et	et2	CONcoo	MORPH=empty	et
ea	is	PROdem	Case=Acc|Numb=Plur	ea
sentit	sentio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sentit
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
non	non	ADVneg	MORPH=empty	non
sane	sane	ADV	Deg=Pos	sane
probantur	probo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	probantur
in	in	PRE	MORPH=empty	in
volgus	uulgus	NOMcom	Case=Acc|Numb=Sing	uolgus
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
ea	is	PROdem	Case=Abl|Numb=Sing	ea
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
haeresi	haereo	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	haeresi
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
nullum	nullus	PROind	Case=Acc|Numb=Sing	nullum
sequitur	sequor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	sequitur
florem	flos	NOMcom	Case=Acc|Numb=Sing	florem
orationis	oratio	NOMcom	Case=Gen|Numb=Sing	orationis
neque	neque	CONcoo	MORPH=empty	neque
dilatat	dilato	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	dilatat
argumentum	argumentum	NOMcom	Case=Nom|Numb=Sing	argumentum
minutis	minutus2	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	minutis
interrogatiunculis	interrogatiuncatiun	NOMcom	Case=Abl|Numb=Plur	interrogatiunculis
quasi	quasi1	ADVrel	MORPH=empty	quasi
punctis	punctum	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf	punctis
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
proposuit	propono	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	proposuit
efficit	efficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	efficit
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
nihil	nihil	PROind	Case=Ind	nihil
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
tam	tam	ADV	Deg=Pos	tam
incredibile	incredibilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	incredibile
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
non	non	ADVneg	MORPH=empty	non
dicendo	dico?	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	dicendo
fiat	fio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	fiat
probabile	probabilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	probabile
nihil	nihil	PROind	Case=Ind	nihil
tam	tam	ADV	Deg=Pos	tam
horridum	horridus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	horridum
tam	tam	ADV	Deg=Pos	tam
incultum	incultus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	incultum
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
non	non	ADVneg	MORPH=empty	non
splendescat	splendesco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	splendescat
oratio	oratio	NOMcom	Case=Nom|Numb=Sing	oratio
-ne	ne2	CONcoo	MORPH=empty	-ne
et	et2	CONcoo	MORPH=empty	et
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
excolatur	excolo2	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	excolatur
.	.	PUNC	MORPH=empty	.
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
cum	cum3	CONsub	MORPH=empty	cum
ita	ita	ADV	Deg=Pos	ita
putarem	puto	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1	putarem
feci	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	feci
etiam	etiam	ADV	Deg=Pos	etiam
audacius	audaciter	ADV	Deg=Comp	audacius
quam	quam1	ADVrel	MORPH=empty	quam
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
de	de	PRE	MORPH=empty	de
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
loquor	loquor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	loquor
Cato	cato	VER	Numb=Sing|Deg=Pos|Mood=Ind|Tense=Pres|Voice=Act|Person=1	cato
enim	enim2	CONcoo	MORPH=empty	enim
dum	dum2	CONsub	MORPH=empty	dum
taxat	taxo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	taxat
de	de	PRE	MORPH=empty	de
magnitudi	magnitudo	NOMcom	Case=Gen|Numb=Sing	magnitudi
-ne	ne2	CONcoo	MORPH=empty	-ne
animi	animus	NOMcom	Case=Gen|Numb=Sing	animi
de	de	PRE	MORPH=empty	de
continentia	continentia	NOMcom	Case=Abl|Numb=Sing	continentia
de	de	PRE	MORPH=empty	de
morte	mors	NOMcom	Case=Abl|Numb=Sing	morte
de	de	PRE	MORPH=empty	de
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
laude	laus	NOMcom	Case=Abl|Numb=Sing	laude
virtutis	uirtus	NOMcom	Case=Gen|Numb=Sing	uirtutis
de	de	PRE	MORPH=empty	de
dis	deus	NOMcom	Case=Abl|Numb=Plur	dis
inmortalibus	immortalis	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	inmortalibus
de	de	PRE	MORPH=empty	de
caritate	caritas	NOMcom	Case=Abl|Numb=Sing	caritate
patriae	patria	NOMcom	Case=Gen|Numb=Sing	patriae
Stoice	stoice	ADV	Deg=Pos	stoice
solet	soleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	solet
oratoriis	oratorius	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	oratoriis
ornamentis	ornamentum	NOMcom	Case=Abl|Numb=Plur	ornamentis
adhibitis	adhibeo	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	adhibitis
dicere	dico?	VER	Mood=Inf|Tense=Pres|Voice=Act	dicere
;	;	PUNC	MORPH=empty	;
ego	ego	PROper	Case=Nom|Numb=Sing	ego
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
illa	ille	PROdem	Case=Acc|Numb=Plur	illa
ipsa	ipse	PROdem	Case=Acc|Numb=Plur	ipsa
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
vix	uix	ADV	Deg=Pos	uix
in	in	PRE	MORPH=empty	in
gymnasiis	gymnasium	NOMcom	Case=Abl|Numb=Plur	gymnasiis
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
otio	otium	NOMcom	Case=Abl|Numb=Sing	otio
Stoici	stoicus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	stoici
probant	probo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	probant
ludens	ludo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	ludens
conieci	conicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	conieci
in	in	PRE	MORPH=empty	in
communis	communis	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	communis
locos	locus	NOMcom	Case=Acc|Numb=Plur	locos
.	.	PUNC	MORPH=empty	.
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
quia	quia	CONsub	MORPH=empty	quia
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
admirabilia	admirabilis	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	admirabilia
contra	contra2	PRE	MORPH=empty	contra
-que	que	CONcoo	MORPH=empty	-que
opinionem	opinio	NOMcom	Case=Acc|Numb=Sing	opinionem
omnium	omnis	PROind	Case=Gen|Numb=Plur	omnium
temptare	tento	VER	Mood=Inf|Tense=Pres|Voice=Act	temptare
volui	uolo?	VER	Mood=Inf|Tense=Pres|Voice=Pass	uolui
possent	possum1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	possent
