form	lemma	POS	morph	treated_token
Ecce	ecce	INJ	MORPH=empty	ecce
quam	quam2	ADVint	MORPH=empty	quam
bonum	bonus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	bonum
et	et2	CONcoo	MORPH=empty	et
quam	quam2	ADVint	MORPH=empty	quam
iucundum	iucundus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	iucundum
habitare	habito	VER	Mood=Inf|Tense=Pres|Voice=Act	habitare
fratres	frater	NOMcom	Case=Nom|Numb=Plur	fratres
in	in	PRE	MORPH=empty	in
unum	unum	NOMcom	Case=Acc|Numb=Sing	unum
.	.	PUNC	MORPH=empty	.
Per	per	PRE	MORPH=empty	per
omnem	omnis	PROind	Case=Acc|Numb=Sing	omnem
doctrinae	doctrina	NOMcom	Case=Gen|Numb=Sing	doctrinae
ordinem	ordo	NOMcom	Case=Acc|Numb=Sing	ordinem
gradibus	gradus	NOMcom	Case=Abl|Numb=Plur	gradibus
scanditur	scando	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	scanditur
;	;	PUNC	MORPH=empty	;
nam	nam	CONcoo	MORPH=empty	nam
per	per	PRE	MORPH=empty	per
gradus	gradus	NOMcom	Case=Acc|Numb=Plur	gradus
ad	ad2	PRE	MORPH=empty	ad
superiora	superus	ADJqua	Case=Acc|Numb=Plur|Deg=Comp	superiora
prouehimur	proueho	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	prouehimur
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
enim	enim2	CONcoo	MORPH=empty	enim
;	;	PUNC	MORPH=empty	;
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
ita	ita	ADV	Deg=Pos	ita
coepit	coepio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	coepit
propheta	propheo	VER	Numb=Sing|Mood=Ind|Voice=Act|Person=3	propheta
ecce	ecce	INJ	MORPH=empty	ecce
quam	quis?	ADVint	MORPH=empty	quam
bonum	bonus	NOMcom	Case=Nom|Numb=Sing	bonum
et	et2	CONcoo	MORPH=empty	et
quam	quam2	ADVint	MORPH=empty	quam
iucundum	iucundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iucundum
.	.	PUNC	MORPH=empty	.
docemur	doceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	docemur
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
bonum	bonum	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	bonum
atque	atque1	CONcoo	MORPH=empty	atque
iucundum	iucundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iucundum
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
ut	ut4	CONsub	MORPH=empty	ut
per	per	PRE	MORPH=empty	per
cognitionem	cognitio	NOMcom	Case=Acc|Numb=Sing	cognitionem
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
in	in	PRE	MORPH=empty	in
bonis	bonum	NOMcom	Case=Abl|Numb=Plur	bonis
iucundis	iucundus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	iucundis
-que	que	CONcoo	MORPH=empty	-que
maneamus	maneo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	maneamus
.	.	PUNC	MORPH=empty	.
seruata	seruo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	seruata
autem	autem	CONcoo	MORPH=empty	autem
scienter	scienter	ADV	Deg=Pos	scienter
ea	is	PROdem	Case=Nom|Numb=Sing	ea
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
prophetae	prophetus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	prophetae
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
bonum	bonum	NOMcom	Case=Nom|Numb=Sing	bonum
iucundum	iucundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iucundum
-que	que	CONcoo	MORPH=empty	-que
sociaret	socio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	sociaret
quia	quia	CONsub	MORPH=empty	quia
non	non	ADVneg	MORPH=empty	non
omne	omnis	PROind	Case=Nom|Numb=Sing	omne
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
bonum	bonum	NOMcom	Case=Nom|Numb=Sing	bonum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
iucundum	iucundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iucundum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
neque	neque	CONcoo	MORPH=empty	neque
omne	omnis	PROind	Case=Nom|Numb=Sing	omne
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
iucundum	iucundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iucundum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
bonum	bonum	NOMcom	Case=Nom|Numb=Sing	bonum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
iucundus	iucundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iucundus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
luxus	luxus?	NOMcom	Case=Nom|Numb=Sing	luxus
sed	sed	CONcoo	MORPH=empty	sed
bonus	bonus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	bonus
non	non	ADVneg	MORPH=empty	non
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
;	;	PUNC	MORPH=empty	;
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
enim	enim2	CONcoo	MORPH=empty	enim
in	in	PRE	MORPH=empty	in
ipsa	ipse	PROdem	Case=Abl|Numb=Sing	ipsa
illa	ille	PROdem	Case=Abl|Numb=Sing	illa
corporalis	corporalis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	corporalis
lasciuise	lasciuisco	ADV	Deg=Pos	lasciuise
amoenitate	amoenitas	NOMcom	Case=Abl|Numb=Sing	amoenitate
detrimentum	detrimentum	NOMcom	Case=Acc|Numb=Sing	detrimentum
et	et2	CONcoo	MORPH=empty	et
salutis	salus	NOMcom	Case=Gen|Numb=Sing	salutis
et	et2	CONcoo	MORPH=empty	et
famae	fama	NOMcom	Case=Gen|Numb=Sing	famae
.	.	PUNC	MORPH=empty	.
bona	bonus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	bona
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
tolerantia	tolerantia	NOMcom	Case=Nom|Numb=Sing	tolerantia
iniuriae	iniuria	NOMcom	Case=Nom|Numb=Plur	iniuriae
cum	cum3	CONsub	MORPH=empty	cum
ad	ad2	PRE	MORPH=empty	ad
inreligiositatem	irreligiositas	NOMcom	Case=Acc|Numb=Sing	inreligiositatem
conpellimur	compello?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	conpellimur
poenis	poena	NOMcom	Case=Abl|Numb=Plur	poenis
famis	fama	NOMcom	Case=Abl|Numb=Plur	famis
sitis	sitis	NOMcom	Case=Nom|Numb=Sing	sitis
frigoris	frigus	NOMcom	Case=Gen|Numb=Sing	frigoris
uigiliarum	uigilia	NOMcom	Case=Gen|Numb=Plur	uigiliarum
.	.	PUNC	MORPH=empty	.
contumeliarum	contumelia	NOMcom	Case=Gen|Numb=Plur	contumeliarum
dolorum	dolor	NOMcom	Case=Gen|Numb=Plur	dolorum
sed	sed	CONcoo	MORPH=empty	sed
iucunda	iucundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iucunda
non	non	ADVneg	MORPH=empty	non
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
;	;	PUNC	MORPH=empty	;
illic	illic2	ADV	Deg=Pos	illic
