form	lemma	POS	morph	treated_token
In	in	PRE	MORPH=empty	in
finem	finis	NOMcom	Case=Acc|Numb=Sing	finem
ne	ne4	CONsub	MORPH=empty	ne
disperdas	disperdo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	disperdas
Dauid	dauis	NOMcom	Case=Acc|Numb=Sing	dauid
in	in	PRE	MORPH=empty	in
tituli	titulus	NOMcom	Case=Gen|Numb=Sing	tituli
inscriptio	inscriptio	NOMcom	Case=Nom|Numb=Sing	inscriptio
-ne	ne2	CONcoo	MORPH=empty	-ne
quando	quando2	ADVint	MORPH=empty	quando
misit	mitto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	misit
Saul	salum	NOMcom	Case=Nom|Numb=Sing	saul
et	et2	CONcoo	MORPH=empty	et
custodiuitdomumeius	custodiuitus	NOMcom	Case=Nom|Numb=Sing	custodiuitdomumeius
.	.	PUNC	MORPH=empty	.
ut	ut4	CONsub	MORPH=empty	ut
eum	is	PROdem	Case=Acc|Numb=Sing	eum
interficeret	interficio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	interficeret
.	.	PUNC	MORPH=empty	.
Eripe	eripio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	eripe
me	ego	PROper	Case=Acc|Numb=Sing	me
de	de	PRE	MORPH=empty	de
inimicis	inimicus1	NOMcom	Case=Abl|Numb=Plur	inimicis
meis	meus	PROpos	Case=Abl|Numb=Plur	meis
domi	domus	NOMcom	Case=Loc|Numb=Sing	domi
-ne	ne2	CONcoo	MORPH=empty	-ne
et	et2	CONcoo	MORPH=empty	et
ab	ab	PRE	MORPH=empty	ab
insurgentibus	insurgo	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	insurgentibus
in	in	PRE	MORPH=empty	in
me	ego	PROper	Case=Abl|Numb=Sing	me
libera	libero	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act	libera
me	ego	PROper	Case=Acc|Numb=Sing	me
et	et2	CONcoo	MORPH=empty	et
reliqua	reliquum	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	reliqua
.	.	PUNC	MORPH=empty	.
Superscriptio	superscriptio	NOMcom	Case=Nom|Numb=Sing	superscriptio
psalmi	psalmus	NOMcom	Case=Gen|Numb=Sing	psalmi
a	ab	PRE	MORPH=empty	a
superiore	superus	ADJqua	Case=Abl|Numb=Sing|Deg=Comp	superiore
non	non	ADVneg	MORPH=empty	non
differt	differo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	differt
sed	sed	CONcoo	MORPH=empty	sed
psalmus	psalmus	NOMcom	Case=Nom|Numb=Sing	psalmus
eo	eo3	ADV	Deg=Pos	eo
differt	differo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	differt
quod	quod2	CONsub	MORPH=empty	quod
quaedam	quidam	PROind	Case=Nom|Numb=Plur	quaedam
ex	ex	PRE	MORPH=empty	ex
his	hic1	PROdem	Case=Abl|Numb=Plur	his
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
in	in	PRE	MORPH=empty	in
Dauid	dauis	NOMcom	Case=Acc|Numb=Plur	dauid
ipsum	ipse	PROdem	Case=Acc|Numb=Sing	ipsum
gesta	gero	VER	Case=Nom|Numb=Plur|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	gesta
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
praeferuntur	praefero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	praeferuntur
.	.	PUNC	MORPH=empty	.
cum	cum3	CONsub	MORPH=empty	cum
Saul	salum	NOMcom	Case=Nom|Numb=Sing	saul
misit	mitto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	misit
et	et2	CONcoo	MORPH=empty	et
custodiuit	custodio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	custodiuit
ad	ad2	PRE	MORPH=empty	ad
interficiendum	interficio	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	interficiendum
eum	is	PROdem	Case=Acc|Numb=Sing	eum
domum	domus	NOMcom	Case=Acc|Numb=Sing	domum
eius	is	PROdem	Case=Gen|Numb=Sing	eius
.	.	PUNC	MORPH=empty	.
uerum	uerum4	CONcoo	MORPH=empty	uerum
.	.	PUNC	MORPH=empty	.
si	si2	CONsub	MORPH=empty	si
ob	ob	PRE	MORPH=empty	ob
id	is	PROdem	Case=Acc|Numb=Sing	id
dirigenda	dirigo	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	dirigenda
ad	ad2	PRE	MORPH=empty	ad
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
oratio	oratio	NOMcom	Case=Nom|Numb=Sing	oratio
superiora	superus	ADJqua	Case=Nom|Numb=Plur|Deg=Comp	superiora
illa	ille	PROdem	Case=Nom|Numb=Sing	illa
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
finem	finis	NOMcom	Case=Acc|Numb=Sing	finem
et	et2	CONcoo	MORPH=empty	et
ne	ne4	CONsub	MORPH=empty	ne
disperdas	disperdo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	disperdas
uel	uel2	CONcoo	MORPH=empty	uel
corrumpas	corrumpo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	corrumpas
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
tituli	titulus	NOMcom	Case=Gen|Numb=Sing	tituli
inscriptio	inscriptio	NOMcom	Case=Nom|Numb=Sing	inscriptio
-ne	ne2	CONcoo	MORPH=empty	-ne
non	non	ADVneg	MORPH=empty	non
necesse	necesse	ADJqua	Case=Ind|Deg=Pos	necesse
fuerat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	fuerat
anteferri	antefero	VER	Mood=Inf|Tense=Pres|Voice=Pass	anteferri
.	.	PUNC	MORPH=empty	.
haec	hic1	PROdem	Case=Nom|Numb=Plur	haec
autem	autem	CONcoo	MORPH=empty	autem
maxime	magis2	ADV	Deg=Sup	maxime
quamquam	quamquam2	CONsub	MORPH=empty	quamquam
spiritali	spiritalis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	spiritali
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
distributa	distribuo	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	distributa
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
cum	cum3	CONsub	MORPH=empty	cum
et	et2	CONcoo	MORPH=empty	et
finis	finis	NOMcom	Case=Nom|Numb=Sing	finis
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
Christus	christes	NOMcom	Case=Nom|Numb=Sing	christus
et	et2	CONcoo	MORPH=empty	et
corruptioni	corruptio	NOMcom	Case=Dat|Numb=Sing	corruptioni
subiecta	subiectus3	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	subiecta
non	non	ADVneg	MORPH=empty	non
fuerit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	fuerit
eius	is	PROdem	Case=Gen|Numb=Sing	eius
aeternitas	aeternitas	NOMcom	Case=Nom|Numb=Sing	aeternitas
et	et2	CONcoo	MORPH=empty	et
gloriosae	gloriosus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	gloriosae
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
ipsius	ipse	PROdem	Case=Gen|Numb=Sing	ipsius
titulus	titulus	NOMcom	Case=Nom|Numb=Sing	titulus
in	in	PRE	MORPH=empty	in
salute	salus	NOMcom	Case=Abl|Numb=Sing	salute
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
gentium	gens	NOMcom	Case=Gen|Numb=Plur	gentium
tamen	tamen	ADV	Deg=Pos	tamen
etiam	etiam	ADV	Deg=Pos	etiam
ipsa	ipse	PROdem	Case=Nom|Numb=Plur	ipsa
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
de	de	PRE	MORPH=empty	de
gestis	gesta	VER	Case=Abl|Numb=Plur|Voice=Pass	gestis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
praescripta	praescribo	VER	Case=Nom|Numb=Plur|Voice=Pass	praescripta
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
prophetica	propheticus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	prophetica
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
declarant	declaro	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	declarant
cum	cum3	CONsub	MORPH=empty	cum
passionis	passio	NOMcom	Case=Gen|Numb=Sing	passionis
dominicae	dominicus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	dominicae
ut	ut1	ADVrel	MORPH=empty	ut
propheta	prophetus	ADJqua	Case=Nom|Numb=Sing	propheta
non	non	ADVneg	MORPH=empty	non
nescius	nescius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	nescius
sub	sub	PRE	MORPH=empty	sub
occasio	occasio	NOMcom	Case=Abl|Numb=Sing	occasio
-ne	ne2	CONcoo	MORPH=empty	-ne
ac	ac1	CONcoo	MORPH=empty	ac
tempore	tempus?	NOMcom	Case=Abl|Numb=Sing	tempore
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
perpetiebatur	perpetior	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Dep|Person=3	perpetiebatur
odiorum	odium	NOMcom	Case=Gen|Numb=Plur	odiorum
et	et2	CONcoo	MORPH=empty	et
patiendo	patior	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep	patiendo
prophetam	prophetus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	prophetam
se	sui1	PROref	Case=Acc|Numb=Sing	se
docuerit	doceo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	docuerit
et	et2	CONcoo	MORPH=empty	et
loquendo	loquor	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep	loquendo
.	.	PUNC	MORPH=empty	.
