form	lemma	POS	morph	treated_token
Ipsius	ipse	PROdem	Case=Gen|Numb=Sing	ipsius
Dauid	dauis	NOMcom	Case=Nom|Numb=Sing	dauid
quando	quando3	CONsub	MORPH=empty	quando
persequebatur	persequor	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Dep|Person=3	persequebatur
eum	is	PROdem	Case=Acc|Numb=Sing	eum
Abessalo	abessalus	NOMcom	Case=Abl|Numb=Sing	abessalo
-ne	ne2	CONcoo	MORPH=empty	-ne
.	.	PUNC	MORPH=empty	.
Deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
exaudi	exaudio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	exaudi
orationem	oratio	NOMcom	Case=Acc|Numb=Sing	orationem
meam	meus	PROpos	Case=Acc|Numb=Sing	meam
auribus	auris	NOMcom	Case=Dat|Numb=Plur	auribus
percipe	percipio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	percipe
obsecrationem	obsecratio	NOMcom	Case=Acc|Numb=Sing	obsecrationem
meam	meus	PROpos	Case=Acc|Numb=Sing	meam
in	in	PRE	MORPH=empty	in
ueritate	ueritas	NOMcom	Case=Abl|Numb=Sing	ueritate
tua	tuus	PROpos	Case=Abl|Numb=Sing	tua
exaudi	exaudio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	exaudi
me	ego	PROper	Case=Acc|Numb=Sing	me
in	in	PRE	MORPH=empty	in
tua	tuus	PROpos	Case=Abl|Numb=Sing	tua
iustitia	iustitia	NOMcom	Case=Abl|Numb=Sing	iustitia
et	et2	CONcoo	MORPH=empty	et
reliqua	reliquum	NOMcom	Case=Acc|Numb=Plur	reliqua
.	.	PUNC	MORPH=empty	.
Psalmi	psalmus	NOMcom	Case=Gen|Numb=Sing	psalmi
superscriptio	superscriptio	NOMcom	Case=Nom|Numb=Sing	superscriptio
nulla	nullus	PROind	Case=Nom|Numb=Sing	nulla
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
secundum	secundum2	PRE	MORPH=empty	secundum
Hebrseos	hebrieus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	hebrseos
uidetur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	uidetur
;	;	PUNC	MORPH=empty	;
