form	lemma	POS	morph	treated_token
Psalmus	psalmus	NOMcom	Case=Nom|Numb=Sing	psalmus
Dauid	dauis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	dauid
cum	cum3	CONsub	MORPH=empty	cum
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	esset
in	in	PRE	MORPH=empty	in
deserto	desertus	NOMcom	Case=Abl|Numb=Sing	deserto
Idumsese	idumuede	VER	Deg=Pos|Voice=Act	idumsese
.	.	PUNC	MORPH=empty	.
Deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
meus	meus	PROpos	Case=Nom|Numb=Sing	meus
ad	ad2	PRE	MORPH=empty	ad
te	tu	PROper	Case=Acc|Numb=Sing	te
diluculo	diluculum	NOMcom	Case=Abl|Numb=Sing	diluculo
uigilo	uigilo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	uigilo
et	et2	CONcoo	MORPH=empty	et
reliqua	reliquum	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	reliqua
.	.	PUNC	MORPH=empty	.
Dauid	dauis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	dauid
in	in	PRE	MORPH=empty	in
deserto	desertus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	deserto
habitasse	habito	VER	Mood=Inf|Tense=Perf|Voice=Act	habitasse
libro	liber1	NOMcom	Case=Abl|Numb=Sing	libro
regnorum	regnum	NOMcom	Case=Gen|Numb=Plur	regnorum
continetur	contineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	continetur
ut	ut1	ADVrel	MORPH=empty	ut
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
passiones	passio	NOMcom	Case=Acc|Numb=Plur	passiones
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
praefigurabat	praefiguro	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	praefigurabat
etiam	etiam	ADV	Deg=Pos	etiam
tum	tum	ADV	Deg=Pos	tum
eas	is	PROdem	Case=Acc|Numb=Plur	eas
cum	cum3	CONsub	MORPH=empty	cum
desertum	desero?	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	desertum
habitat	habito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habitat
prophetaret	propheto	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	prophetaret
unigenito	unigenitus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	unigenito
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
aeque	aeque	ADV	Deg=Pos	aeque
in	in	PRE	MORPH=empty	in
deserto	desertus	NOMcom	Case=Abl|Numb=Sing	deserto
moraturo	moror1	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Fut|Voice=Dep	moraturo
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
ut	ut1	ADVrel	MORPH=empty	ut
sancto	sanctus	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	sancto
uiro	uir	NOMcom	Case=Dat|Numb=Sing	uiro
congruum	congruum	NOMcom	Case=Nom|Numb=Sing	congruum
et	et2	CONcoo	MORPH=empty	et
tanto	tanto	ADV	Numb=Sing|Deg=Pos	tanto
propheta	prophetus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	propheta
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	erat
dignum	dignus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	dignum
cum	cum3	CONsub	MORPH=empty	cum
declinans	declino	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	declinans
odia	odium	NOMcom	Case=Acc|Numb=Plur	odia
impiorum	impius	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	impiorum
solitudini	solitudo	NOMcom	Case=Dat|Numb=Sing	solitudini
se	sui1	PROref	Case=Acc|Numb=Sing	se
dedisset	do	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	dedisset
maximis	magnus	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	maximis
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
caelestium	caelestia	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	caelestium
sacramentis	sacramentum	NOMcom	Case=Abl|Numb=Plur	sacramentis
occupatur	occupo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	occupatur
et	et2	CONcoo	MORPH=empty	et
ab	ab	PRE	MORPH=empty	ab
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
humanae	humanus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	humanae
ant	ante?	VER	MORPH=empty	ant
impietatis	impietas	NOMcom	Case=Gen|Numb=Sing	impietatis
aut	aut	CONcoo	MORPH=empty	aut
ignorationis	ignoratio	NOMcom	Case=Gen|Numb=Sing	ignorationis
coetu	coetus	NOMcom	Case=Abl|Numb=Sing	coetu
remotus	remoueo	VER	Case=Nom|Numb=Sing|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass	remotus
animum	animus	NOMcom	Case=Acc|Numb=Sing	animum
ad	ad2	PRE	MORPH=empty	ad
ea	is	PROdem	Case=Acc|Numb=Plur	ea
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
seternitatis	seternitas	NOMcom	Case=Gen|Numb=Sing	seternitatis
cognitio	cognitio	NOMcom	Case=Nom|Numb=Sing	cognitio
ac	ac1	CONcoo	MORPH=empty	ac
meritum	meritum	NOMcom	Case=Nom|Numb=Sing	meritum
adquirebatur	acquiro	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3	adquirebatur
intendit	intendo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	intendit
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
occupatus	occupatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	occupatus
non	non	ADVneg	MORPH=empty	non
impeditus	impedio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	impeditus
communium	communis	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	communium
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
ac	ac1	CONcoo	MORPH=empty	ac
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
curis	cura	NOMcom	Case=Abl|Numb=Plur	curis
sed	sed	CONcoo	MORPH=empty	sed
in	in	PRE	MORPH=empty	in
illo	ille	PROdem	Case=Abl|Numb=Sing	illo
solitudinis	solitudo	NOMcom	Case=Gen|Numb=Sing	solitudinis
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
quieto	quietus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	quieto
otioso	otiosus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	otioso
-que	que	CONcoo	MORPH=empty	-que
secreto	secretum	NOMcom	Case=Abl|Numb=Sing	secreto
cum	cum3	CONsub	MORPH=empty	cum
nihil	nihil	PROind	Case=Ind	nihil
in	in	PRE	MORPH=empty	in
oculos	oculus	NOMcom	Case=Acc|Numb=Plur	oculos
in	in	PRE	MORPH=empty	in
mentem	mens	NOMcom	Case=Acc|Numb=Sing	mentem
offensionis	offensio	NOMcom	Case=Gen|Numb=Sing	offensionis
incurreret	incurro	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	incurreret
solis	sol	PROind	Case=Dat|Numb=Sing	solis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
diuinis	diuinus2	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	diuinis
studiis	studium	NOMcom	Case=Abl|Numb=Plur	studiis
negotiosus	negotiosus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	negotiosus
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
uideamus	uideo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	uideamus
unde	unde2	ADVint	MORPH=empty	unde
psalmi	psalmus	NOMcom	Case=Gen|Numb=Sing	psalmi
sermo	sermo	NOMcom	Case=Nom|Numb=Sing	sermo
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
c	ci	PRE	MORPH=empty	c
ptus	ptus	NOMcom	Case=Nom|Numb=Sing	ptus
.	.	PUNC	MORPH=empty	.
Deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
meus	meus	PROpos	Case=Nom|Numb=Sing	meus
ad	ad2	PRE	MORPH=empty	ad
te	tu	PROper	Case=Acc|Numb=Sing	te
de	de	PRE	MORPH=empty	de
luce	lux	NOMcom	Case=Abl|Numb=Sing	luce
uigilo	uigilo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	uigilo
.	.	PUNC	MORPH=empty	.
huic	hic1	PROdem	Case=Dat|Numb=Sing	huic
plane	plane	ADV	Deg=Pos	plane
ad	ad2	PRE	MORPH=empty	ad
gratulationem	gratulatio	NOMcom	Case=Acc|Numb=Sing	gratulationem
cognitionem	cognitio	NOMcom	Case=Acc|Numb=Sing	cognitionem
-que	que	CONcoo	MORPH=empty	-que
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
dies	dies	NOMcom	Case=Nom|Numb=Sing	dies
c	ci	PRE	MORPH=empty	c
pta	ptus	ADJqua	Case=Nom|Numb=Sing	pta
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
cui	qui1	PROrel	Case=Dat|Numb=Sing	cui
initium	initium	NOMcom	Case=Nom|Numb=Sing	initium
idipsum	idipsus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	idipsum
orandi	oro	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	orandi
ad	ad2	PRE	MORPH=empty	ad
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
lucis	lux	NOMcom	Case=Gen|Numb=Sing	lucis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
deum	deus	NOMcom	Case=Gen|Numb=Sing	deum
quidem	quidem	ADV	Deg=Pos	quidem
uniuersitatis	uniuersitas	NOMcom	Case=Gen|Numb=Sing	uniuersitatis
sed	sed	CONcoo	MORPH=empty	sed
tamen	tamen	ADV	Deg=Pos	tamen
per	per	PRE	MORPH=empty	per
cognitionis	cognitio	NOMcom	Case=Gen|Numb=Sing	cognitionis
scientiam	scientia	NOMcom	Case=Acc|Numb=Sing	scientiam
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
suum	suus	PROpos.ref	Case=Acc|Numb=Sing	suum
deprecatur	deprecor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	deprecatur
.	.	PUNC	MORPH=empty	.
Oratio	oratio	NOMcom	Case=Nom|Numb=Sing	oratio
autem	autem	CONcoo	MORPH=empty	autem
non	non	ADVneg	MORPH=empty	non
tam	tam	ADV	Deg=Pos	tam
uerborum	uerbum	NOMcom	Case=Gen|Numb=Plur	uerborum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quam	quam1	ADVrel	MORPH=empty	quam
adfectus	affectus1	NOMcom	Case=Nom|Numb=Sing	adfectus
;	;	PUNC	MORPH=empty	;
et	et2	CONcoo	MORPH=empty	et
idcirco	idcirco	ADV	Deg=Pos	idcirco
subiecit	subicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	subiecit
sitiuit	sitio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	sitiuit
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
anima	anima	NOMcom	Case=Nom|Numb=Sing	anima
mea	meus	PROpos	Case=Nom|Numb=Sing	mea
quam	quam2	ADVint	MORPH=empty	quam
simpliciter	simpliciter	ADV	Deg=Pos	simpliciter
et	et2	CONcoo	MORPH=empty	et
caro	caro1	NOMcom	Case=Nom|Numb=Sing	caro
mea	meus	PROpos	Case=Nom|Numb=Sing	mea
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
terra	terra	NOMcom	Case=Abl|Numb=Sing	terra
deserta	desero?	VER	Case=Nom|Numb=Sing	deserta
et	et2	CONcoo	MORPH=empty	et
inuia	inuius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	inuia
et	et2	CONcoo	MORPH=empty	et
inaquosa	inaquosus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	inaquosa
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
igitur	igitur	CONcoo	MORPH=empty	igitur
penes	penes	PRE	MORPH=empty	penes
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
fons	fons	NOMcom	Case=Nom|Numb=Sing	fons
uitae	uita	NOMcom	Case=Gen|Numb=Sing	uitae
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
anima	anima	NOMcom	Case=Nom|Numb=Sing	anima
ipsius	ipse	PROdem	Case=Gen|Numb=Sing	ipsius
sitit	sitio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sitit
desiderio	desiderium	NOMcom	Case=Abl|Numb=Sing	desiderio
intenta	intentus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	intenta
potandi	poto	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	potandi
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
