form	lemma	POS	morph	treated_token
In	in	PRE	MORPH=empty	in
finem	finis	NOMcom	Case=Acc|Numb=Sing	finem
in	in	PRE	MORPH=empty	in
rememorationem	rememoratio	NOMcom	Case=Acc|Numb=Sing	rememorationem
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
saluumme	saluus	ADJqua	Case=Acc|Numb=Sing|Deg=Sup	saluumme
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
.	.	PUNC	MORPH=empty	.
Domi	domus	NOMcom	Case=Loc|Numb=Sing	domi
-	-	PUNC	MORPH=empty	-
-ne	ne2	CONcoo	MORPH=empty	-ne
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
in	in	PRE	MORPH=empty	in
adiutorium	adiutorium	NOMcom	Case=Acc|Numb=Sing	adiutorium
meum	meus	PROpos	Case=Acc|Numb=Sing	meum
intende	intendo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	intende
et	et2	CONcoo	MORPH=empty	et
reliqua	reliquum	NOMcom	Case=Acc|Numb=Plur	reliqua
.	.	PUNC	MORPH=empty	.
Alius	alius	PROind	Case=Nom|Numb=Sing	alius
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
in	in	PRE	MORPH=empty	in
rememorationem	rememoratio	NOMcom	Case=Acc|Numb=Sing	rememorationem
psalmus	psalmus	ADJqua	Case=Nom|Numb=Sing	psalmus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
;	;	PUNC	MORPH=empty	;
nam	nam	CONcoo	MORPH=empty	nam
tricesimo	tricesimus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	tricesimo
et	et2	CONcoo	MORPH=empty	et
septimo	septimus	ADJord	Case=Abl|Numb=Sing|Deg=Pos	septimo
eadem	idem	PROdem	Case=Nom|Numb=Sing	eadem
inscriptio	inscriptio	NOMcom	Case=Nom|Numb=Sing	inscriptio
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
ex	ex	PRE	MORPH=empty	ex
ipsa	ipse	PROdem	Case=Abl|Numb=Sing	ipsa
autem	autem	CONcoo	MORPH=empty	autem
uerbi	uerbum	NOMcom	Case=Gen|Numb=Sing	uerbi
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
significatio	significatio	NOMcom	Case=Nom|Numb=Sing	significatio
-ne	ne2	CONcoo	MORPH=empty	-ne
usu	usus	NOMcom	Case=Abl|Numb=Sing	usu
-que	que	CONcoo	MORPH=empty	-que
communi	communis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	communi
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
in	in	PRE	MORPH=empty	in
rememoratio	rememoratio	NOMcom	Case=Abl|Numb=Sing	rememoratio
-ne	ne2	CONcoo	MORPH=empty	-ne
praescribi	praescribo	VER	Mood=Inf|Tense=Pres|Voice=Pass	praescribi
intellegendum	intelligo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	intellegendum
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
docemur	doceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	docemur
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
rememorationis	rememoratio	NOMcom	Case=Gen|Numb=Sing	rememorationis
precatio	precatio	NOMcom	Case=Nom|Numb=Sing	precatio
ei	is	PROdem	Case=Dat|Numb=Sing	ei
conpetit	competo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	conpetit
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
se	sui1	PROref	Case=Acc|Numb=Sing	se
incidere	incido?	VER	Mood=Inf|Tense=Pres|Voice=Act	incidere
in	in	PRE	MORPH=empty	in
obliuionem	obliuio	NOMcom	Case=Acc|Numb=Sing	obliuionem
eius	is	PROdem	Case=Gen|Numb=Sing	eius
a	ab	PRE	MORPH=empty	a
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
uel	uel1	ADV	MORPH=empty	uel
auxilium	auxilium	NOMcom	Case=Acc|Numb=Sing	auxilium
uel	uel2	CONcoo	MORPH=empty	uel
ueniam	uenia	NOMcom	Case=Acc|Numb=Sing	ueniam
expectat	exspecto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	expectat
pertimescit	pertimesco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	pertimescit
et	et2	CONcoo	MORPH=empty	et
aut	aut	CONcoo	MORPH=empty	aut
sui	sui1	PROref	Case=Gen|Numb=Sing	sui
ad	ad2	PRE	MORPH=empty	ad
salutem	salus	NOMcom	Case=Acc|Numb=Sing	salutem
commemorationem	commemoratio	NOMcom	Case=Acc|Numb=Sing	commemorationem
fieri	fio	VER	Mood=Inf|Tense=Pres|Voice=Act	fieri
desideret	desidero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	desideret
aut	aut	CONcoo	MORPH=empty	aut
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
ad	ad2	PRE	MORPH=empty	ad
poenam	poena	NOMcom	Case=Acc|Numb=Sing	poenam
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
semper	semper	ADV	Deg=Pos	semper
infesti	infestus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	infesti
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
quidem	quidem	ADV	Deg=Pos	quidem
in	in	PRE	MORPH=empty	in
anteriore	anterior	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	anteriore
superscriptionis	superscriptio	NOMcom	Case=Gen|Numb=Sing	superscriptionis
ipsius	ipse	PROdem	Case=Gen|Numb=Sing	ipsius
psalmo	psalmum	NOMcom	Case=Abl|Numb=Sing	psalmo
de	de	PRE	MORPH=empty	de
uenia	uenia	NOMcom	Case=Abl|Numb=Sing	uenia
et	et2	CONcoo	MORPH=empty	et
salute	salus	NOMcom	Case=Abl|Numb=Sing	salute
tractatum	tracto	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	tractatum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
totus	totus	PROind	Case=Nom|Numb=Sing	totus
ex	ex	PRE	MORPH=empty	ex
persona	persona	NOMcom	Case=Abl|Numb=Sing	persona
dolentis	doleo	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dolentis
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
pro	pro1	PRE	MORPH=empty	pro
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
portantis	porto	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	portantis
-que	que	CONcoo	MORPH=empty	-que
peccata	peccatum	NOMcom	Case=Acc|Numb=Plur	peccata
nostra	noster	PROpos	Case=Nom|Numb=Plur	nostra
consistit	consisto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	consistit
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
uero	uero4	CONcoo	MORPH=empty	uero
necessitas	necessitas	NOMcom	Case=Nom|Numb=Sing	necessitas
poscendae	posco	VER	Case=Gen|Numb=Sing|Mood=Adj|Voice=Pass	poscendae
ueniae	uenia	NOMcom	Case=Gen|Numb=Sing	ueniae
non	non	ADVneg	MORPH=empty	non
relicta	relinquo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	relicta
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quia	quia	CONsub	MORPH=empty	quia
iam	iam	ADV	Deg=Pos	iam
superior	superus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	superior
et	et2	CONcoo	MORPH=empty	et
contiguus	contiguus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	contiguus
huic	hic1	PROdem	Case=Dat|Numb=Sing	huic
psalmus	psalmus	NOMcom	Case=Nom|Numb=Sing	psalmus
in	in	PRE	MORPH=empty	in
salnificatae	salnifico	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	salnificatae
Sio	sio	NOMcom	Case=Abl|Numb=Sing	sio
-ne	ne2	CONcoo	MORPH=empty	-ne
aedificatarum	aedifico	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	aedificatarum
-que	que	CONcoo	MORPH=empty	-que
ciuitatum	ciuitas	NOMcom	Case=Gen|Numb=Plur	ciuitatum
Iudaeae	iudaeus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	iudaeae
laude	laus	NOMcom	Case=Abl|Numb=Sing	laude
conclusus	conclusus2	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	conclusus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
rememoratio	rememoratio	NOMcom	Case=Nom|Numb=Sing	rememoratio
in	in	PRE	MORPH=empty	in
impios	impius	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	impios
ultionis	ultio	NOMcom	Case=Gen|Numb=Sing	ultionis
et	et2	CONcoo	MORPH=empty	et
retributionis	retributio	NOMcom	Case=Gen|Numb=Sing	retributionis
in	in	PRE	MORPH=empty	in
sanctos	sanctus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	sanctos
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
quia	quia	CONsub	MORPH=empty	quia
non	non	ADVneg	MORPH=empty	non
illi	ille	PROdem	Case=Dat|Numb=Sing	illi
Dauid	dauis	ADJqua	Numb=Sing|Deg=Pos	dauid
sed	sed	CONcoo	MORPH=empty	sed
in	in	PRE	MORPH=empty	in
illum	ille	PROdem	Case=Acc|Numb=Sing	illum
Dauid	dauis	ADJqua	Numb=Sing|Deg=Pos	dauid
psalmus	psalmus	NOMcom	Case=Nom|Numb=Plur	psalmus
in	in	PRE	MORPH=empty	in
