form	lemma	POS	morph	treated_token
Qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
ad	ad2	PRE	MORPH=empty	ad
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing	doctrinam
rationabilis	rationabilis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	rationabilis
et	et2	CONcoo	MORPH=empty	et
perfectae	perfectus2	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	perfectae
prudentiae	prudentia	NOMcom	Case=Dat|Numb=Sing	prudentiae
praeparantur	praeparo2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	praeparantur
ab	ab	PRE	MORPH=empty	ab
ipsis	ipse	PROdem	Case=Abl|Numb=Plur	ipsis
statim	statim	ADV	Deg=Pos	statim
elementis	elementa	NOMcom	Case=Abl|Numb=Plur	elementis
litterarum	littera	NOMcom	Case=Gen|Numb=Plur	litterarum
docendi	doceo	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	docendi
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
ut	ut4	CONsub	MORPH=empty	ut
perfectam	perfectus2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	perfectam
ueram	uerus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	ueram
-que	que	CONcoo	MORPH=empty	-que
rationem	ratio	NOMcom	Case=Acc|Numb=Sing	rationem
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
ab	ab	PRE	MORPH=empty	ab
exordio	exordium	NOMcom	Case=Abl|Numb=Sing	exordio
primae	primus	ADJord	Case=Gen|Numb=Sing|Deg=Sup	primae
institutionis	institutio	NOMcom	Case=Gen|Numb=Sing	institutionis
consequantur	consequor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	consequantur
.	.	PUNC	MORPH=empty	.
sciens	sciens	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	sciens
istud	iste	PROdem	Case=Acc|Numb=Sing	istud
sanctus	sanctus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	sanctus
Paulus	paulus	NOMcom	Case=Nom|Numb=Sing	paulus
apostolus	apostolus	VER	Numb=Sing	apostolus
eam	is	PROdem	Case=Acc|Numb=Sing	eam
solam	solus	PROind	Case=Acc|Numb=Sing	solam
