form	lemma	POS	morph	treated_token
Dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
insipiens	insipiens	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	insipiens
in	in	PRE	MORPH=empty	in
corde	cor	NOMcom	Case=Abl|Numb=Sing	corde
suo	suus	PROpos.ref	Case=Abl|Numb=Sing	suo
non	non	ADVneg	MORPH=empty	non
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
et	et2	CONcoo	MORPH=empty	et
reliqua	reliquus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	reliqua
.	.	PUNC	MORPH=empty	.
In	in	PRE	MORPH=empty	in
multis	multus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	multis
nos	nos	PROper	Case=Acc|Numb=Plur	nos
erudiens	erudio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	erudiens
apostolus	apostolus	VER	Case=Nom|Numb=Sing	apostolus
etiam	etiam	ADV	Deg=Pos	etiam
id	is	PROdem	Case=Acc|Numb=Sing	id
edocet	edoceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	edocet
cum	cum2	PRE	MORPH=empty	cum
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
reuerentia	reuerentia	NOMcom	Case=Abl|Numb=Sing	reuerentia
uerbum	uerbum	NOMcom	Case=Acc|Numb=Sing	uerbum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
tractandum	tracto	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	tractandum
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
loquitur	loquor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	loquitur
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
eloquia	eloquium	NOMcom	Case=Acc|Numb=Plur	eloquia
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
enim	enim2	CONcoo	MORPH=empty	enim
secundum	secundum?	ADJord	MORPH=empty	secundum
sermonis	sermo	NOMcom	Case=Gen|Numb=Sing	sermonis
nostri	noster	PROpos	Case=Gen|Numb=Sing	nostri
usum	usus	NOMcom	Case=Acc|Numb=Sing	usum
promiscuam	promiscuus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	promiscuam
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
