form	lemma	POS	morph	treated_token
Canticum	canticum	NOMcom	Case=Acc|Numb=Sing	canticum
graduum	graduus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	graduum
Salomonis	salomon	NOMcom	Case=Gen|Numb=Sing	salomonis
.	.	PUNC	MORPH=empty	.
Nisi	nisi	CONsub	MORPH=empty	nisi
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
sedificauerit	sedifico	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	sedificauerit
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
domum	domus	NOMcom	Case=Acc|Numb=Sing	domum
inuanum	inuanus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inuanum
laborauerunt	laboro	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	laborauerunt
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
sedificant	sedifico	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sedificant
eam	is	PROdem	Case=Acc|Numb=Sing	eam
.	.	PUNC	MORPH=empty	.
Ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
et	et2	CONcoo	MORPH=empty	et
temporum	tempus?	NOMcom	Case=Gen|Numb=Plur	temporum
et	et2	CONcoo	MORPH=empty	et
prophetise	prophetis	ADV	Deg=Pos	prophetise
intentam	intentus2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos|Voice=Pass	intentam
adhiberi	adhibeo	VER	Mood=Inf|Tense=Pres|Voice=Pass	adhiberi
ad	ad2	PRE	MORPH=empty	ad
praesentem	praesens	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	praesentem
psalmum	psalmus	NOMcom	Case=Acc|Numb=Sing	psalmum
cognitionis	cognitio	NOMcom	Case=Gen|Numb=Sing	cognitionis
postulat	postulo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	postulat
diligentiam	diligentia	NOMcom	Case=Acc|Numb=Sing	diligentiam
ne	ne4	CONsub	MORPH=empty	ne
forte	forte	ADV	Deg=Pos	forte
nos	nos	PROper	Case=Acc|Numb=Plur	nos
ad	ad2	PRE	MORPH=empty	ad
inanem	inanis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inanem
intellegentiam	intelligentia	NOMcom	Case=Acc|Numb=Sing	intellegentiam
absoluta	absoluo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	absoluta
quaedam	quidam	PROind	Case=Nom|Numb=Sing	quaedam
uerborum	uerbum	NOMcom	Case=Gen|Numb=Plur	uerborum
species	species	NOMcom	Case=Nom|Numb=Plur	species
et	et2	CONcoo	MORPH=empty	et
