form	lemma	POS	morph	treated_token
Memento	memini	VER	Numb=Sing|Mood=Imp|Tense=Fut|Voice=Act|Person=2	memento
domi	domus	NOMcom	Case=Loc|Numb=Sing	domi
-ne	ne2	CONcoo	MORPH=empty	-ne
Dauid	dauis	ADJqua	Numb=Sing|Deg=Pos	dauid
et	et2	CONcoo	MORPH=empty	et
omnis	omnis	PROind	Case=Gen|Numb=Sing	omnis
mansuetudinis	mansuetudo	NOMcom	Case=Gen|Numb=Sing	mansuetudinis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
.	.	PUNC	MORPH=empty	.
sicut	sicut1	ADVrel	MORPH=empty	sicut
iurauit	iuro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	iurauit
domino	dominus	NOMcom	Case=Dat|Numb=Sing	domino
uotum	uotum	NOMcom	Case=Acc|Numb=Sing	uotum
uouit	uoueo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	uouit
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
Iacob	iacor	NOMcom	Numb=Sing	iacob
.	.	PUNC	MORPH=empty	.
Omnes	omnis	PROind	Case=Nom|Numb=Plur	omnes
quidem	quidem	ADV	Deg=Pos	quidem
anteriores	anterior	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	anteriores
psalmi	psalmus	NOMcom	Case=Nom|Numb=Plur	psalmi
graduum	graduus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	graduum
in	in	PRE	MORPH=empty	in
profectum	profectus	NOMcom	Case=Acc|Numb=Sing	profectum
nos	nos	PROper	Case=Acc|Numb=Plur	nos
spei	spes	NOMcom	Case=Dat|Numb=Sing	spei
celsioris	celsus	ADJqua	Case=Gen|Numb=Sing|Deg=Comp	celsioris
extollunt	extollo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	extollunt
et	et2	CONcoo	MORPH=empty	et
per	per	PRE	MORPH=empty	per
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing	doctrinam
fidei	fides?	NOMcom	Case=Gen|Numb=Sing	fidei
spei	spes	NOMcom	Case=Gen|Numb=Sing	spei
confessionis	confessio	NOMcom	Case=Gen|Numb=Sing	confessionis
humilitatis	humilitas	NOMcom	Case=Gen|Numb=Sing	humilitatis
orationis	oratio	NOMcom	Case=Gen|Numb=Sing	orationis
in	in	PRE	MORPH=empty	in
sublime	sublime?	ADJqua	Case=Acc|Numb=Sing	sublime
gradibus	gradus	NOMcom	Case=Abl|Numb=Plur	gradibus
suis	suus	PROpos.ref	Case=Abl|Numb=Plur	suis
prouehunt	proueho	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	prouehunt
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
praecipue	praecipue	ADV	Deg=Pos	praecipue
psalmus	psalmus	ADJqua	Case=Nom|Numb=Sing	psalmus
nos	nos	PROper	Case=Acc|Numb=Plur	nos
ad	ad2	PRE	MORPH=empty	ad
cognitionem	cognitio	NOMcom	Case=Acc|Numb=Sing	cognitionem
filii	filius	NOMcom	Case=Gen|Numb=Sing	filii
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
edocet	edoceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	edocet
et	et2	CONcoo	MORPH=empty	et
sacramento	sacramentum	NOMcom	Case=Abl|Numb=Sing	sacramento
adsumptse	assumo	VER	Mood=Inf|Tense=Perf|Voice=Act	adsumptse
ab	ab	PRE	MORPH=empty	ab
eo	is	PROdem	Case=Abl|Numb=Sing	eo
carnis	caro1	NOMcom	Case=Abl|Numb=Plur	carnis
instituit	instituo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	instituit
.	.	PUNC	MORPH=empty	.
coepit	coepio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	coepit
enim	enim2	CONcoo	MORPH=empty	enim
ita	ita	ADV	Deg=Pos	ita
memento	memini	VER	Numb=Sing|Mood=Imp|Tense=Fut|Voice=Act|Person=2	memento
domi	domus	NOMcom	Case=Loc|Numb=Sing	domi
-ne	ne2	CONcoo	MORPH=empty	-ne
Dauid	dauis	VER	Numb=Sing	dauid
et	et2	CONcoo	MORPH=empty	et
omnis	omnis	PROind	Case=Acc|Numb=Sing	omnis
mansuetudinis	mansuetudo	NOMcom	Case=Gen|Numb=Sing	mansuetudinis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
eius	is	PROdem	Case=Gen|Numb=Sing	eius
.	.	PUNC	MORPH=empty	.
audent	audeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	audent
Iudaei	iudaeus	NOMcom	Case=Gen|Numb=Plur	iudaei
aduentum	aduentus	NOMcom	Case=Acc|Numb=Sing	aduentum
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
nostri	noster	PROpos	Case=Gen|Numb=Sing	nostri
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
salutem	salus	NOMcom	Case=Acc|Numb=Sing	salutem
humano	humanus	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	humano
generi	genus?	NOMcom	Case=Dat|Numb=Sing	generi
reddidit	reddo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	reddidit
abnegantes	abnego	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	abnegantes
hunc	hic1	PROdem	Case=Acc|Numb=Sing	hunc
psalmum	psalmus	NOMcom	Case=Acc|Numb=Sing	psalmum
ad	ad2	PRE	MORPH=empty	ad
Dauid	dauis	ADJqua	Case=Acc|Numb=Plur	dauid
referre	refero	VER	Mood=Inf|Tense=Pres|Voice=Act	referre
ut	ut1	ADVrel	MORPH=empty	ut
in	in	PRE	MORPH=empty	in
passio	passio	NOMcom	Case=Abl|Numb=Sing	passio
-ne	ne2	CONcoo	MORPH=empty	-ne
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
impii	impius	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	impii
ita	ita	ADV	Deg=Pos	ita
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
prophetiae	prophetia	NOMcom	Case=Gen|Numb=Sing	prophetiae
scientia	scientia	NOMcom	Case=Abl|Numb=Sing	scientia
inperiti	imperitus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	inperiti
;	;	PUNC	MORPH=empty	;
legentes	lego?	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	legentes
et	et2	CONcoo	MORPH=empty	et
non	non	ADVneg	MORPH=empty	non
intellegentes	intelligo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	intellegentes
habentes	habeo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	habentes
et	et2	CONcoo	MORPH=empty	et
nescientes	nescio	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	nescientes
uenerantes	ueneror	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	uenerantes
et	et2	CONcoo	MORPH=empty	et
non	non	ADVneg	MORPH=empty	non
ob	ob	PRE	MORPH=empty	ob
dientes	dieo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	dientes
.	.	PUNC	MORPH=empty	.
qua	quis1	PROint	Case=Abl|Numb=Sing	qua
enim	enim2	CONcoo	MORPH=empty	enim
religionis	religio	NOMcom	Case=Gen|Numb=Sing	religionis
simulatio	simulatio	NOMcom	Case=Nom|Numb=Sing	simulatio
-ne	ne2	CONcoo	MORPH=empty	-ne
prophetarum	prophetus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	prophetarum
libros	liber1	NOMcom	Case=Acc|Numb=Plur	libros
uenerentur	ueneror	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Dep|Person=3	uenerentur
multis	multi	NOMcom	Case=Dat|Numb=Plur	multis
cognitum	cognitus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	cognitum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
contrectare	contrecto	VER	Mood=Inf|Tense=Pres|Voice=Act	contrectare
legentes	lego?	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	legentes
manu	manus1	NOMcom	Case=Abl|Numb=Sing	manu
non	non	ADVneg	MORPH=empty	non
audent	audeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	audent
.	.	PUNC	MORPH=empty	.
linteo	linteum	NOMcom	Case=Abl|Numb=Sing	linteo
substernunt	substerno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	substernunt
ad	ad2	PRE	MORPH=empty	ad
fidem	fides?	NOMcom	Case=Acc|Numb=Sing	fidem
sacramenti	sacramentum	NOMcom	Case=Gen|Numb=Sing	sacramenti
testes	testis?	NOMcom	Case=Nom|Numb=Plur	testes
eos	is	PROdem	Case=Acc|Numb=Plur	eos
adhibent	adhibeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	adhibent
et	et2	CONcoo	MORPH=empty	et
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
eo	eo?	PROdem	MORPH=empty	eo
proficit	proficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	proficit
ut	ut4	CONsub	MORPH=empty	ut
maiore	magnus	ADJqua	Case=Abl|Numb=Sing|Deg=Comp	maiore
inreligiositatis	irreligiositas	NOMcom	Case=Gen|Numb=Sing	inreligiositatis
crimine	crimen	NOMcom	Case=Abl|Numb=Sing	crimine
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
quibus	qui1	PROrel	Case=Dat|Numb=Plur	quibus
tantus	tantus	PROdem	Case=Nom|Numb=Sing	tantus
honos	honor	NOMcom	Case=Nom|Numb=Sing	honos
debetur	debeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	debetur
dicta	dictum	NOMcom	Case=Nom|Numb=Plur	dicta
aut	aut	CONcoo	MORPH=empty	aut
contemnant	contemno	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	contemnant
aut	aut	CONcoo	MORPH=empty	aut
dissimulent	dissimulo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	dissimulent
aut	aut	CONcoo	MORPH=empty	aut
nesciant	nescio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	nesciant
.	.	PUNC	MORPH=empty	.
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
eo	is	PROdem	Case=Abl|Numb=Sing|Deg=Pos	eo
dictum	dictum	VER	Case=Nom|Numb=Sing|Tense=Perf	dictum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quia	quia	CONsub	MORPH=empty	quia
cum	cum3	CONsub	MORPH=empty	cum
in	in	PRE	MORPH=empty	in
prophetis	prophetus	NOMcom	Case=Abl|Numb=Plur	prophetis
longe	longe	ADV	Deg=Pos	longe
postea	postea	ADV	Deg=Pos	postea
quam	quam1	ADVrel	MORPH=empty	quam
Dauid	dauis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	dauid
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
excesserat	excedo1	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	excesserat
scriptum	scribo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	scriptum
habeant	habeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	habeant
in	in	PRE	MORPH=empty	in
Hieremiaita	hieremiatus	NOMcom	Case=Acc|Numb=Plur	hieremiaita
in	in	PRE	MORPH=empty	in
illa	ille	PROdem	Case=Abl|Numb=Sing	illa
die	dies	NOMcom	Case=Abl|Numb=Sing	die
dicit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	dicit
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
contribulabo	contribulo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	contribulabo
iugum	iugum	NOMcom	Case=Acc|Numb=Sing	iugum
a	ab	PRE	MORPH=empty	a
ceruice	ceruix	NOMcom	Case=Abl|Numb=Sing	ceruice
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
et	et2	CONcoo	MORPH=empty	et
uincula	uinculum	NOMcom	Case=Acc|Numb=Plur	uincula
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
disrumpam	disrumpo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	disrumpam
et	et2	CONcoo	MORPH=empty	et
non	non	ADVneg	MORPH=empty	non
operabuntur	operor	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Dep|Person=3	operabuntur
ipsi	ipse	PROdem	Case=Nom|Numb=Plur	ipsi
adhuc	adhuc	ADV	Deg=Pos	adhuc
aliis	alius	PROind	Case=Dat|Numb=Plur	aliis
operabuntur	opero	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Dep|Person=3	operabuntur
domino	dominus	NOMcom	Case=Dat|Numb=Sing	domino
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
suo	suus	PROpos.ref	Case=Dat|Numb=Sing	suo
et	et2	CONcoo	MORPH=empty	et
Dauid	dauis	NOMcom	Case=Acc|Numb=Sing	dauid
regem	rex	NOMcom	Case=Acc|Numb=Sing	regem
ipsorum	ipse	PROdem	Case=Gen|Numb=Plur	ipsorum
suscitabo	suscito1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	suscitabo
illis	ille	PROdem	Case=Dat|Numb=Plur	illis
;	;	PUNC	MORPH=empty	;
et	et2	CONcoo	MORPH=empty	et
rursum	rursus	ADV	Deg=Pos	rursum
suscitabo	suscito1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	suscitabo
illis	ille	PROdem	Case=Dat|Numb=Plur	illis
Dauid	dauis	NOMcom	Numb=Sing	dauid
regem	rex	NOMcom	Case=Acc|Numb=Sing	regem
orientem	oriens	NOMcom	Case=Acc|Numb=Sing	orientem
iustum	iustus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	iustum
et	et2	CONcoo	MORPH=empty	et
regnabit	regno	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	regnabit
rex	rex	NOMcom	Case=Nom|Numb=Sing	rex
et	et2	CONcoo	MORPH=empty	et
